protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
2262	NV2t010951001.1	NV2t010951001.1	NV2t010951001.1	147399.0	7.39283	0.0	105	1134	24	22	3	21	20	126	4.42512e+07	5.965e+07	5.91166e+07	1.47087e+08	1.11926e+08	1.32314e+08	1.84794e+09	1.51319e+09	2.09989e+09	3.14636e+06	1.0	1.36218	1.33683	3.31856	2.529	3.0213	41.4599	34.0773	47.0124	0.0676335	0.0	1.44398	0.696247	1.5175	1.22673	2.77156	25.7181	24.7073	32.7727	0.150734
2263	NV2t009516001.1	NV2t009516001.1	NV2t009516001.1	64628.0	7.29513	0.0	98	765	20	14	3	17	14	126	1.1464e+08	1.12678e+08	4.55414e+07	1.84004e+08	1.80299e+08	1.63256e+08	2.06304e+09	1.72921e+09	2.02804e+09	0.0	1.0	0.993075	0.401027	1.62366	1.58186	1.44925	18.6206	15.4296	18.0591	0.0	0.0	1.53068	0.7555	2.44862	2.27292	1.85842	37.5544	32.1771	37.6338	0.0
2264	NV2t010194001.1	NV2t010194001.1	NV2t010194001.1	103411.0	7.01414	0.0	90	676	16	13	3	13	12	126	3.29102e+07	4.49306e+07	2.56962e+07	1.09557e+08	1.2225e+08	8.39024e+07	1.34204e+09	1.34075e+09	1.38318e+09	3.80108e+06	1.0	1.37721	0.79145	3.38485	3.75522	2.55887	41.4604	41.218	42.6878	0.110384	0.0	0.682487	0.52567	1.84	1.50072	1.10168	36.1557	35.853	34.3775	0.342079
2265	NV2t020855001.1	NV2t020855001.1	NV2t020855001.1	43494.1	6.95269	0.0	63	351	8	8	0	8	8	126	8.73717e+06	1.06429e+07	8.46842e+06	3.31476e+07	2.38522e+07	3.11044e+07	7.44966e+08	4.35426e+08	8.10587e+08	0.0	1.0	1.20588	0.96568	3.79386	2.7155	3.52543	84.5118	49.6191	92.1405	0.0	0.0	0.585243	0.462462	2.18995	1.29716	2.46661	60.5375	34.3402	65.6303	0.0
2266	NV2t022376001.1	NV2t022376001.1	NV2t022376001.1	42036.6	5.85476	0.00128742	40	40	1	1	0	1	1	126	2.41243e+06	4.28871e+06	2.29828e+06	7.63807e+06	7.17141e+06	6.05228e+06	9.71478e+07	6.99297e+07	8.00941e+07	0.0	1.0	1.77775	0.952684	3.16613	2.97269	2.50879	40.2697	28.9872	33.2006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2267	NV2t007099001.1|NV2t007099002.1|NV2t007099003.1|NV2t007099004.1	NV2t007099001.1|NV2t007099002.1|NV2t007099003.1|NV2t007099004.1	NV2t007099001.1|NV2t007099002.1|NV2t007099003.1|NV2t007099004.1	76159.0|76159.0|76159.0|76159.0	5.99953	0.00745601	31	31	1	1	0	1	1	126	2.11127e+06	8.40851e+06	1.17151e+06	7.83855e+06	6.24831e+06	7.85107e+06	3.71347e+07	3.11789e+07	3.86871e+07	0.0	1.0	3.98268	0.554885	3.71272	2.95951	3.71865	17.5888	14.7678	18.3241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2268	NV2t011483001.1	NV2t011483001.1	NV2t011483001.1	46956.4	6.68273	0.0	96	452	9	8	1	8	8	126	1.2864e+07	2.86267e+07	9.14322e+06	3.17905e+07	3.25568e+07	2.62036e+07	4.5977e+08	3.30045e+08	5.03686e+08	1.14618e+06	1.0	2.22533	0.710759	2.48394	2.53084	2.0393	35.672	25.9119	39.8189	0.0866664	0.0	2.49456	0.998156	4.04361	4.26455	2.81844	42.6489	32.2518	53.896	0.299512
2269	NV2t002451001.1	NV2t002451001.1	NV2t002451001.1	193785.0	5.98012	0.0	58	107	2	2	0	2	2	126	1.34859e+06	1.61878e+06	2.48288e+06	5.18777e+06	5.56613e+06	6.32541e+06	6.61605e+07	4.10477e+07	5.75597e+07	0.0	1.0	1.20034	1.84109	3.8468	4.12736	4.69037	49.0588	30.4374	42.6813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2270	NV2t014234003.1	NV2t014234003.1	NV2t014234003.1	21056.0	8.26099	0.0	79	411	34	7	10	24	7	126	1.16827e+08	3.46493e+08	1.30769e+08	2.14656e+08	1.9828e+08	1.4363e+08	7.20611e+09	4.43961e+09	6.36163e+09	4.18069e+06	1.0	2.84676	1.1265	1.86158	1.65795	1.22414	64.1807	39.3214	56.4579	0.0342207	0.0	7.54499	2.51198	3.47038	4.42463	2.94421	108.303	71.0479	103.742	0.126742
2271	NV2t012826001.1|NV2t012826002.1	NV2t012826001.1|NV2t012826002.1	NV2t012826001.1|NV2t012826002.1	51873.8|56073.8	6.599	0.0	61	115	5	3	2	3	3	126	2.48297e+07	2.06821e+07	2.23788e+07	4.51743e+07	5.81029e+07	8.19404e+07	3.58696e+08	2.36924e+08	3.57419e+08	0.0	1.0	0.832957	0.90129	1.81937	2.34005	3.3001	14.4462	9.54196	14.3948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2272	NV2t009090002.1	NV2t009090002.1	NV2t009090002.1	100398.0	6.53111	0.0	71	405	11	10	1	10	10	126	1.21824e+07	1.62989e+07	1.21141e+07	3.81421e+07	3.37741e+07	3.03849e+07	7.20044e+08	6.04409e+08	4.21409e+08	1.90664e+06	1.0	1.34051	0.980457	3.12218	2.76356	2.48312	58.1826	49.1605	34.3766	0.149667	0.0	1.33745	0.77536	2.53039	2.0149	1.93176	60.7358	53.166	28.0185	0.470824
2273	NV2t012283001.1	NV2t012283001.1	NV2t012283001.1	22655.7	6.63962	0.0	65	99	2	2	0	2	2	126	1.36069e+07	1.32579e+07	1.00492e+07	9.03858e+07	5.38516e+07	1.28789e+08	1.98531e+08	1.02762e+08	1.679e+08	0.0	1.0	0.974352	0.738539	6.64267	3.95769	9.46501	14.5905	7.55226	12.3393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2274	NV2t021892001.1|NV2t021892002.1	NV2t021892001.1|NV2t021892002.1	NV2t021892001.1|NV2t021892002.1	55787.2|51652.1	5.88558	0.00381854	34	63	2	2	0	2	2	126	2.91207e+06	4.71981e+06	2.99809e+06	2.89892e+07	2.34322e+07	4.58234e+07	2.22348e+08	9.75474e+07	1.63739e+08	1.43526e+06	1.0	1.62077	1.02954	9.95484	8.04656	15.7356	76.3539	33.4976	56.2274	0.492865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2275	NV2t020985001.1	NV2t020985001.1	NV2t020985001.1	64382.6	6.55003	0.0	144	360	6	3	2	4	3	126	3.24371e+06	3.73458e+06	3.27539e+06	1.51137e+07	1.42373e+07	1.60949e+07	5.84193e+07	4.07479e+07	8.07066e+07	229245.0	1.0	1.15133	1.00977	4.65938	4.38919	4.96189	18.01	12.5621	24.881	0.0706738	0.0	0.649038	1.25696	5.39546	4.61066	4.94711	19.2248	14.1585	28.476	0.222751
2276	NV2t018803001.1	NV2t018803001.1	NV2t018803001.1	33845.4	5.97926	0.0	69	181	5	4	0	5	4	126	1.32122e+07	2.83519e+07	8.3358e+06	3.63681e+07	3.43229e+07	5.81357e+07	1.77854e+08	1.31539e+08	2.00111e+08	210692.0	1.0	2.14588	0.623536	2.7361	2.5742	4.3898	13.2048	9.77303	14.9036	0.0159467	0.0	0.698267	0.361405	3.53291	2.3731	3.71187	20.5709	15.5677	19.8525	0.11026
2277	NV2t002796001.1	NV2t002796001.1	NV2t002796001.1	144123.0	6.24655	0.0	78	306	7	7	0	7	7	126	1.16557e+07	1.4724e+07	1.34706e+07	4.08566e+07	3.30691e+07	3.42248e+07	4.25744e+08	4.04241e+08	4.12483e+08	2.15106e+06	1.0	1.26325	1.14487	3.55273	2.86428	2.95753	36.4993	35.4882	35.905	0.173609	0.0	0.572816	0.583458	2.66914	1.8668	2.01918	46.9587	45.4555	43.7211	0.335522
2278	NV2t018112001.1	NV2t018112001.1	NV2t018112001.1	89300.8	5.53994	0.0	60	60	1	1	0	1	1	126	0.0	0.0	0.0	186441.0	420884.0	230809.0	1.72177e+06	1.16182e+06	1.28386e+06	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2279	NV2t003182001.1	NV2t003182001.1	NV2t003182001.1	81181.2	6.45099	0.0	89	250	6	5	3	3	3	126	3.66272e+06	5.03278e+06	4.01415e+06	2.43972e+07	2.13629e+07	2.50339e+07	1.07163e+08	8.931e+07	1.1688e+08	212251.0	1.0	1.37406	1.09595	6.66096	5.83251	6.83479	29.2577	24.3835	31.9107	0.0579491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2280	NV2t000633001.1	NV2t000633001.1	NV2t000633001.1	124240.0	6.71428	0.0	103	692	14	13	3	11	11	126	2.35234e+07	2.98119e+07	3.19295e+07	8.39246e+07	9.94067e+07	1.1976e+08	6.84946e+08	4.70478e+08	6.54435e+08	3.72005e+06	1.0	1.28692	1.36428	3.62727	4.25917	5.13756	29.701	20.3848	28.4878	0.153573	0.0	0.910432	0.724827	2.3621	2.99063	3.5162	31.6508	21.628	28.6163	0.31934
2281	NV2t013899007.1	NV2t013899007.1	NV2t013899007.1	237211.0	NA	0.0	111	3170	94	0	94	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2282	NV2t012145001.1	NV2t012145001.1	NV2t012145001.1	257591.0	5.91381	0.0	61	311	6	6	2	4	4	126	3.454e+06	6.13507e+06	4.42884e+06	1.65236e+07	1.48184e+07	1.78129e+07	9.94207e+07	1.06989e+08	1.21943e+08	1.28513e+06	1.0	1.77622	1.28224	4.78389	4.29023	5.1572	28.7842	30.9753	35.305	0.372069	0.0	6.1108	6.78823	10.8402	12.4229	15.1918	68.4802	72.9679	74.6992	0.0
2283	NV2t016172002.1	NV2t016172002.1	NV2t016172002.1	103776.0	5.6393	0.000496853	43	43	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2284	NV2t020914001.1	NV2t020914001.1	NV2t020914001.1	68075.9	6.42215	0.0	97	478	8	8	0	8	8	126	1.94275e+07	2.25507e+07	2.55632e+07	7.02235e+07	8.45656e+07	9.71611e+07	5.64917e+08	4.27628e+08	5.88644e+08	844532.0	1.0	1.1569	1.31855	3.60448	4.34358	5.00011	28.9315	22.0085	30.0765	0.0403075	0.0	0.376657	0.285507	1.39562	1.9744	2.2633	35.2655	25.7453	31.607	0.154003
2285	NV2t009547001.1	NV2t009547001.1	NV2t009547001.1	172396.0	6.19118	0.0	52	284	7	7	2	5	5	126	3.83339e+06	3.56241e+06	4.35498e+06	7.79448e+06	8.87488e+06	1.1666e+07	1.79883e+08	1.09574e+08	1.54929e+08	0.0	1.0	0.92927	1.13606	2.03331	2.31515	3.04325	46.9252	28.5842	40.4155	0.0	0.0	0.571142	4.42178	4.79422	6.33988	8.61523	211.098	114.575	181.287	0.0
2286	NV2t023920001.1	NV2t023920001.1	NV2t023920001.1	31329.8	6.41274	0.0	82	163	5	3	2	3	3	126	1.82206e+07	2.24898e+07	1.92426e+07	6.27914e+07	3.87578e+07	7.95652e+07	2.88844e+08	2.34066e+08	2.85602e+08	1.47846e+06	1.0	1.23431	1.05609	3.44618	2.12714	4.36678	15.8526	12.8463	15.6747	0.0811424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2287	NV2t023474001.1	NV2t023474001.1	NV2t023474001.1	90620.8	6.07722	0.0	63	175	3	3	0	3	3	126	1.9101e+06	3.69668e+06	3.73937e+06	5.50811e+06	4.9057e+06	7.59427e+06	1.86153e+08	1.84528e+08	1.01826e+08	1.18761e+06	1.0	1.93533	1.95768	2.88367	2.56829	3.97584	97.4569	96.6061	53.3092	0.621751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2288	NV2t003812001.1	NV2t003812001.1	NV2t003812001.1	133909.0	6.08566	0.0135976	27	27	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2289	NV2t020857001.1|NV2t020857002.1	NV2t020857001.1|NV2t020857002.1	NV2t020857001.1|NV2t020857002.1	57373.3|58011.8	7.36136	0.0	97	863	38	16	11	27	16	126	3.35817e+07	4.52651e+07	3.30894e+07	1.18905e+08	1.2009e+08	1.23913e+08	2.85955e+09	2.15044e+09	2.83243e+09	690403.0	1.0	1.33032	0.979575	3.49049	3.53712	3.67523	85.0232	63.7751	83.7791	0.0192983	0.0	1.17703	0.73167	2.85501	3.11769	2.21222	51.2393	45.5377	56.3349	0.0484575
2290	NV2t012418001.1	NV2t012418001.1	NV2t012418001.1	82650.5	6.12727	0.0	58	200	4	4	0	4	4	126	2.99787e+06	4.08031e+06	6.41929e+06	1.66394e+07	1.35793e+07	1.52232e+07	2.73543e+08	2.3779e+08	4.11482e+08	0.0	1.0	1.36107	2.14128	5.5504	4.52964	5.07801	91.2457	79.3196	137.258	0.0	0.0	0.400657	1.42826	1.51232	0.761147	3.64393	74.9874	62.715	101.699	0.0
2291	NV2t019608001.1|NV2t019608002.1|NV2t019608003.1|NV2t019608004.1|NV2t019608005.1|NV2t019608006.1	NV2t019608001.1|NV2t019608002.1|NV2t019608003.1|NV2t019608004.1|NV2t019608005.1|NV2t019608006.1	NV2t019608001.1|NV2t019608002.1|NV2t019608003.1|NV2t019608004.1|NV2t019608005.1|NV2t019608006.1	107718.0|104586.0|104586.0|107970.0|105363.0|105363.0	6.57125	0.0	54	182	5	5	2	3	3	126	1.95885e+07	1.85474e+07	2.3254e+07	1.03054e+08	1.19147e+08	1.1909e+08	2.30219e+08	2.16508e+08	3.12769e+08	0.0	1.0	0.946849	1.18712	5.26096	6.0825	6.07958	11.7527	11.0528	15.9669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2292	NV2t023415001.1	NV2t023415001.1	NV2t023415001.1	80807.1	6.85428	0.0	77	544	12	11	0	12	11	126	1.18652e+07	1.59755e+07	1.73006e+07	5.40854e+07	4.7038e+07	5.3317e+07	8.6445e+08	4.81798e+08	6.28471e+08	2.05282e+06	1.0	1.3227	1.41434	4.55054	3.96353	4.46829	73.4171	40.9784	54.3019	0.170525	0.0	0.738736	3.15759	8.69501	6.53707	8.39997	68.6897	42.1603	53.9679	0.392649
2293	NV2t004755002.1	NV2t004755002.1	NV2t004755002.1	31687.4	6.98686	0.0	58	234	5	5	0	5	5	126	1.10034e+08	1.13854e+08	6.33554e+07	2.35457e+08	2.05011e+08	3.27495e+08	6.57728e+08	3.56005e+08	5.85136e+08	0.0	1.0	1.04527	0.577884	2.14762	1.86876	2.9763	5.97749	3.2422	5.32139	0.0	0.0	2.00348	0.544734	2.87099	3.24414	4.55411	32.0384	18.5084	29.112	0.0
2294	NV2t010876001.1	NV2t010876001.1	NV2t010876001.1	35054.8	5.89708	0.00745601	31	31	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2295	NV2t008583001.1	NV2t008583001.1	NV2t008583001.1	47021.5	6.35093	0.0	67	106	2	2	0	2	2	126	857465.0	774383.0	852398.0	3.24671e+06	2.18582e+06	2.12154e+06	9.3102e+07	8.88464e+07	1.04944e+08	246145.0	1.0	0.903108	0.994091	3.7864	2.54917	2.4742	108.578	103.615	122.389	0.287062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2296	NV2t000955001.1	NV2t000955001.1	NV2t000955001.1	124338.0	6.94653	0.0	123	1036	26	19	4	20	17	126	3.43571e+07	3.84481e+07	3.94054e+07	1.28305e+08	1.12736e+08	1.09411e+08	2.99308e+09	2.32139e+09	3.16189e+09	5.69249e+06	1.0	1.12568	1.14495	3.72014	3.25865	3.16857	88.0032	67.4475	93.0276	0.156026	0.0	0.55391	0.424437	2.51663	2.15265	1.78807	70.7464	67.4618	80.942	0.449972
2297	NV2t008136001.1|NV2t008136003.1|NV2t008136004.1	NV2t008136001.1|NV2t008136003.1|NV2t008136004.1	NV2t008136001.1|NV2t008136003.1|NV2t008136004.1	62152.5|78151.7|68740.5	5.79872	0.0	101	169	2	2	0	2	2	126	1.12668e+06	2.20402e+06	1.50801e+06	5.26968e+06	4.68593e+06	5.666e+06	7.71985e+07	5.45535e+07	9.037e+07	525596.0	1.0	1.95622	1.33846	4.67719	4.15907	5.02894	68.5187	48.4198	80.2092	0.466501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2298	NV2t006947001.1	NV2t006947001.1	NV2t006947001.1	45288.4	6.26926	0.0	63	350	7	7	0	7	7	126	1.89072e+07	3.45956e+07	2.05349e+07	4.66544e+07	3.90372e+07	4.25077e+07	5.49451e+08	3.30046e+08	5.43585e+08	2.51327e+06	1.0	1.80855	1.08609	2.46755	2.07081	2.24824	28.6563	17.318	28.607	0.124422	0.0	1.00139	0.518123	0.901272	0.686248	0.68454	26.176	14.7348	28.251	0.579594
2299	NV2t020680001.1|NV2t020680002.1	NV2t020680001.1|NV2t020680002.1	NV2t020680001.1|NV2t020680002.1	23875.3|23875.3	6.21161	0.0	73	141	2	2	0	2	2	126	7.13874e+06	1.0956e+07	2.05253e+06	4.7934e+07	4.15406e+07	4.69389e+07	1.09426e+08	8.52522e+07	8.96828e+07	325268.0	1.0	1.53472	0.287521	6.71464	5.81903	6.57523	15.3285	11.9422	12.5628	0.0455638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2300	NV2t006033001.1|NV2t006033002.1|NV2t006033003.1|NV2t006033004.1	NV2t006033001.1|NV2t006033002.1|NV2t006033003.1|NV2t006033004.1	NV2t006033001.1|NV2t006033002.1|NV2t006033003.1|NV2t006033004.1	33074.7|38388.0|51501.6|51171.3	5.98594	0.00248988	36	36	1	1	0	1	1	126	330212.0	0.0	278996.0	352112.0	582835.0	628940.0	3.55049e+06	2.79707e+06	4.29671e+06	0.0	1.0	0.0	0.844899	1.06632	1.76503	1.90465	10.7521	8.47051	13.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2301	NV2t004680001.1	NV2t004680001.1	NV2t004680001.1	16430.0	7.28088	0.000506586	45	157	4	4	1	3	3	126	2.78425e+07	8.22293e+07	3.75744e+07	1.02109e+08	9.38939e+07	1.2845e+08	7.78712e+08	4.8944e+08	8.11533e+08	0.0	1.0	2.95337	1.34953	3.66737	3.37232	4.61346	27.9685	17.5789	29.1473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2302	NV2t004268001.1	NV2t004268001.1	NV2t004268001.1	60342.1	5.52997	0.000174764	48	85	3	2	1	2	2	126	1.16908e+06	1.33905e+06	2.1066e+06	4.6268e+06	3.11508e+06	4.66053e+06	8.36575e+07	5.92428e+07	8.32471e+07	0.0	1.0	1.14539	1.80193	3.95764	2.66455	3.98649	71.5583	50.6746	71.2073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2303	NV2t001232002.1	NV2t001232002.1	NV2t001232002.1	38840.8	6.34791	0.0	54	190	5	5	1	4	4	126	1.50649e+07	3.18356e+07	8.49481e+06	3.565e+07	3.6713e+07	5.28584e+07	1.96518e+08	1.50424e+08	2.04444e+08	0.0	1.0	2.11323	0.56388	2.36642	2.43699	3.5087	13.0448	9.98506	13.5708	0.0	0.0	0.7197	0.378785	2.7112	2.24501	4.20075	2.58385	3.29517	3.02688	0.0
2304	NV2t002272001.1	NV2t002272001.1	NV2t002272001.1	80640.7	6.26256	0.0	56	205	5	3	2	3	3	126	8.01012e+06	1.13466e+07	7.82869e+06	8.20414e+07	8.59326e+07	1.03295e+08	7.05043e+07	5.73896e+07	9.38749e+07	829280.0	1.0	1.41653	0.977349	10.2422	10.728	12.8955	8.8019	7.16464	11.7195	0.103529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2305	NV2t013153001.1|NV2t013159001.1|NV2t013159002.1	NV2t013153001.1|NV2t013159001.1|NV2t013159002.1	NV2t013153001.1|NV2t013159001.1|NV2t013159002.1	19479.1|16849.8|16849.8	5.74834	0.0	54	54	1	1	0	1	1	126	1.01491e+06	1.45136e+06	1.02793e+06	5.54982e+06	4.87666e+06	4.01076e+06	4.90092e+07	5.86626e+07	8.42935e+07	0.0	1.0	1.43004	1.01282	5.46827	4.805	3.95182	48.289	57.8005	83.0548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2306	NV2t020972001.1	NV2t020972001.1	NV2t020972001.1	93752.3	7.02897	0.0	109	896	21	16	2	19	16	126	1.0538e+08	5.19495e+07	7.9185e+07	1.55963e+08	1.93988e+08	2.02918e+08	3.24084e+09	2.42936e+09	1.88724e+09	1.29137e+06	1.0	0.513656	0.74997	1.55432	1.86448	1.93451	32.1341	23.8929	19.2414	0.012394	0.0	1.27029	0.519255	3.33678	2.22203	1.49662	111.572	79.605	60.5051	0.0844948
2307	NV2t018284001.1|NV2t018284002.1	NV2t018284001.1|NV2t018284002.1	NV2t018284001.1|NV2t018284002.1	67742.4|67742.4	6.21918	0.00545868	33	33	1	1	0	1	1	126	322497.0	311361.0	559393.0	2.23747e+06	2.01932e+06	2.94244e+06	2.88787e+07	1.57818e+07	3.0968e+07	0.0	1.0	0.965471	1.73457	6.93797	6.26152	9.12394	89.5471	48.9363	96.0257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2308	NV2t013476001.1	NV2t013476001.1	NV2t013476001.1	17320.4	7.09336	0.0	109	196	6	3	0	6	3	126	8.92177e+06	1.60789e+07	8.24599e+06	4.56015e+07	5.40742e+07	7.95982e+07	2.34231e+08	1.82878e+08	2.9168e+08	1.44682e+06	1.0	1.79158	0.928586	5.07523	6.02476	8.88183	25.9503	20.7461	32.6457	0.159346	0.0	2.28733	1.07643	1.71616	3.61838	5.30407	36.1273	25.3982	40.2702	0.213518
2309	NV2t011634001.1|NV2t011634002.1|NV2t011634003.1	NV2t011634001.1|NV2t011634002.1|NV2t011634003.1	NV2t011634001.1|NV2t011634002.1|NV2t011634003.1	20526.9|64812.0|61447.5	6.20015	0.000656491	42	42	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2310	NV2t003200001.1|NV2t003200002.1	NV2t003200001.1|NV2t003200002.1	NV2t003200001.1|NV2t003200002.1	51380.3|51408.3	6.26755	0.00646422	32	87	3	2	1	2	2	126	4.14066e+06	1.36663e+07	3.63481e+06	3.11161e+07	2.55316e+07	3.92866e+07	4.07519e+07	4.0889e+07	6.62255e+07	66184.9	1.0	3.30052	0.877833	7.51478	6.16606	9.488	9.8419	9.87499	15.994	0.0159841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2311	NV2t014563001.1|NV2t014563002.1|NV2t014563003.1	NV2t014563001.1|NV2t014563002.1|NV2t014563003.1	NV2t014563001.1|NV2t014563002.1|NV2t014563003.1	88734.1|88734.1|88734.1	6.18702	0.0	79	106	2	2	0	2	2	126	6.3823e+06	5.76055e+06	1.06909e+07	2.25892e+07	1.49298e+07	2.01333e+07	2.0226e+08	1.48151e+08	1.67097e+08	220625.0	1.0	0.902583	1.67509	3.53935	2.33925	3.15455	31.6907	23.2128	26.1813	0.0345683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2312	NV2t014907001.1	NV2t014907001.1	NV2t014907001.1	171959.0	7.47472	0.0	77	996	35	18	9	25	17	126	2.14239e+07	2.56884e+07	2.92708e+07	1.70468e+08	1.53591e+08	1.14346e+08	4.20511e+09	2.99908e+09	3.79141e+09	1.30428e+06	1.0	1.21015	1.35627	7.94999	7.15729	5.29395	195.866	140.162	176.218	0.0559385	0.0	0.807151	0.875875	6.68588	6.72305	4.00033	186.334	122.78	153.32	0.183255
2313	NV2t017381001.1	NV2t017381001.1	NV2t017381001.1	20995.3	6.24463	0.0	58	103	4	2	1	3	2	126	2.18732e+06	2.6056e+06	2.40631e+06	1.0346e+07	8.3194e+06	4.84891e+06	2.21712e+08	3.3332e+08	4.33746e+08	0.0	1.0	1.19123	1.10012	4.72997	3.80347	2.21683	101.363	152.388	198.301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2314	NV2t022724001.1	NV2t022724001.1	NV2t022724001.1	96084.1	6.39864	0.0	101	529	13	11	4	9	9	126	1.95804e+07	1.71979e+07	2.02052e+07	4.00865e+07	4.59133e+07	5.11823e+07	4.33686e+08	4.11145e+08	4.19537e+08	55646.3	1.0	0.891063	1.01581	2.04511	2.33974	2.58878	22.5067	21.4694	21.8413	0.00274854	0.0	1.13802	1.93884	1.35374	1.36435	1.80077	25.1393	23.2545	22.0122	0.00829571
2315	NV2t011029003.1	NV2t011029003.1	NV2t011029003.1	126085.0	7.3239	0.0	99	874	23	17	3	20	17	126	6.91648e+07	1.0091e+08	4.83979e+07	3.70871e+08	3.732e+08	4.01472e+08	3.32028e+09	2.31637e+09	4.02538e+09	3.54443e+06	1.0	1.44377	0.700153	5.32603	5.34485	5.78213	48.0423	33.6119	57.93	0.0504546	0.0	0.507642	0.287853	2.93757	2.40254	2.50339	33.9493	24.6847	46.531	0.116053
2316	NV2t023595001.1	NV2t023595001.1	NV2t023595001.1	10864.5	6.44294	0.0	50	81	2	2	0	2	2	126	1.39613e+06	1.96986e+06	1.94352e+06	8.11659e+06	8.84882e+06	6.35679e+06	1.06589e+08	1.58719e+08	1.6169e+08	0.0	1.0	1.41095	1.39208	5.81363	6.33811	4.55315	76.3459	113.685	115.813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2317	NV2t013857001.1	NV2t013857001.1	NV2t013857001.1	183780.0	6.13465	0.0	117	337	7	6	2	5	5	126	8.08717e+06	6.4189e+06	6.00792e+06	2.12891e+07	2.19369e+07	1.92617e+07	3.16797e+08	2.09332e+08	2.74695e+08	175538.0	1.0	0.793714	0.746773	2.68918	2.72327	2.395	39.1728	26.9628	33.9667	0.0206522	0.0	1.26377	0.628823	3.26314	2.30316	2.3788	75.2799	44.3354	61.36	0.172999
