Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Acropora_digitifera
OG0000152	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16224 adi_v1.16224
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15791 adi_v1.15791
OG0000158	Exaiptasia_diaphana_XP_020914797.1 XP_020914797.1 somatomedin-B and thrombospondin type-1 domain-containing protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14301 adi_v1.14301, Acropora_digitifera_adi_v1.14565 adi_v1.14565
OG0000159	Exaiptasia_diaphana_XP_020913849.1 XP_020913849.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03630 adi_v1.03630
OG0000159	Exaiptasia_diaphana_XP_020893289.1 XP_020893289.1 fibronectin type 3 and ankyrin repeat domains protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12814 adi_v1.12814
OG0000159	Exaiptasia_diaphana_XP_020903022.1 XP_020903022.1 fibronectin type 3 and ankyrin repeat domains protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903026.1 XP_020903026.1 fibronectin type 3 and ankyrin repeat domains protein 1_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04349 adi_v1.04349
OG0000161	Exaiptasia_diaphana_XP_028514430.1 XP_028514430.1 collagen alpha-1_XXII_ chain-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908951.2 XP_020908951.2 contactin-1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517403.1 XP_028517403.1 immunoglobulin superfamily member 10-like_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07873 adi_v1.07873, Acropora_digitifera_adi_v1.14769 adi_v1.14769, Acropora_digitifera_adi_v1.11909 adi_v1.11909, Acropora_digitifera_adi_v1.02892 adi_v1.02892, Acropora_digitifera_adi_v1.24618 adi_v1.24618, Acropora_digitifera_adi_v1.19999 adi_v1.19999, Acropora_digitifera_adi_v1.01816 adi_v1.01816, Acropora_digitifera_adi_v1.17526 adi_v1.17526, Acropora_digitifera_adi_v1.19764 adi_v1.19764, Acropora_digitifera_adi_v1.10621 adi_v1.10621, Acropora_digitifera_adi_v1.13470 adi_v1.13470, Acropora_digitifera_adi_v1.19104 adi_v1.19104, Acropora_digitifera_adi_v1.11699 adi_v1.11699, Acropora_digitifera_adi_v1.11698 adi_v1.11698, Acropora_digitifera_adi_v1.01815 adi_v1.01815, Acropora_digitifera_adi_v1.21286 adi_v1.21286, Acropora_digitifera_adi_v1.04421 adi_v1.04421, Acropora_digitifera_adi_v1.24737 adi_v1.24737, Acropora_digitifera_adi_v1.07781 adi_v1.07781, Acropora_digitifera_adi_v1.07782 adi_v1.07782, Acropora_digitifera_adi_v1.16073 adi_v1.16073, Acropora_digitifera_adi_v1.13879 adi_v1.13879, Acropora_digitifera_adi_v1.03274 adi_v1.03274, Acropora_digitifera_adi_v1.12082 adi_v1.12082
OG0000165	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.19692 adi_v1.19692
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01870 adi_v1.01870
OG0000176	Exaiptasia_diaphana_XP_020901377.1 XP_020901377.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901378.1 XP_020901378.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05518 adi_v1.05518
OG0000184	Exaiptasia_diaphana_XP_020917056.1 XP_020917056.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910174.2 XP_020910174.2 bone morphogenetic protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917138.1 XP_020917138.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515737.1 XP_028515737.1 dorsal-ventral patterning tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515721.1 XP_028515721.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916125.1 XP_020916125.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916115.1 XP_020916115.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518055.1 XP_028518055.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905243.1 XP_020905243.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905244.1 XP_020905244.1 tolloid-like protein 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06030 adi_v1.06030, Acropora_digitifera_adi_v1.24014 adi_v1.24014, Acropora_digitifera_adi_v1.18430 adi_v1.18430, Acropora_digitifera_adi_v1.22305 adi_v1.22305, Acropora_digitifera_adi_v1.24432 adi_v1.24432
OG0000188	Exaiptasia_diaphana_XP_020903357.2 XP_020903357.2 uncharacterized protein LOC110241796_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11206 adi_v1.11206
OG0000188	Exaiptasia_diaphana_XP_028517561.1 XP_028517561.1 uncharacterized protein LOC110247801 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09473 adi_v1.09473, Acropora_digitifera_adi_v1.16003 adi_v1.16003, Acropora_digitifera_adi_v1.19717 adi_v1.19717, Acropora_digitifera_adi_v1.11466 adi_v1.11466, Acropora_digitifera_adi_v1.20726 adi_v1.20726
OG0000193	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08763 adi_v1.08763
OG0000194	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00469 adi_v1.00469
OG0000195	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01290 adi_v1.01290
OG0000197	Exaiptasia_diaphana_XP_020898892.1 XP_020898892.1 uncharacterized protein LOC110237629 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898891.1 XP_020898891.1 uncharacterized protein LOC110237629 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898894.1 XP_020898894.1 uncharacterized protein LOC110237629 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898893.1 XP_020898893.1 uncharacterized protein LOC110237629 isoform X3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16918 adi_v1.16918
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07516 adi_v1.07516
OG0000201	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11496 adi_v1.11496
OG0000203	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04333 adi_v1.04333
OG0000209	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07265 adi_v1.07265
OG0000210	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01691 adi_v1.01691
OG0000211	Exaiptasia_diaphana_XP_028519363.1 XP_028519363.1 protein MLP1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01976 adi_v1.01976
OG0000212	Exaiptasia_diaphana_XP_020904592.1 XP_020904592.1 LOW QUALITY PROTEIN_ E3 ubiquitin-protein ligase LRSAM1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516015.1 XP_028516015.1 E3 ubiquitin-protein ligase LRSAM1-like isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12729 adi_v1.12729
OG0000213	Exaiptasia_diaphana_XP_020899052.1 XP_020899052.1 neurogenic locus notch homolog protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899053.1 XP_020899053.1 neurogenic locus notch homolog protein 1 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16428 adi_v1.16428
OG0000219	Exaiptasia_diaphana_XP_020899206.1 XP_020899206.1 von Willebrand factor A domain-containing protein 8 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899208.1 XP_020899208.1 von Willebrand factor A domain-containing protein 8 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15112 adi_v1.15112
OG0000224	Exaiptasia_diaphana_XP_020900945.1 XP_020900945.1 adhesion G protein-coupled receptor E1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11457 adi_v1.11457, Acropora_digitifera_adi_v1.06479 adi_v1.06479, Acropora_digitifera_adi_v1.01880 adi_v1.01880, Acropora_digitifera_adi_v1.09875 adi_v1.09875, Acropora_digitifera_adi_v1.08221 adi_v1.08221, Acropora_digitifera_adi_v1.06480 adi_v1.06480, Acropora_digitifera_adi_v1.08220 adi_v1.08220, Acropora_digitifera_adi_v1.01879 adi_v1.01879
OG0000225	Exaiptasia_diaphana_XP_020911256.2 XP_020911256.2 uncharacterized protein LOC110249018 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513438.1 XP_028513438.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911578.1 XP_020911578.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518106.1 XP_028518106.1 fibrillin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518101.1 XP_028518101.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911665.1 XP_020911665.1 putative glycosyl hydrolase ecdE [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20308 adi_v1.20308, Acropora_digitifera_adi_v1.17669 adi_v1.17669, Acropora_digitifera_adi_v1.19275 adi_v1.19275
OG0000226	Exaiptasia_diaphana_XP_028515693.1 XP_028515693.1 coadhesin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.24079 adi_v1.24079
OG0000229	Exaiptasia_diaphana_XP_020912652.1 XP_020912652.1 leucine-rich repeat protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02366 adi_v1.02366
OG0000230	Exaiptasia_diaphana_XP_020913258.1 XP_020913258.1 E3 ubiquitin-protein ligase RGLG5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.19552 adi_v1.19552
OG0000231	Exaiptasia_diaphana_XP_020905146.1 XP_020905146.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516126.1 XP_028516126.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905143.1 XP_020905143.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01923 adi_v1.01923
OG0000235	Exaiptasia_diaphana_XP_028516185.1 XP_028516185.1 collagen alpha-1_XXVI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905354.1 XP_020905354.1 collagen alpha-1_XXVI_ chain isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14371 adi_v1.14371, Acropora_digitifera_adi_v1.18016 adi_v1.18016
OG0000244	Exaiptasia_diaphana_XP_028514060.1 XP_028514060.1 stabilin-2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.21011 adi_v1.21011, Acropora_digitifera_adi_v1.16214 adi_v1.16214
OG0000248	Exaiptasia_diaphana_XP_020912802.1 XP_020912802.1 anosmin-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13105 adi_v1.13105, Acropora_digitifera_adi_v1.15930 adi_v1.15930
OG0000250	Exaiptasia_diaphana_XP_020909402.1 XP_020909402.1 macrophage scavenger receptor types I and II [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06483 adi_v1.06483
OG0000262	Exaiptasia_diaphana_XP_020902566.1 XP_020902566.1 uncharacterized protein LOC110241074 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515515.1 XP_028515515.1 uncharacterized protein LOC110241074 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05811 adi_v1.05811
OG0000265	Exaiptasia_diaphana_XP_020895183.1 XP_020895183.1 uncharacterized protein LOC110234167 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895181.1 XP_020895181.1 uncharacterized protein LOC110234167 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895182.1 XP_020895182.1 uncharacterized protein LOC110234167 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10611 adi_v1.10611
OG0000267	Exaiptasia_diaphana_XP_020916226.1 XP_020916226.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17264 adi_v1.17264
OG0000269	Exaiptasia_diaphana_XP_028515549.1 XP_028515549.1 tenascin-R-like_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15033 adi_v1.15033
OG0000272	Exaiptasia_diaphana_XP_020893969.1 XP_020893969.1 collagen alpha-1_XXI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893963.1 XP_020893963.1 collagen alpha chain isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06359 adi_v1.06359
OG0000278	Exaiptasia_diaphana_XP_020911614.1 XP_020911614.1 anthrax toxin receptor 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22204 adi_v1.22204, Acropora_digitifera_adi_v1.13778 adi_v1.13778
OG0000279	Exaiptasia_diaphana_XP_020900355.1 XP_020900355.1 uncharacterized protein LOC110238998 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06393 adi_v1.06393
OG0000280	Exaiptasia_diaphana_XP_028516708.1 XP_028516708.1 uncharacterized protein LOC110245196_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17062 adi_v1.17062, Acropora_digitifera_adi_v1.17327 adi_v1.17327
OG0000282	Exaiptasia_diaphana_XP_020900682.1 XP_020900682.1 leucine-rich repeat-containing protein 47 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06060 adi_v1.06060, Acropora_digitifera_adi_v1.20668 adi_v1.20668
OG0000284	Exaiptasia_diaphana_XP_020904221.1 XP_020904221.1 netrin receptor DCC [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06614 adi_v1.06614
OG0000285	Exaiptasia_diaphana_XP_020902642.1 XP_020902642.1 coadhesin isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902640.1 XP_020902640.1 coadhesin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902643.1 XP_020902643.1 uncharacterized protein LOC110241138 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902641.1 XP_020902641.1 coadhesin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902644.1 XP_020902644.1 coadhesin isoform X5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05812 adi_v1.05812
OG0000286	Exaiptasia_diaphana_XP_020912182.1 XP_020912182.1 uncharacterized protein LOC110249945 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11445 adi_v1.11445
OG0000301	Exaiptasia_diaphana_XP_028517729.1 XP_028517729.1 uncharacterized protein LOC114576013 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910055.1 XP_020910055.1 balbiani ring protein 3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03319 adi_v1.03319
OG0000302	Exaiptasia_diaphana_XP_020894246.1 XP_020894246.1 basic proline-rich protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22539 adi_v1.22539
OG0000302	Exaiptasia_diaphana_XP_020899670.1 XP_020899670.1 vegetative cell wall protein gp1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12127 adi_v1.12127
OG0000303	Exaiptasia_diaphana_XP_020897089.1 XP_020897089.1 uncharacterized protein LOC110235953 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12162 adi_v1.12162
OG0000304	Exaiptasia_diaphana_XP_020899388.1 XP_020899388.1 uncharacterized protein LOC110238083 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899389.1 XP_020899389.1 uncharacterized protein LOC110238083 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899385.1 XP_020899385.1 bone morphogenetic protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899383.1 XP_020899383.1 bone morphogenetic protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899384.1 XP_020899384.1 uncharacterized protein LOC110238081 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916018.1 XP_020916018.1 uncharacterized protein LOC110253447 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519295.1 XP_028519295.1 low-density lipoprotein receptor-related protein 12 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14461 adi_v1.14461
OG0000314	Exaiptasia_diaphana_XP_028516194.1 XP_028516194.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05227 adi_v1.05227
OG0000318	Exaiptasia_diaphana_XP_028514170.1 XP_028514170.1 von Willebrand factor A domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897892.1 XP_020897892.1 von Willebrand factor A domain-containing protein 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15381 adi_v1.15381
OG0000320	Exaiptasia_diaphana_XP_020900197.1 XP_020900197.1 uncharacterized protein LOC110238857 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909245.1 XP_020909245.1 macrophage scavenger receptor types I and II [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16246 adi_v1.16246, Acropora_digitifera_adi_v1.01382 adi_v1.01382
OG0000330	Exaiptasia_diaphana_XP_020899658.1 XP_020899658.1 cleavage and polyadenylation specificity factor subunit 6 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12128 adi_v1.12128
OG0000346	Exaiptasia_diaphana_XP_020899904.1 XP_020899904.1 twitchin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897877.1 XP_020897877.1 titin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12665 adi_v1.12665
OG0000347	Exaiptasia_diaphana_XP_020892889.1 XP_020892889.1 vasorin_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10871 adi_v1.10871, Acropora_digitifera_adi_v1.21118 adi_v1.21118
OG0000355	Exaiptasia_diaphana_XP_020910689.1 XP_020910689.1 tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900380.1 XP_020900380.1 tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900381.1 XP_020900381.1 tolloid-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910690.1 XP_020910690.1 tolloid-like protein 1 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09069 adi_v1.09069
OG0000366	Exaiptasia_diaphana_XP_020912724.1 XP_020912724.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110250467 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10534 adi_v1.10534
OG0000398	Exaiptasia_diaphana_XP_020910228.1 XP_020910228.1 protein kinase C-binding protein NELL1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12872 adi_v1.12872, Acropora_digitifera_adi_v1.00722 adi_v1.00722
OG0000399	Exaiptasia_diaphana_XP_028512943.1 XP_028512943.1 uncharacterized protein LOC110232553 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23383 adi_v1.23383
OG0000409	Exaiptasia_diaphana_XP_020916993.1 XP_020916993.1 uncharacterized protein LOC110254354 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13046 adi_v1.13046
OG0000426	Exaiptasia_diaphana_XP_028513961.1 XP_028513961.1 uncharacterized protein LOC110236015 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01478 adi_v1.01478, Acropora_digitifera_adi_v1.16715 adi_v1.16715
OG0000434	Exaiptasia_diaphana_XP_020914910.1 XP_020914910.1 uncharacterized protein LOC110252425 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518975.1 XP_028518975.1 uncharacterized protein LOC110252425 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00931 adi_v1.00931
OG0000437	Exaiptasia_diaphana_XP_028514357.1 XP_028514357.1 flocculation protein FLO11_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20605 adi_v1.20605, Acropora_digitifera_adi_v1.20747 adi_v1.20747
OG0000448	Exaiptasia_diaphana_XP_020901814.1 XP_020901814.1 uncharacterized protein LOC110240353 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10680 adi_v1.10680
OG0000475	Exaiptasia_diaphana_XP_020897824.1 XP_020897824.1 uncharacterized protein LOC110236626 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897823.2 XP_020897823.2 uncharacterized protein LOC110236625 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.18785 adi_v1.18785, Acropora_digitifera_adi_v1.06094 adi_v1.06094, Acropora_digitifera_adi_v1.23883 adi_v1.23883, Acropora_digitifera_adi_v1.13029 adi_v1.13029, Acropora_digitifera_adi_v1.03471 adi_v1.03471, Acropora_digitifera_adi_v1.01903 adi_v1.01903
OG0000479	Exaiptasia_diaphana_XP_020891969.1 XP_020891969.1 uncharacterized protein LOC110231297 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12565 adi_v1.12565
OG0000482	Exaiptasia_diaphana_XP_028516436.1 XP_028516436.1 protein stoned-B [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20477 adi_v1.20477
OG0000523	Exaiptasia_diaphana_XP_028516121.1 XP_028516121.1 uncharacterized protein LOC110243380 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14559 adi_v1.14559, Acropora_digitifera_adi_v1.14557 adi_v1.14557
OG0000531	Exaiptasia_diaphana_XP_020909555.1 XP_020909555.1 cubilin homolog [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06978 adi_v1.06978
OG0000587	Exaiptasia_diaphana_XP_028513025.1 XP_028513025.1 serine-rich adhesin for platelets isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893668.1 XP_020893668.1 serine-rich adhesin for platelets isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893667.1 XP_020893667.1 flocculation protein FLO11 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513024.1 XP_028513024.1 flocculation protein FLO11 isoform X3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15085 adi_v1.15085
OG0000594	Exaiptasia_diaphana_XP_020900117.1 XP_020900117.1 putative leucine-rich repeat-containing protein DDB_G0281931 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01772 adi_v1.01772, Acropora_digitifera_adi_v1.01771 adi_v1.01771, Acropora_digitifera_adi_v1.01775 adi_v1.01775
OG0000595	Exaiptasia_diaphana_XP_028512580.1 XP_028512580.1 uncharacterized protein LOC110231469 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891935.1 XP_020891935.1 uncharacterized protein LOC110231267 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04217 adi_v1.04217
OG0000625	Exaiptasia_diaphana_XP_028516770.1 XP_028516770.1 uncharacterized protein LOC110245407 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16345 adi_v1.16345
OG0000695	Exaiptasia_diaphana_XP_020903311.1 XP_020903311.1 tolloid-like protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00024 adi_v1.00024
OG0000696	Exaiptasia_diaphana_XP_020900407.1 XP_020900407.1 uncharacterized protein LOC110239045 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01646 adi_v1.01646, Acropora_digitifera_adi_v1.17356 adi_v1.17356
OG0000697	Exaiptasia_diaphana_XP_028516223.1 XP_028516223.1 uncharacterized protein LOC110243723 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03524 adi_v1.03524, Acropora_digitifera_adi_v1.22925 adi_v1.22925
OG0000699	Exaiptasia_diaphana_XP_020907385.2 XP_020907385.2 latent-transforming growth factor beta-binding protein 4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04074 adi_v1.04074
OG0000700	Exaiptasia_diaphana_XP_028514802.1 XP_028514802.1 uncharacterized protein LOC110238858 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13537 adi_v1.13537
OG0000702	Exaiptasia_diaphana_XP_020901226.1 XP_020901226.1 uncharacterized protein LOC110239813 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15315 adi_v1.15315, Acropora_digitifera_adi_v1.20055 adi_v1.20055
OG0000703	Exaiptasia_diaphana_XP_020908664.1 XP_020908664.1 leucine-rich repeat protein SHOC-2-like_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16493 adi_v1.16493
OG0000875	Exaiptasia_diaphana_XP_020903695.1 XP_020903695.1 protein madd-4-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515754.1 XP_028515754.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11132 adi_v1.11132, Acropora_digitifera_adi_v1.00128 adi_v1.00128
OG0000876	Exaiptasia_diaphana_XP_020912040.1 XP_020912040.1 protein jagged-1a [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01475 adi_v1.01475, Acropora_digitifera_adi_v1.01477 adi_v1.01477
OG0000881	Exaiptasia_diaphana_XP_020899395.1 XP_020899395.1 uncharacterized protein LOC110238092 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899397.1 XP_020899397.1 uncharacterized protein LOC110238092 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15469 adi_v1.15469, Acropora_digitifera_adi_v1.15468 adi_v1.15468
