Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000080	Porites_asteroides_isotig08505 isotig08505 extracted_CDS GOMatch=C3Y3X2 GOTerms=GO_0005578_GO_0008191 Gene=Metalloproteinase_inhibitor_3_ Match_Acc=B0W8H4 gene=isogroup06773 length=750 numContigs=1	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516230.1 XP_028516230.1 metalloproteinase inhibitor 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905542.1 XP_020905542.1 LOW QUALITY PROTEIN_ metalloproteinase inhibitor 2-like [Exaiptasia diaphana]
OG0000080	Porites_asteroides_isotig02114 isotig02114 extracted_CDS GOMatch=A7SSJ2 GOTerms=GO_0005578_GO_0008191 Gene=Timp-3__putative_ Match_Acc=Q16IW9 gene=isogroup00890 length=955 numContigs=2, Porites_asteroides_isotig00736 isotig00736 extracted_CDS GOMatch=C3Y3X2 GOTerms=GO_0005578_GO_0008191 Gene=Brain_cDNA__clone_MNCb-5810__similar_to_Mus_musculus_tissue_inhibitor_of_metalloproteinase_3__Ti mp3___mRNA_ Match_Acc=Q54AE5 gene=isogroup00207 length=797 numContigs=2, Porites_asteroides_isotig16559 isotig16559 extracted_CDS GOMatch=Q9W6B4 GOTerms=GO_0004857_GO_0005576_GO_0005578_GO_0008191_GO_0043086_GO_0046872 Gene=Metalloproteinase_inhibitor_3_ Match_Acc=P26652 gene=isogroup14827 length=447 numContigs=1	Exaiptasia_diaphana_XP_020905536.1 XP_020905536.1 tissue inhibitor of metalloproteinase isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905535.1 XP_020905535.1 tissue inhibitor of metalloproteinase isoform X1 [Exaiptasia diaphana]
OG0000082	Porites_asteroides_isotig20641 isotig20641 extracted_CDS GOMatch=C3ZIM1 GOTerms=GO_0004930_GO_0005886_GO_0007155_GO_0007186_GO_0007218_GO_0016020_GO_0016021 gene=isogroup18909 length=390 numContigs=1	Exaiptasia_diaphana_XP_028516916.1 XP_028516916.1 uncharacterized protein LOC110245945 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902830.1 XP_020902830.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000083	Porites_asteroides_isotig07169 isotig07169 extracted_CDS GOMatch=A7RL66 GOTerms=GO_0003824_GO_0004415_GO_0005975_GO_0006952_GO_0008152 Gene=Hyal2-prov_protein_ Match_Acc=Q801T1 gene=isogroup05437 length=839 numContigs=1	Exaiptasia_diaphana_XP_020913987.1 XP_020913987.1 hyaluronidase [Exaiptasia diaphana]
OG0000086	Porites_asteroides_isotig21735 isotig21735 extracted_CDS GOMatch=A8DWJ0 GOTerms=GO_0005102_GO_0005201_GO_0005581_GO_0007165 Gene=Putative_lipoprotein_ Match_Acc=A6FY14 gene=isogroup20003 length=374 numContigs=1	Exaiptasia_diaphana_XP_028515943.1 XP_028515943.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana]
OG0000089	Porites_asteroides_isotig22032 isotig22032 extracted_CDS GOMatch=B5DEB6 GOTerms=GO_0001947_GO_0003143_GO_0007368_GO_0009948_GO_0009953_GO_0010159_GO_0030514_GO_0035143_GO_0035162_GO_0043049_GO_0048264_GO_0060030_GO_0061371_GO_0070121_GO_2000223 Gene=Chordin_ Match_Acc=Q27W09 gene=isogroup20300 length=372 numContigs=1, Porites_asteroides_isotig22897 isotig22897 extracted_CDS GOMatch=Q91713 GOTerms=GO_0005515_GO_0005576_GO_0007275_GO_0008201_GO_0009798_GO_0035121_GO_0043009_GO_0045545_GO_0048793 Gene=Chordin_ Match_Acc=Q27W09 gene=isogroup21165 length=361 numContigs=1	Exaiptasia_diaphana_XP_028513442.1 XP_028513442.1 chordin [Exaiptasia diaphana]
OG0000092	Porites_asteroides_isotig21662 isotig21662 extracted_CDS GOMatch=P98069 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0007275_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Bone_morphogenetic_protein_1_homolog_ Match_Acc=P98069 gene=isogroup19930 length=375 numContigs=1	Exaiptasia_diaphana_XP_020911182.1 XP_020911182.1 bone morphogenetic protein 1 [Exaiptasia diaphana]
OG0000092	Porites_asteroides_isotig13956 isotig13956 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Cubulin_ Match_Acc=Q16RG3 gene=isogroup12224 length=510 numContigs=1	Exaiptasia_diaphana_XP_028514402.1 XP_028514402.1 cubilin [Exaiptasia diaphana]
OG0000093	Porites_asteroides_isotig10101 isotig10101 extracted_CDS GOMatch=B3DLR3 GOTerms=GO_0004866_GO_0004869_GO_0005622_GO_0010466_GO_0010951_GO_0030414 Gene=CSTB_protein_ Match_Acc=Q76LA1 gene=isogroup08369 length=670 numContigs=1, Porites_asteroides_isotig17040 isotig17040 extracted_CDS GOMatch=P60576 GOTerms=GO_0002020_GO_0004866_GO_0004869_GO_0005622_GO_0005634_GO_0005730_GO_0005737_GO_0008344_GO_0010466_GO_0010951_GO_0030414 Gene=CSTB_protein_ Match_Acc=Q76LA1 gene=isogroup15308 length=436 numContigs=1, Porites_asteroides_isotig28162 isotig28162 extracted_CDS GOMatch=B3DLR3 GOTerms=GO_0004866_GO_0004869_GO_0005622_GO_0010466_GO_0010951_GO_0030414 Gene=Cystatin-B_ Match_Acc=B5X6W2 gene=isogroup26430 length=274 numContigs=1	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]
OG0000094	Porites_asteroides_isotig05748 isotig05748 extracted_CDS Gene=Leucine-rich_repeats_and_calponin_homology__CH__domain_containing_1_ Match_Acc=B1ALE7 gene=isogroup04016 length=1013 numContigs=1	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]
OG0000095	Porites_asteroides_GCKDGN102DI66L GCKDGN102DI66L extracted_CDS xy=1331_2955 Gene=Equistatin_ Match_Acc=Q9U6K8 run=R_2010_02_19_08_49_25_ region=2 length=298	Exaiptasia_diaphana_XP_028514442.1 XP_028514442.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898695.1 XP_020898695.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana]
OG0000099	Porites_asteroides_isotig13475 isotig13475 extracted_CDS GOMatch=B9X084 GOTerms=GO_0003824_GO_0004252_GO_0006508_GO_0008233_GO_0008236_GO_0016787 Gene=Complement_factor_B_ Match_Acc=B9X084 gene=isogroup11743 length=524 numContigs=1	Exaiptasia_diaphana_XP_028518232.1 XP_028518232.1 collagen alpha-5_VI_ chain-like [Exaiptasia diaphana]
OG0000101	Porites_asteroides_isotig12778 isotig12778 extracted_CDS GOMatch=C3YQU6 GOTerms=GO_0004721_GO_0004725_GO_0006470_GO_0016311_GO_0016787_GO_0016791_GO_0035335 Gene=Dscam_ Match_Acc=Q9NBA1 gene=isogroup11046 length=547 numContigs=1	Exaiptasia_diaphana_XP_028516956.1 XP_028516956.1 nephrin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908119.2 XP_020908119.2 nephrin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908120.2 XP_020908120.2 nephrin isoform X3 [Exaiptasia diaphana]
OG0000103	Porites_asteroides_isotig04048 isotig04048 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_49_ Match_Acc=Q91YK0 gene=isogroup02316 length=1405 numContigs=1	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]
OG0000108	Porites_asteroides_isotig13549 isotig13549 extracted_CDS gene=isogroup11817 length=521 numContigs=1	Exaiptasia_diaphana_XP_020911275.1 XP_020911275.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000108	Porites_asteroides_isotig14505 isotig14505 extracted_CDS gene=isogroup12773 length=493 numContigs=1	Exaiptasia_diaphana_XP_020896795.1 XP_020896795.1 uncharacterized protein LOC110235661 [Exaiptasia diaphana]
OG0000112	Porites_asteroides_isotig11902 isotig11902 extracted_CDS GOMatch=A7S0R9 GOTerms=GO_0003824_GO_0005975_GO_0016020_GO_0016798_GO_0043169 Gene=Heparanase_ Match_Acc=Q90YK5 gene=isogroup10170 length=582 numContigs=1	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]
OG0000113	Porites_asteroides_isotig20059 isotig20059 extracted_CDS GOMatch=D2HHG0 GOTerms=GO_0005783_GO_0045600 Gene=Fibronectin_type_III_domain_containing_protein_3C1_ Match_Acc=Q6DFV6 gene=isogroup18327 length=395 numContigs=1	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]
OG0000114	Porites_asteroides_isotig03579 isotig03579 extracted_CDS GOMatch=P51611 GOTerms=GO_0003682_GO_0003713_GO_0005634_GO_0005737_GO_0007049_GO_0045931_GO_0048188_GO_0050821_GO_0071339 Gene=Host_cell_factor_1_ Match_Acc=P51611 gene=isogroup01847 length=1700 numContigs=1	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]
OG0000116	Porites_asteroides_isotig09724 isotig09724 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Titin_ Match_Acc=B0W5W8 gene=isogroup07992 length=692 numContigs=1	Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]
OG0000118	Porites_asteroides_isotig15863 isotig15863 extracted_CDS GOMatch=A7SS32 GOTerms=GO_0003676_GO_0003677_GO_0015074 Gene=Titin__isoform_CRA_a_ Match_Acc=D3DPG0 gene=isogroup14131 length=458 numContigs=1	Exaiptasia_diaphana_XP_020911519.1 XP_020911519.1 immunoglobulin superfamily DCC subclass member 3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912639.1 XP_020912639.1 neogenin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518374.1 XP_028518374.1 neogenin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907046.1 XP_020907046.1 neural cell adhesion molecule 1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907047.1 XP_020907047.1 neural cell adhesion molecule 1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516686.1 XP_028516686.1 uncharacterized protein LOC110245136 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516685.1 XP_028516685.1 twitchin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518373.1 XP_028518373.1 uncharacterized protein LOC114576269 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516687.1 XP_028516687.1 receptor-type tyrosine-protein phosphatase F [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907671.1 XP_020907671.1 neural cell adhesion molecule 1-B isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907667.1 XP_020907667.1 neural cell adhesion molecule 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907668.1 XP_020907668.1 neural cell adhesion molecule 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907669.1 XP_020907669.1 hemicentin-1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907670.1 XP_020907670.1 neural cell adhesion molecule 1-B isoform X4 [Exaiptasia diaphana]
OG0000118	Porites_asteroides_isotig06729 isotig06729 extracted_CDS GOMatch=A7SS32 GOTerms=GO_0003676_GO_0003677_GO_0015074 Gene=NCAM-related_adhesion_molecule_ Match_Acc=Q9BKQ1 gene=isogroup04997 length=874 numContigs=1	Exaiptasia_diaphana_XP_020898269.1 XP_020898269.1 myosin-binding protein C_ slow-type [Exaiptasia diaphana]
OG0000119	Porites_asteroides_isotig23653 isotig23653 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_40_ Match_Acc=Q5ZLN0 gene=isogroup21921 length=352 numContigs=1	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]
OG0000122	Porites_asteroides_isotig13546 isotig13546 extracted_CDS GOMatch=A7RL30 GOTerms=GO_0016020 Gene=Matrix_metalloproteinase_9_ Match_Acc=Q5D713 gene=isogroup11814 length=522 numContigs=1	Exaiptasia_diaphana_XP_020904505.1 XP_020904505.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904503.1 XP_020904503.1 72 kDa type IV collagenase [Exaiptasia diaphana]
OG0000123	Porites_asteroides_GCKDGN101BSCU9 GCKDGN101BSCU9 extracted_CDS GOMatch=D0LN03 GOTerms=GO_0005102_GO_0005509_GO_0007165 Gene=EGF_calcium-binding_domain_protein_ Match_Acc=D0LN03 length=473 region=1 run=R_2010_02_19_08_49_25_ xy=0615_3731, Porites_asteroides_isotig01809 isotig01809 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=708 numContigs=2, Porites_asteroides_isotig01808 isotig01808 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=929 numContigs=2	Exaiptasia_diaphana_XP_020910222.1 XP_020910222.1 fibulin-1 [Exaiptasia diaphana]
OG0000126	Porites_asteroides_isotig03148 isotig03148 extracted_CDS GOMatch=Q8IU34 GOTerms=GO_0005319_GO_0006869 Gene=Vitellogenin_ Match_Acc=Q8IU34 gene=isogroup01416 length=4871 numContigs=1	Exaiptasia_diaphana_XP_028518372.1 XP_028518372.1 uncharacterized protein LOC114576268_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514775.1 XP_028514775.1 uncharacterized protein LOC110238759 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514435.1 XP_028514435.1 uncharacterized protein LOC110237419 [Exaiptasia diaphana]
OG0000129	Porites_asteroides_isotig01041 isotig01041 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2377 numContigs=2, Porites_asteroides_isotig01040 isotig01040 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2420 numContigs=2	Exaiptasia_diaphana_XP_020903051.1 XP_020903051.1 uncharacterized protein LOC110241526 [Exaiptasia diaphana]
OG0000130	Porites_asteroides_isotig01136 isotig01136 extracted_CDS GOMatch=C3UZZ0 GOTerms=GO_0005488_GO_0005529 Gene=C-type_lectin_13_ Match_Acc=C3UZZ0 gene=isogroup00401 length=2786 numContigs=2	Exaiptasia_diaphana_XP_020905295.1 XP_020905295.1 lithostathine-1-beta-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516138.1 XP_028516138.1 lithostathine-1-beta-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514213.1 XP_028514213.1 uncharacterized protein LOC110236839 [Exaiptasia diaphana]
OG0000130	Porites_asteroides_isotig09963 isotig09963 extracted_CDS GOMatch=A7T0M0 GOTerms=GO_0005488 Gene=ASGPR_major_subunit__Fragment__ Match_Acc=Q6DUK3 gene=isogroup08231 length=671 numContigs=1, Porites_asteroides_isotig18245 isotig18245 extracted_CDS GOMatch=A7T0M0 GOTerms=GO_0005488 Gene=CD209_antigen-like_protein_D_ Match_Acc=B5XBS8 gene=isogroup16513 length=418 numContigs=1	Exaiptasia_diaphana_XP_028514354.1 XP_028514354.1 secretory phospholipase A2 receptor [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514196.1 XP_028514196.1 uncharacterized protein LOC114574811 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898036.1 XP_020898036.1 uncharacterized protein LOC110236822 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898042.1 XP_020898042.1 uncharacterized protein LOC110236822 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894013.1 XP_020894013.1 lithostathine-1-beta isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894016.1 XP_020894016.1 lithostathine-1-alpha isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894009.1 XP_020894009.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110233093 [Exaiptasia diaphana]
OG0000131	Porites_asteroides_isotig07287 isotig07287 extracted_CDS GOMatch=A7SAX4 GOTerms=GO_0000166_GO_0004672_GO_0004872_GO_0005003_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Ephrin_receptor_ Match_Acc=Q6P4R6 gene=isogroup05555 length=829 numContigs=1	Exaiptasia_diaphana_XP_020913963.1 XP_020913963.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913962.1 XP_020913962.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana]
OG0000137	Porites_asteroides_isotig08260 isotig08260 extracted_CDS GOMatch=C3Y9U6 GOTerms=GO_0005509 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=P0C6B8 gene=isogroup06528 length=757 numContigs=1	Exaiptasia_diaphana_XP_020906821.1 XP_020906821.1 C-reactive protein 1.4-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898626.1 XP_020898626.1 uncharacterized protein LOC110237383 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513053.1 XP_028513053.1 uncharacterized protein LOC110232878 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519102.1 XP_028519102.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912586.2 XP_020912586.2 uncharacterized protein LOC110250326_ partial [Exaiptasia diaphana]
OG0000146	Porites_asteroides_isotig16830 isotig16830 extracted_CDS gene=isogroup15098 length=441 numContigs=1	Exaiptasia_diaphana_XP_028512736.1 XP_028512736.1 uncharacterized protein LOC110231904 [Exaiptasia diaphana]
OG0000152	Porites_asteroides_isotig12193 isotig12193 extracted_CDS GOMatch=Q8AVI4 GOTerms=GO_0000164_GO_0005634_GO_0005737_GO_0019903_GO_0046579 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup10461 length=569 numContigs=1, Porites_asteroides_isotig06496 isotig06496 extracted_CDS GOMatch=B7PKB9 GOTerms=GO_0004721_GO_0016787 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup04764 length=912 numContigs=1	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]
OG0000158	Porites_asteroides_isotig03456 isotig03456 extracted_CDS GOMatch=A7RLY4 GOTerms=GO_0005044_GO_0006955_GO_0030247 Gene=Spondin_ Match_Acc=Q95YF9 gene=isogroup01724 length=1849 numContigs=1	Exaiptasia_diaphana_XP_020914797.1 XP_020914797.1 somatomedin-B and thrombospondin type-1 domain-containing protein [Exaiptasia diaphana]
OG0000159	Porites_asteroides_isotig06217 isotig06217 extracted_CDS GOMatch=A7RH71 GOTerms=GO_0005622_GO_0006464_GO_0016881 Gene=Testis_cDNA_clone__QtsA-20030__similar_to_human_fibronectin_type_3_and_ankyrin_repeat_domains_1_FA NK1___ Match_Acc=Q4R329 gene=isogroup04485 length=946 numContigs=1	Exaiptasia_diaphana_XP_020903022.1 XP_020903022.1 fibronectin type 3 and ankyrin repeat domains protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903026.1 XP_020903026.1 fibronectin type 3 and ankyrin repeat domains protein 1_ partial [Exaiptasia diaphana]
OG0000165	Porites_asteroides_isotig04010 isotig04010 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_58_ Match_Acc=Q32NT4 gene=isogroup02278 length=1414 numContigs=1	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]
OG0000184	Porites_asteroides_isotig12168 isotig12168 extracted_CDS gene=isogroup10436 length=569 numContigs=1, Porites_asteroides_isotig16751 isotig16751 extracted_CDS GOMatch=B7ZR47 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Xolloid_ Match_Acc=B7ZR47 gene=isogroup15019 length=445 numContigs=1	Exaiptasia_diaphana_XP_020917056.1 XP_020917056.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910174.2 XP_020910174.2 bone morphogenetic protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917138.1 XP_020917138.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515737.1 XP_028515737.1 dorsal-ventral patterning tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515721.1 XP_028515721.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916125.1 XP_020916125.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916115.1 XP_020916115.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518055.1 XP_028518055.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905243.1 XP_020905243.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905244.1 XP_020905244.1 tolloid-like protein 2 [Exaiptasia diaphana]
OG0000187	Porites_asteroides_isotig17751 isotig17751 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat-containing_protein_69_ Match_Acc=Q3KQF4 gene=isogroup16019 length=428 numContigs=1	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]
OG0000193	Porites_asteroides_GCKDGN102D6QYD GCKDGN102D6QYD extracted_CDS GOMatch=B7P4D9 GOTerms=GO_0004535_GO_0016787 Gene=Glucose-repressible_alcohol_dehydrogenase__putative__Fragment__ Match_Acc=B7P4D9 length=220 region=2 run=R_2010_02_19_08_49_25_ xy=1599_3939	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]
OG0000195	Porites_asteroides_isotig07810 isotig07810 extracted_CDS GOMatch=B7P3B9 GOTerms=GO_0004721_GO_0016787 Gene=Rsu1_protein__Fragment__ Match_Acc=Q5U3F0 gene=isogroup06078 length=789 numContigs=1	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]
OG0000199	Porites_asteroides_isotig04160 isotig04160 extracted_CDS GOMatch=A7SYY2 GOTerms=GO_0006281_GO_0008270 Gene=26S_proteasome_non-ATPase_regulatory_subunit_4_ Match_Acc=Q58DA0 gene=isogroup02428 length=1358 numContigs=1	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]
OG0000201	Porites_asteroides_isotig01166 isotig01166 extracted_CDS Gene=Leucine-rich_repeats_and_immunoglobulin-like_domains_protein_1_ Match_Acc=P70193 gene=isogroup00416 length=1962 numContigs=2	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]
OG0000203	Porites_asteroides_isotig15076 isotig15076 extracted_CDS GOMatch=A7SZN2 GOTerms=GO_0005509 Gene=cDNA_FLJ76207__highly_similar_to_Homo_sapiens_delta-notch-like_EGF_repeat-containing_transmembrane__DNER___mRNA_ Match_Acc=A8K0I8 gene=isogroup13344 length=480 numContigs=1	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]
OG0000206	Porites_asteroides_isotig03683 isotig03683 extracted_CDS GOMatch=D4QD85 GOTerms=GO_0005102_GO_0007165 Gene=Lectin_ Match_Acc=D4QD85 gene=isogroup01951 length=1605 numContigs=1	Exaiptasia_diaphana_XP_028515205.1 XP_028515205.1 uncharacterized protein LOC114575143 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901626.1 XP_020901626.1 uncharacterized protein LOC110240178 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895690.1 XP_020895690.1 uncharacterized protein LOC110234645 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910157.2 XP_020910157.2 uncharacterized protein LOC110248013_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892615.2 XP_020892615.2 uncharacterized protein LOC110231887 [Exaiptasia diaphana]
OG0000209	Porites_asteroides_GCKDGN103GEHWU GCKDGN103GEHWU extracted_CDS GOMatch=Q5U4W6 GOTerms=GO_0005634 Gene=Integrator_complex_subunit_6-B_ Match_Acc=Q5U4W6 length=279 region=3 run=R_2010_02_19_08_49_25_ xy=2508_1436	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]
OG0000210	Porites_asteroides_isotig05322 isotig05322 extracted_CDS GOMatch=D2H1D9 GOTerms=GO_0005634_GO_0005737_GO_0010165 Gene=X-ray_radiation_resistance-associated_protein_1_ Match_Acc=Q3U3V8 gene=isogroup03590 length=1082 numContigs=1	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]
