Orthogroup	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Mus_musculus
OG0000343	XP_059744482.1 cytokine receptor-like factor 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9JM58_CRLF1_MOUSE sp_Q9JM58_CRLF1_MOUSE Cytokine receptor-like factor 1 OS=Mus musculus OX=10090 GN=Crlf1 PE=1 SV=1
OG0000344	sp|Q58D84.1|FSTL1_BOVIN RecName_ Full=Follistatin-related protein 1; AltName_ Full=Follistatin-like protein 1; Flags_ Precursor	Mus_musculus_sp_Q62356_FSTL1_MOUSE sp_Q62356_FSTL1_MOUSE Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2
OG0000350	NP_001193739.1 thrombospondin-type laminin G domain and EAR repeat-containing protein precursor [Bos taurus]	Mus_musculus_sp_J3S6Y1_TSEAR_MOUSE sp_J3S6Y1_TSEAR_MOUSE Thrombospondin-type laminin G domain and EAR repeat-containing protein OS=Mus musculus OX=10090 GN=Tspear PE=1 SV=1
OG0000351	NP_786968.2 kininogen-1 isoform I precursor [Bos taurus], sp|P01044.1|KNG1_BOVIN RecName_ Full=Kininogen-1; AltName_ Full=Kininogen I; AltName_ Full=Thiol proteinase inhibitor; Contains_ RecName_ Full=Kininogen-1 heavy chain; Contains_ RecName_ Full=Bradykinin; AltName_ Full=Kallidin I; Contains_ RecName_ Full=Lysyl-bradykinin; AltName_ Full=Kallidin II; Contains_ RecName_ Full=Kininogen-1 light chain; Flags_ Precursor	Mus_musculus_sp_O08677_KNG1_MOUSE sp_O08677_KNG1_MOUSE Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1, Mus_musculus_sp_O08677_KNG1_MOUSE sp_O08677_KNG1_MOUSE Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1, Mus_musculus_sp_O08677_KNG1_MOUSE sp_O08677_KNG1_MOUSE Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1
OG0000353	XP_002689082.4 collagen alpha-1_XXIII_ chain [Bos taurus]	Mus_musculus_sp_Q8K4G2_CONA1_MOUSE sp_Q8K4G2_CONA1_MOUSE Collagen alpha-1_XXIII_ chain OS=Mus musculus OX=10090 GN=Col23a1 PE=2 SV=2
OG0000370	NP_001076878.1 complement C1q tumor necrosis factor-related protein 1 precursor [Bos taurus]	Mus_musculus_sp_Q9QXP7_C1QT1_MOUSE sp_Q9QXP7_C1QT1_MOUSE Complement C1q tumor necrosis factor-related protein 1 OS=Mus musculus OX=10090 GN=C1qtnf1 PE=2 SV=1
OG0000392	XP_024848565.1 chondroadherin-like protein [Bos taurus]	Mus_musculus_sp_E9Q7T7_CHADL_MOUSE sp_E9Q7T7_CHADL_MOUSE Chondroadherin-like protein OS=Mus musculus OX=10090 GN=Chadl PE=1 SV=1
OG0000394	NP_001029474.1 SPARC-like protein 1 precursor [Bos taurus], NP_001029474.1 SPARC-like protein 1 precursor [Bos taurus]	Mus_musculus_sp_P70663_SPRL1_MOUSE sp_P70663_SPRL1_MOUSE SPARC-like protein 1 OS=Mus musculus OX=10090 GN=Sparcl1 PE=1 SV=3
OG0000396	sp|O77482.1|IL1RA_BOVIN RecName_ Full=Interleukin-1 receptor antagonist protein; Short=IL-1RN; Short=IL-1ra; Short=IRAP; AltName_ Full=IL1 inhibitor; Flags_ Precursor	Mus_musculus_sp_P25085_IL1RA_MOUSE sp_P25085_IL1RA_MOUSE Interleukin-1 receptor antagonist protein OS=Mus musculus OX=10090 GN=Il1rn PE=2 SV=1, Mus_musculus_sp_P25085_IL1RA_MOUSE sp_P25085_IL1RA_MOUSE Interleukin-1 receptor antagonist protein OS=Mus musculus OX=10090 GN=Il1rn PE=2 SV=1
OG0000396	NP_001180014.1 interleukin-1 family member 10 [Bos taurus]	Mus_musculus_sp_Q8R459_IL1FA_MOUSE sp_Q8R459_IL1FA_MOUSE Interleukin-1 family member 10 OS=Mus musculus OX=10090 GN=Il1f10 PE=2 SV=1
OG0000397	XP_024848972.1 C-X-C motif chemokine 11 isoform X1 [Bos taurus]	Mus_musculus_sp_P17515_CXL10_MOUSE sp_P17515_CXL10_MOUSE C-X-C motif chemokine 10 OS=Mus musculus OX=10090 GN=Cxcl10 PE=1 SV=1
OG0000411	XP_059743957.1 interleukin-17B isoform X1 [Bos taurus]	Mus_musculus_sp_Q9QXT6_IL17B_MOUSE sp_Q9QXT6_IL17B_MOUSE Interleukin-17B OS=Mus musculus OX=10090 GN=Il17b PE=2 SV=1
OG0000413	DAA17578.1 TPA_ chondroitin sulfate proteoglycan 4-like [Bos taurus]	Mus_musculus_sp_Q8VHY0_CSPG4_MOUSE sp_Q8VHY0_CSPG4_MOUSE Chondroitin sulfate proteoglycan 4 OS=Mus musculus OX=10090 GN=Cspg4 PE=1 SV=3
OG0000431	XP_059730408.1 extracellular sulfatase Sulf-1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8K007_SULF1_MOUSE sp_Q8K007_SULF1_MOUSE Extracellular sulfatase Sulf-1 OS=Mus musculus OX=10090 GN=Sulf1 PE=2 SV=1
OG0000431	XP_015329654.1 extracellular sulfatase Sulf-2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8CFG0_SULF2_MOUSE sp_Q8CFG0_SULF2_MOUSE Extracellular sulfatase Sulf-2 OS=Mus musculus OX=10090 GN=Sulf2 PE=2 SV=2
OG0000433	XP_024833386.1 platelet-derived growth factor C isoform X1 [Bos taurus]	Mus_musculus_sp_Q8CI19_PDGFC_MOUSE sp_Q8CI19_PDGFC_MOUSE Platelet-derived growth factor C OS=Mus musculus OX=10090 GN=Pdgfc PE=1 SV=2
OG0000433	XP_005215787.1 platelet-derived growth factor D isoform X1 [Bos taurus]	Mus_musculus_sp_Q925I7_PDGFD_MOUSE sp_Q925I7_PDGFD_MOUSE Platelet-derived growth factor D OS=Mus musculus OX=10090 GN=Pdgfd PE=2 SV=1, Mus_musculus_sp_Q925I7_PDGFD_MOUSE sp_Q925I7_PDGFD_MOUSE Platelet-derived growth factor D OS=Mus musculus OX=10090 GN=Pdgfd PE=2 SV=1
OG0000447	XP_024831766.1 proteoglycan 4 isoform X3 [Bos taurus]	Mus_musculus_sp_Q9JM99_PRG4_MOUSE sp_Q9JM99_PRG4_MOUSE Proteoglycan 4 OS=Mus musculus OX=10090 GN=Prg4 PE=1 SV=2, Mus_musculus_sp_Q9JM99_PRG4_MOUSE sp_Q9JM99_PRG4_MOUSE Proteoglycan 4 OS=Mus musculus OX=10090 GN=Prg4 PE=1 SV=2
OG0000450	XP_059741379.1 reelin isoform X1 [Bos taurus]	Mus_musculus_sp_Q60841_RELN_MOUSE sp_Q60841_RELN_MOUSE Reelin OS=Mus musculus OX=10090 GN=Reln PE=1 SV=3
OG0000463	XP_005206695.1 wnt inhibitory factor 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9WUA1_WIF1_MOUSE sp_Q9WUA1_WIF1_MOUSE Wnt inhibitory factor 1 OS=Mus musculus OX=10090 GN=Wif1 PE=2 SV=1
OG0000464	XP_005221661.1 complement C1q tumor necrosis factor-related protein 3 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9ES30_C1QT3_MOUSE sp_Q9ES30_C1QT3_MOUSE Complement C1q tumor necrosis factor-related protein 3 OS=Mus musculus OX=10090 GN=C1qtnf3 PE=2 SV=1
OG0000472	XP_024847308.1 C-type lectin domain family 12 member A isoform X1 [Bos taurus]	Mus_musculus_sp_Q504P2_CL12A_MOUSE sp_Q504P2_CL12A_MOUSE C-type lectin domain family 12 member A OS=Mus musculus OX=10090 GN=Clec12a PE=2 SV=1
OG0000472	sp|Q0VCS6.1|CLC1A_BOVIN RecName_ Full=C-type lectin domain family 1 member A; AltName_ Full=C-type lectin-like receptor 1; Short=CLEC-1	Mus_musculus_sp_Q8BWY2_CLC1A_MOUSE sp_Q8BWY2_CLC1A_MOUSE C-type lectin domain family 1 member A OS=Mus musculus OX=10090 GN=Clec1a PE=1 SV=1
OG0000472	XP_059742720.1 C-type lectin domain family 12 member B isoform X1 [Bos taurus]	Mus_musculus_sp_Q9JL99_CLC1B_MOUSE sp_Q9JL99_CLC1B_MOUSE C-type lectin domain family 1 member B OS=Mus musculus OX=10090 GN=Clec1b PE=1 SV=1
OG0000473	XP_059742987.1 protein phosphatase 1 regulatory subunit 29 [Bos taurus]	Mus_musculus_sp_Q68FM6_PPR29_MOUSE sp_Q68FM6_PPR29_MOUSE Protein phosphatase 1 regulatory subunit 29 OS=Mus musculus OX=10090 GN=Elfn2 PE=1 SV=1
OG0000473	NP_001193478.1 protein ELFN1 precursor [Bos taurus]	Mus_musculus_sp_Q8C8T7_ELFN1_MOUSE sp_Q8C8T7_ELFN1_MOUSE Protein ELFN1 OS=Mus musculus OX=10090 GN=Elfn1 PE=2 SV=1
OG0000516	DAA15921.1 TPA_ KIAA1983 protein-like [Bos taurus]	Mus_musculus_sp_Q3MI99_CCBE1_MOUSE sp_Q3MI99_CCBE1_MOUSE Collagen and calcium-binding EGF domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ccbe1 PE=2 SV=2
OG0000519	XP_010814280.1 tumor necrosis factor ligand superfamily member 12 isoform X1 [Bos taurus]	Mus_musculus_sp_O54907_TNF12_MOUSE sp_O54907_TNF12_MOUSE Tumor necrosis factor ligand superfamily member 12 OS=Mus musculus OX=10090 GN=Tnfsf12 PE=2 SV=2
OG0000526	XP_059733126.1 von Willebrand factor C domain-containing protein 2-like isoform X1 [Bos taurus]	Mus_musculus_sp_Q505H4_VWC2L_MOUSE sp_Q505H4_VWC2L_MOUSE von Willebrand factor C domain-containing protein 2-like OS=Mus musculus OX=10090 GN=Vwc2l PE=1 SV=1
OG0000529	AZN28853.1 S100 calcium binding protein A9 [Bos taurus], sp|P28783.3|S10A9_BOVIN RecName_ Full=Protein S100-A9; AltName_ Full=BEE22; AltName_ Full=Calgranulin-B; AltName_ Full=Neutrophil cytosolic 23 kDa protein; Short=p23; AltName_ Full=S100 calcium-binding protein A9, NP_001039793.1 protein S100-A9 [Bos taurus], NP_001039793.1 protein S100-A9 [Bos taurus]	Mus_musculus_sp_P31725_S10A9_MOUSE sp_P31725_S10A9_MOUSE Protein S100-A9 OS=Mus musculus OX=10090 GN=S100a9 PE=1 SV=3
OG0000585	NP_001192787.1 protein NDNF precursor [Bos taurus]	Mus_musculus_sp_Q8C119_NDNF_MOUSE sp_Q8C119_NDNF_MOUSE Protein NDNF OS=Mus musculus OX=10090 GN=Ndnf PE=1 SV=2
OG0000590	NP_001179363.1 EMILIN-1 precursor [Bos taurus]	Mus_musculus_sp_Q99K41_EMIL1_MOUSE sp_Q99K41_EMIL1_MOUSE EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1
OG0000591	sp|Q09141.1|CCL8_BOVIN RecName_ Full=C-C motif chemokine 8; AltName_ Full=Monocyte chemoattractant protein 2; AltName_ Full=Monocyte chemotactic protein 2; Short=MCP-2; AltName_ Full=Small-inducible cytokine A8; Flags_ Precursor, sp|Q9TTS6.1|CCL11_BOVIN RecName_ Full=Eotaxin; AltName_ Full=C-C motif chemokine 11; AltName_ Full=Small-inducible cytokine A11; Flags_ Precursor	Mus_musculus_sp_O35188_X3CL1_MOUSE sp_O35188_X3CL1_MOUSE Fractalkine OS=Mus musculus OX=10090 GN=Cx3cl1 PE=1 SV=3, Mus_musculus_sp_Q9Z121_CCL8_MOUSE sp_Q9Z121_CCL8_MOUSE C-C motif chemokine 8 OS=Mus musculus OX=10090 GN=Ccl8 PE=3 SV=1
OG0000623	NP_001137337.1 collagen alpha-1_VI_ chain precursor [Bos taurus]	Mus_musculus_sp_Q04857_CO6A1_MOUSE sp_Q04857_CO6A1_MOUSE Collagen alpha-1_VI_ chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1
OG0000666	XP_002686239.2 fibronectin type III domain-containing protein 7 isoform X2 [Bos taurus]	Mus_musculus_sp_A2AED3_FNDC7_MOUSE sp_A2AED3_FNDC7_MOUSE Fibronectin type III domain-containing protein 7 OS=Mus musculus OX=10090 GN=Fndc7 PE=2 SV=1, Mus_musculus_sp_A2AED3_FNDC7_MOUSE sp_A2AED3_FNDC7_MOUSE Fibronectin type III domain-containing protein 7 OS=Mus musculus OX=10090 GN=Fndc7 PE=2 SV=1
OG0000672	XP_059738415.1 acetylcholinesterase collagenic tail peptide isoform X1 [Bos taurus]	Mus_musculus_sp_O35348_COLQ_MOUSE sp_O35348_COLQ_MOUSE Acetylcholinesterase collagenic tail peptide OS=Mus musculus OX=10090 GN=Colq PE=2 SV=2
OG0000682	sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor, sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor, sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor	Mus_musculus_sp_P54320_ELN_MOUSE sp_P54320_ELN_MOUSE Elastin OS=Mus musculus OX=10090 GN=Eln PE=1 SV=2
OG0000683	XP_005224216.2 EMILIN-2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8K482_EMIL2_MOUSE sp_Q8K482_EMIL2_MOUSE EMILIN-2 OS=Mus musculus OX=10090 GN=Emilin2 PE=1 SV=1
OG0000684	XP_005206262.1 insulin-like growth factor-binding protein 6 isoform X1 [Bos taurus]	Mus_musculus_sp_P47880_IBP6_MOUSE sp_P47880_IBP6_MOUSE Insulin-like growth factor-binding protein 6 OS=Mus musculus OX=10090 GN=Igfbp6 PE=2 SV=2
OG0000685	NP_001029784.1 hemopexin precursor [Bos taurus], sp|Q3SZV7.1|HEMO_BOVIN RecName_ Full=Hemopexin; Flags_ Precursor	Mus_musculus_sp_Q91X72_HEMO_MOUSE sp_Q91X72_HEMO_MOUSE Hemopexin OS=Mus musculus OX=10090 GN=Hpx PE=1 SV=2
OG0000686	NP_001091941.1 proteoglycan 3 precursor [Bos taurus]	Mus_musculus_sp_Q61878_PRG2_MOUSE sp_Q61878_PRG2_MOUSE Bone marrow proteoglycan OS=Mus musculus OX=10090 GN=Prg2 PE=1 SV=1, Mus_musculus_sp_Q9JL95_PRG3_MOUSE sp_Q9JL95_PRG3_MOUSE Proteoglycan 3 OS=Mus musculus OX=10090 GN=Prg3 PE=2 SV=1
OG0000687	NP_776565.1 pigment epithelium-derived factor precursor [Bos taurus], sp|Q95121.1|PEDF_BOVIN RecName_ Full=Pigment epithelium-derived factor; Short=PEDF; AltName_ Full=Serpin F1; Flags_ Precursor	Mus_musculus_sp_P97298_PEDF_MOUSE sp_P97298_PEDF_MOUSE Pigment epithelium-derived factor OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=2
OG0000688	sp|Q2KJH6.1|SERPH_BOVIN RecName_ Full=Serpin H1; AltName_ Full=Collagen-binding protein; Short=Colligin; Flags_ Precursor	Mus_musculus_sp_P19324_SERPH_MOUSE sp_P19324_SERPH_MOUSE Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3
OG0000689	XP_005226672.1 stromal cell-derived factor 1 isoform X1 [Bos taurus]	Mus_musculus_sp_P40224_SDF1_MOUSE sp_P40224_SDF1_MOUSE Stromal cell-derived factor 1 OS=Mus musculus OX=10090 GN=Cxcl12 PE=2 SV=2
OG0000690	XP_015330525.1 interleukin-19 [Bos taurus], DAA21538.1 TPA_ interleukin 20-like [Bos taurus], DAA21538.1 TPA_ interleukin 20-like [Bos taurus]	Mus_musculus_sp_Q9JKV9_IL20_MOUSE sp_Q9JKV9_IL20_MOUSE Interleukin-20 OS=Mus musculus OX=10090 GN=Il20 PE=2 SV=1
OG0000691	sp|A6QL48.1|IL34_BOVIN RecName_ Full=Interleukin-34; Short=IL-34; Flags_ Precursor	Mus_musculus_sp_Q8R1R4_IL34_MOUSE sp_Q8R1R4_IL34_MOUSE Interleukin-34 OS=Mus musculus OX=10090 GN=Il34 PE=1 SV=1, Mus_musculus_sp_Q8R1R4_IL34_MOUSE sp_Q8R1R4_IL34_MOUSE Interleukin-34 OS=Mus musculus OX=10090 GN=Il34 PE=1 SV=1
OG0000760	NP_001071358.1 C-type lectin domain family 14 member A precursor [Bos taurus]	Mus_musculus_sp_Q8VCP9_CLC14_MOUSE sp_Q8VCP9_CLC14_MOUSE C-type lectin domain family 14 member A OS=Mus musculus OX=10090 GN=Clec14a PE=1 SV=2
OG0000851	XP_005225581.2 collagen alpha-1_XVII_ chain isoform X1 [Bos taurus]	Mus_musculus_sp_Q07563_COHA1_MOUSE sp_Q07563_COHA1_MOUSE Collagen alpha-1_XVII_ chain OS=Mus musculus OX=10090 GN=Col17a1 PE=1 SV=3
OG0000852	XP_059743733.1 collagen alpha-2_VI_ chain isoform X1 [Bos taurus]	Mus_musculus_sp_Q02788_CO6A2_MOUSE sp_Q02788_CO6A2_MOUSE Collagen alpha-2_VI_ chain OS=Mus musculus OX=10090 GN=Col6a2 PE=1 SV=3
OG0000853	NP_001094646.1 collagen alpha-1_VIII_ chain precursor [Bos taurus]	Mus_musculus_sp_Q00780_CO8A1_MOUSE sp_Q00780_CO8A1_MOUSE Collagen alpha-1_VIII_ chain OS=Mus musculus OX=10090 GN=Col8a1 PE=1 SV=3
OG0000854	XP_010801982.2 collagen alpha-2_VIII_ chain isoform X1 [Bos taurus]	Mus_musculus_sp_P25318_CO8A2_MOUSE sp_P25318_CO8A2_MOUSE Collagen alpha-2_VIII_ chain OS=Mus musculus OX=10090 GN=Col8a2 PE=2 SV=2
OG0000855	DAA31161.1 TPA_ collagen_ type IX_ alpha 2 [Bos taurus]	Mus_musculus_sp_Q07643_CO9A2_MOUSE sp_Q07643_CO9A2_MOUSE Collagen alpha-2_IX_ chain OS=Mus musculus OX=10090 GN=Col9a2 PE=2 SV=1
OG0000856	sp|Q28022.1|MFAP5_BOVIN RecName_ Full=Microfibrillar-associated protein 5; Short=MFAP-5; AltName_ Full=MP25; AltName_ Full=Microfibril-associated glycoprotein 2; Short=MAGP-2; Flags_ Precursor	Mus_musculus_sp_Q9QZJ6_MFAP5_MOUSE sp_Q9QZJ6_MFAP5_MOUSE Microfibrillar-associated protein 5 OS=Mus musculus OX=10090 GN=Mfap5 PE=1 SV=1
OG0000857	NP_001020497.1 serglycin precursor [Bos taurus]	Mus_musculus_sp_P13609_SRGN_MOUSE sp_P13609_SRGN_MOUSE Serglycin OS=Mus musculus OX=10090 GN=Srgn PE=1 SV=1
OG0000858	sp|Q58D62.1|FETUB_BOVIN RecName_ Full=Fetuin-B; Flags_ Precursor	Mus_musculus_sp_Q9ESB3_HRG_MOUSE sp_Q9ESB3_HRG_MOUSE Histidine-rich glycoprotein OS=Mus musculus OX=10090 GN=Hrg PE=1 SV=2
OG0000861	AAI14894.1 C1QC protein_ partial [Bos taurus]	Mus_musculus_sp_Q02105_C1QC_MOUSE sp_Q02105_C1QC_MOUSE Complement C1q subcomponent subunit C OS=Mus musculus OX=10090 GN=C1qc PE=1 SV=2
OG0000862	NP_001069669.3 complement C1q tumor necrosis factor-related protein 7 precursor [Bos taurus]	Mus_musculus_sp_Q8BVD7_C1QT7_MOUSE sp_Q8BVD7_C1QT7_MOUSE Complement C1q tumor necrosis factor-related protein 7 OS=Mus musculus OX=10090 GN=C1qtnf7 PE=2 SV=2
OG0000866	NP_001029582.1 C-X-C motif chemokine 14 precursor [Bos taurus]	Mus_musculus_sp_Q9WUQ5_CXL14_MOUSE sp_Q9WUQ5_CXL14_MOUSE C-X-C motif chemokine 14 OS=Mus musculus OX=10090 GN=Cxcl14 PE=2 SV=2
OG0000867	NP_776725.1 C-X-C motif chemokine 6 precursor [Bos taurus], sp|P80221.2|CXCL6_BOVIN RecName_ Full=C-X-C motif chemokine 6; AltName_ Full=Granulocyte chemotactic protein 2; Short=GCP-2; AltName_ Full=Small-inducible cytokine B6; Flags_ Precursor	Mus_musculus_sp_P50228_CXCL5_MOUSE sp_P50228_CXCL5_MOUSE C-X-C motif chemokine 5 OS=Mus musculus OX=10090 GN=Cxcl5 PE=1 SV=2
OG0000869	DAA26698.1 TPA_ S100 calcium binding protein A11 _calgizzarin_-like_ partial [Bos taurus]	Mus_musculus_sp_P50543_S10AB_MOUSE sp_P50543_S10AB_MOUSE Protein S100-A11 OS=Mus musculus OX=10090 GN=S100a11 PE=1 SV=1
OG0000870	sp|Q3MHP3.1|S10AE_BOVIN RecName_ Full=Protein S100-A14; AltName_ Full=S100 calcium-binding protein A14, NP_001073102.1 protein S100-A14 [Bos taurus]	Mus_musculus_sp_Q9D2Q8_S10AE_MOUSE sp_Q9D2Q8_S10AE_MOUSE Protein S100-A14 OS=Mus musculus OX=10090 GN=S100a14 PE=1 SV=1
OG0001102	sp|P23206.1|COAA1_BOVIN RecName_ Full=Collagen alpha-1_X_ chain; Flags_ Precursor	Mus_musculus_sp_Q05306_COAA1_MOUSE sp_Q05306_COAA1_MOUSE Collagen alpha-1_X_ chain OS=Mus musculus OX=10090 GN=Col10a1 PE=2 SV=1
OG0001103	XP_005203111.2 collagen alpha-1_XVI_ chain isoform X1 [Bos taurus]	Mus_musculus_sp_Q8BLX7_COGA1_MOUSE sp_Q8BLX7_COGA1_MOUSE Collagen alpha-1_XVI_ chain OS=Mus musculus OX=10090 GN=Col16a1 PE=1 SV=2
OG0001105	XP_024857019.1 EMILIN-3 [Bos taurus]	Mus_musculus_sp_P59900_EMIL3_MOUSE sp_P59900_EMIL3_MOUSE EMILIN-3 OS=Mus musculus OX=10090 GN=Emilin3 PE=2 SV=1
OG0001106	XP_002698984.2 multimerin-2 [Bos taurus]	Mus_musculus_sp_A6H6E2_MMRN2_MOUSE sp_A6H6E2_MMRN2_MOUSE Multimerin-2 OS=Mus musculus OX=10090 GN=Mmrn2 PE=1 SV=1
OG0001108	XP_024851103.1 von Willebrand factor A domain-containing protein 5B2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q3UR50_VW5B2_MOUSE sp_Q3UR50_VW5B2_MOUSE von Willebrand factor A domain-containing protein 5B2 OS=Mus musculus OX=10090 GN=Vwa5b2 PE=2 SV=2, Mus_musculus_sp_Q3UR50_VW5B2_MOUSE sp_Q3UR50_VW5B2_MOUSE von Willebrand factor A domain-containing protein 5B2 OS=Mus musculus OX=10090 GN=Vwa5b2 PE=2 SV=2
OG0001110	XP_059731366.1 complement C1q subcomponent subunit A isoform X1 [Bos taurus]	Mus_musculus_sp_P98086_C1QA_MOUSE sp_P98086_C1QA_MOUSE Complement C1q subcomponent subunit A OS=Mus musculus OX=10090 GN=C1qa PE=1 SV=2
OG0001111	sp|Q2KIV9.1|C1QB_BOVIN RecName_ Full=Complement C1q subcomponent subunit B; Flags_ Precursor	Mus_musculus_sp_P14106_C1QB_MOUSE sp_P14106_C1QB_MOUSE Complement C1q subcomponent subunit B OS=Mus musculus OX=10090 GN=C1qb PE=1 SV=2
OG0001112	DAA27228.1 TPA_ C1q and tumor necrosis factor related protein 2-like [Bos taurus]	Mus_musculus_sp_Q9D8U4_C1QT2_MOUSE sp_Q9D8U4_C1QT2_MOUSE Complement C1q tumor necrosis factor-related protein 2 OS=Mus musculus OX=10090 GN=C1qtnf2 PE=1 SV=1
OG0001113	NP_001091523.1 C-type lectin domain family 11 member A precursor [Bos taurus]	Mus_musculus_sp_O88200_CLC11_MOUSE sp_O88200_CLC11_MOUSE C-type lectin domain family 11 member A OS=Mus musculus OX=10090 GN=Clec11a PE=1 SV=1
OG0001114	NP_001268843.1 C-type lectin domain family 1 member B [Bos taurus]	Mus_musculus_sp_Q8BRU4_CLC9A_MOUSE sp_Q8BRU4_CLC9A_MOUSE C-type lectin domain family 9 member A OS=Mus musculus OX=10090 GN=Clec9a PE=1 SV=1
OG0001116	XP_002684842.4 mucin-13 [Bos taurus]	Mus_musculus_sp_P19467_MUC13_MOUSE sp_P19467_MUC13_MOUSE Mucin-13 OS=Mus musculus OX=10090 GN=Muc13 PE=2 SV=1
OG0001119	XP_024843329.1 cardiotrophin-like cytokine factor 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9QZM3_CLCF1_MOUSE sp_Q9QZM3_CLCF1_MOUSE Cardiotrophin-like cytokine factor 1 OS=Mus musculus OX=10090 GN=Clcf1 PE=1 SV=1
OG0001121	NP_001093835.1 interleukin-27 subunit beta precursor [Bos taurus]	Mus_musculus_sp_O35228_IL27B_MOUSE sp_O35228_IL27B_MOUSE Interleukin-27 subunit beta OS=Mus musculus OX=10090 GN=Ebi3 PE=1 SV=1
OG0001124	XP_002698420.2 LOW QUALITY PROTEIN_ fibroblast growth factor-binding protein 3 [Bos taurus]	Mus_musculus_sp_Q1HCM0_FGFP3_MOUSE sp_Q1HCM0_FGFP3_MOUSE Fibroblast growth factor-binding protein 3 OS=Mus musculus OX=10090 GN=Fgfbp3 PE=1 SV=2
OG0001126	NP_001094532.1 platelet factor 4 precursor [Bos taurus]	Mus_musculus_sp_Q9Z126_PLF4_MOUSE sp_Q9Z126_PLF4_MOUSE Platelet factor 4 OS=Mus musculus OX=10090 GN=Pf4 PE=1 SV=1
OG0001127	XP_059738503.1 protein S100-A16 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9D708_S10AG_MOUSE sp_Q9D708_S10AG_MOUSE Protein S100-A16 OS=Mus musculus OX=10090 GN=S100a16 PE=1 SV=1
OG0001128	sp|P35466.2|S10A4_BOVIN RecName_ Full=Protein S100-A4; AltName_ Full=Metastasin; AltName_ Full=Placental calcium-binding protein homolog; AltName_ Full=S100 calcium-binding protein A4	Mus_musculus_sp_P07091_S10A4_MOUSE sp_P07091_S10A4_MOUSE Protein S100-A4 OS=Mus musculus OX=10090 GN=S100a4 PE=1 SV=1
OG0001129	NP_001179144.1 protein S100-A5 [Bos taurus]	Mus_musculus_sp_P14069_S10A6_MOUSE sp_P14069_S10A6_MOUSE Protein S100-A6 OS=Mus musculus OX=10090 GN=S100a6 PE=1 SV=3, Mus_musculus_sp_P63084_S10A5_MOUSE sp_P63084_S10A5_MOUSE Protein S100-A5 OS=Mus musculus OX=10090 GN=S100a5 PE=3 SV=1
OG0001130	DAA21608.1 TPA_ hCG2042749-like [Bos taurus]	Mus_musculus_sp_P51642_CNTF_MOUSE sp_P51642_CNTF_MOUSE Ciliary neurotrophic factor OS=Mus musculus OX=10090 GN=Cntf PE=2 SV=1
OG0001488	sp|Q2YDH8.1|FNDC8_BOVIN RecName_ Full=Fibronectin type III domain-containing protein 8	Mus_musculus_sp_Q9D2H8_FNDC8_MOUSE sp_Q9D2H8_FNDC8_MOUSE Fibronectin type III domain-containing protein 8 OS=Mus musculus OX=10090 GN=Fndc8 PE=2 SV=1
OG0001489	ACS37527.1 matrix extracellular phosphoglycoprotein [Bos taurus]	Mus_musculus_sp_Q8K4L6_MEPE_MOUSE sp_Q8K4L6_MEPE_MOUSE Matrix extracellular phosphoglycoprotein OS=Mus musculus OX=10090 GN=Mepe PE=1 SV=1
OG0001495	NP_001358947.1 mucin-1 isoform 1 precursor [Bos taurus]	Mus_musculus_sp_Q02496_MUC1_MOUSE sp_Q02496_MUC1_MOUSE Mucin-1 OS=Mus musculus OX=10090 GN=Muc1 PE=1 SV=2
OG0001499	XP_024840319.1 macrophage colony-stimulating factor 1 isoform X1 [Bos taurus]	Mus_musculus_sp_P07141_CSF1_MOUSE sp_P07141_CSF1_MOUSE Macrophage colony-stimulating factor 1 OS=Mus musculus OX=10090 GN=Csf1 PE=1 SV=2
