Orthogroup	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Homo_sapiens
OG0000856	sp|Q28022.1|MFAP5_BOVIN RecName_ Full=Microfibrillar-associated protein 5; Short=MFAP-5; AltName_ Full=MP25; AltName_ Full=Microfibril-associated glycoprotein 2; Short=MAGP-2; Flags_ Precursor	Homo_sapiens_sp_Q13361_MFAP5_HUMAN sp|Q13361|MFAP5_HUMAN Microfibrillar-associated protein 5 OS=Homo sapiens OX=9606 GN=MFAP5 PE=1 SV=1
OG0000857	NP_001020497.1 serglycin precursor [Bos taurus]	Homo_sapiens_sp_P10124_SRGN_HUMAN sp|P10124|SRGN_HUMAN Serglycin OS=Homo sapiens OX=9606 GN=SRGN PE=1 SV=3
OG0000858	sp|Q58D62.1|FETUB_BOVIN RecName_ Full=Fetuin-B; Flags_ Precursor	Homo_sapiens_sp_P04196_HRG_HUMAN sp|P04196|HRG_HUMAN Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1
OG0000860	sp|Q2TBM7.1|MMP23_BOVIN RecName_ Full=Matrix metalloproteinase-23; Short=MMP-23; AltName_ Full=Matrix metallopeptidase 23B; Contains_ RecName_ Full=Matrix metalloproteinase-23_ soluble form; Flags_ Precursor	Homo_sapiens_sp_O75900_MMP23_HUMAN sp|O75900|MMP23_HUMAN Matrix metalloproteinase-23 OS=Homo sapiens OX=9606 GN=MMP23B PE=1 SV=2
OG0000861	AAI14894.1 C1QC protein_ partial [Bos taurus]	Homo_sapiens_sp_P02747_C1QC_HUMAN sp|P02747|C1QC_HUMAN Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3
OG0000862	NP_001069669.3 complement C1q tumor necrosis factor-related protein 7 precursor [Bos taurus]	Homo_sapiens_sp_Q9BXJ2_C1QT7_HUMAN sp|Q9BXJ2|C1QT7_HUMAN Complement C1q tumor necrosis factor-related protein 7 OS=Homo sapiens OX=9606 GN=C1QTNF7 PE=2 SV=1
OG0000866	NP_001029582.1 C-X-C motif chemokine 14 precursor [Bos taurus]	Homo_sapiens_sp_O95715_CXL14_HUMAN sp|O95715|CXL14_HUMAN C-X-C motif chemokine 14 OS=Homo sapiens OX=9606 GN=CXCL14 PE=1 SV=2
OG0000867	NP_776725.1 C-X-C motif chemokine 6 precursor [Bos taurus], sp|P80221.2|CXCL6_BOVIN RecName_ Full=C-X-C motif chemokine 6; AltName_ Full=Granulocyte chemotactic protein 2; Short=GCP-2; AltName_ Full=Small-inducible cytokine B6; Flags_ Precursor	Homo_sapiens_sp_P80162_CXCL6_HUMAN sp|P80162|CXCL6_HUMAN C-X-C motif chemokine 6 OS=Homo sapiens OX=9606 GN=CXCL6 PE=1 SV=4, Homo_sapiens_sp_P42830_CXCL5_HUMAN sp|P42830|CXCL5_HUMAN C-X-C motif chemokine 5 OS=Homo sapiens OX=9606 GN=CXCL5 PE=1 SV=1
OG0000868	NP_001192353.1 interleukin-26 precursor [Bos taurus]	Homo_sapiens_sp_P22301_IL10_HUMAN sp|P22301|IL10_HUMAN Interleukin-10 OS=Homo sapiens OX=9606 GN=IL10 PE=1 SV=1
OG0000869	DAA26698.1 TPA_ S100 calcium binding protein A11 _calgizzarin_-like_ partial [Bos taurus]	Homo_sapiens_sp_P31151_S10A7_HUMAN sp|P31151|S10A7_HUMAN Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4, Homo_sapiens_sp_P31949_S10AB_HUMAN sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2
OG0000870	sp|Q3MHP3.1|S10AE_BOVIN RecName_ Full=Protein S100-A14; AltName_ Full=S100 calcium-binding protein A14, NP_001073102.1 protein S100-A14 [Bos taurus]	Homo_sapiens_sp_Q9HCY8_S10AE_HUMAN sp|Q9HCY8|S10AE_HUMAN Protein S100-A14 OS=Homo sapiens OX=9606 GN=S100A14 PE=1 SV=1
OG0001102	sp|P23206.1|COAA1_BOVIN RecName_ Full=Collagen alpha-1_X_ chain; Flags_ Precursor	Homo_sapiens_sp_Q03692_COAA1_HUMAN sp|Q03692|COAA1_HUMAN Collagen alpha-1_X_ chain OS=Homo sapiens OX=9606 GN=COL10A1 PE=1 SV=2
OG0001103	XP_005203111.2 collagen alpha-1_XVI_ chain isoform X1 [Bos taurus]	Homo_sapiens_sp_Q07092_COGA1_HUMAN sp|Q07092|COGA1_HUMAN Collagen alpha-1_XVI_ chain OS=Homo sapiens OX=9606 GN=COL16A1 PE=1 SV=2
OG0001104	XP_024856893.1 collagen alpha-3_IX_ chain [Bos taurus]	Homo_sapiens_sp_Q14050_CO9A3_HUMAN sp|Q14050|CO9A3_HUMAN Collagen alpha-3_IX_ chain OS=Homo sapiens OX=9606 GN=COL9A3 PE=1 SV=2
OG0001105	XP_024857019.1 EMILIN-3 [Bos taurus]	Homo_sapiens_sp_Q9NT22_EMIL3_HUMAN sp|Q9NT22|EMIL3_HUMAN EMILIN-3 OS=Homo sapiens OX=9606 GN=EMILIN3 PE=1 SV=2
OG0001106	XP_002698984.2 multimerin-2 [Bos taurus]	Homo_sapiens_sp_Q9H8L6_MMRN2_HUMAN sp|Q9H8L6|MMRN2_HUMAN Multimerin-2 OS=Homo sapiens OX=9606 GN=MMRN2 PE=1 SV=2
OG0001107	NP_001179533.3 otolin-1 precursor [Bos taurus]	Homo_sapiens_sp_A6NHN0_OTOL1_HUMAN sp|A6NHN0|OTOL1_HUMAN Otolin-1 OS=Homo sapiens OX=9606 GN=OTOL1 PE=3 SV=1
OG0001108	XP_024851103.1 von Willebrand factor A domain-containing protein 5B2 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q8N398_VW5B2_HUMAN sp|Q8N398|VW5B2_HUMAN von Willebrand factor A domain-containing protein 5B2 OS=Homo sapiens OX=9606 GN=VWA5B2 PE=2 SV=3
OG0001110	XP_059731366.1 complement C1q subcomponent subunit A isoform X1 [Bos taurus]	Homo_sapiens_sp_P02745_C1QA_HUMAN sp|P02745|C1QA_HUMAN Complement C1q subcomponent subunit A OS=Homo sapiens OX=9606 GN=C1QA PE=1 SV=2
OG0001111	sp|Q2KIV9.1|C1QB_BOVIN RecName_ Full=Complement C1q subcomponent subunit B; Flags_ Precursor	Homo_sapiens_sp_P02746_C1QB_HUMAN sp|P02746|C1QB_HUMAN Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3
OG0001113	NP_001091523.1 C-type lectin domain family 11 member A precursor [Bos taurus]	Homo_sapiens_sp_Q9Y240_CLC11_HUMAN sp|Q9Y240|CLC11_HUMAN C-type lectin domain family 11 member A OS=Homo sapiens OX=9606 GN=CLEC11A PE=1 SV=1
OG0001116	XP_002684842.4 mucin-13 [Bos taurus]	Homo_sapiens_sp_Q9H3R2_MUC13_HUMAN sp|Q9H3R2|MUC13_HUMAN Mucin-13 OS=Homo sapiens OX=9606 GN=MUC13 PE=1 SV=3
OG0001120	XP_024840007.1 cornulin isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9UBG3_CRNN_HUMAN sp|Q9UBG3|CRNN_HUMAN Cornulin OS=Homo sapiens OX=9606 GN=CRNN PE=1 SV=1, Homo_sapiens_sp_Q86YZ3_HORN_HUMAN sp|Q86YZ3|HORN_HUMAN Hornerin OS=Homo sapiens OX=9606 GN=HRNR PE=1 SV=2, Homo_sapiens_sp_Q07283_TRHY_HUMAN sp|Q07283|TRHY_HUMAN Trichohyalin OS=Homo sapiens OX=9606 GN=TCHH PE=1 SV=2
OG0001121	NP_001093835.1 interleukin-27 subunit beta precursor [Bos taurus]	Homo_sapiens_sp_Q14213_IL27B_HUMAN sp|Q14213|IL27B_HUMAN Interleukin-27 subunit beta OS=Homo sapiens OX=9606 GN=EBI3 PE=1 SV=2
OG0001124	XP_002698420.2 LOW QUALITY PROTEIN_ fibroblast growth factor-binding protein 3 [Bos taurus]	Homo_sapiens_sp_Q8TAT2_FGFP3_HUMAN sp|Q8TAT2|FGFP3_HUMAN Fibroblast growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=FGFBP3 PE=1 SV=1
OG0001126	NP_001094532.1 platelet factor 4 precursor [Bos taurus]	Homo_sapiens_sp_P10720_PF4V_HUMAN sp|P10720|PF4V_HUMAN Platelet factor 4 variant OS=Homo sapiens OX=9606 GN=PF4V1 PE=1 SV=1, Homo_sapiens_sp_P02776_PLF4_HUMAN sp|P02776|PLF4_HUMAN Platelet factor 4 OS=Homo sapiens OX=9606 GN=PF4 PE=1 SV=2
OG0001127	XP_059738503.1 protein S100-A16 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q96FQ6_S10AG_HUMAN sp|Q96FQ6|S10AG_HUMAN Protein S100-A16 OS=Homo sapiens OX=9606 GN=S100A16 PE=1 SV=1
OG0001128	sp|P35466.2|S10A4_BOVIN RecName_ Full=Protein S100-A4; AltName_ Full=Metastasin; AltName_ Full=Placental calcium-binding protein homolog; AltName_ Full=S100 calcium-binding protein A4	Homo_sapiens_sp_P26447_S10A4_HUMAN sp|P26447|S10A4_HUMAN Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1
OG0001129	NP_001179144.1 protein S100-A5 [Bos taurus]	Homo_sapiens_sp_P06703_S10A6_HUMAN sp|P06703|S10A6_HUMAN Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1
OG0001130	DAA21608.1 TPA_ hCG2042749-like [Bos taurus]	Homo_sapiens_sp_P26441_CNTF_HUMAN sp|P26441|CNTF_HUMAN Ciliary neurotrophic factor OS=Homo sapiens OX=9606 GN=CNTF PE=1 SV=1
OG0001488	sp|Q2YDH8.1|FNDC8_BOVIN RecName_ Full=Fibronectin type III domain-containing protein 8	Homo_sapiens_sp_Q8TC99_FNDC8_HUMAN sp|Q8TC99|FNDC8_HUMAN Fibronectin type III domain-containing protein 8 OS=Homo sapiens OX=9606 GN=FNDC8 PE=1 SV=2
OG0001489	ACS37527.1 matrix extracellular phosphoglycoprotein [Bos taurus]	Homo_sapiens_sp_Q9NQ76_MEPE_HUMAN sp|Q9NQ76|MEPE_HUMAN Matrix extracellular phosphoglycoprotein OS=Homo sapiens OX=9606 GN=MEPE PE=1 SV=1
OG0001492	XP_003587514.3 UPF0450 protein C17orf58 homolog [Bos taurus]	Homo_sapiens_sp_Q2M2W7_CQ058_HUMAN sp|Q2M2W7|CQ058_HUMAN UPF0450 protein C17orf58 OS=Homo sapiens OX=9606 GN=C17orf58 PE=2 SV=3
OG0001495	NP_001358947.1 mucin-1 isoform 1 precursor [Bos taurus]	Homo_sapiens_sp_P15941_MUC1_HUMAN sp|P15941|MUC1_HUMAN Mucin-1 OS=Homo sapiens OX=9606 GN=MUC1 PE=1 SV=3
OG0001501	NP_001015576.1 C-X-C motif chemokine 13 precursor [Bos taurus]	Homo_sapiens_sp_O43927_CXL13_HUMAN sp|O43927|CXL13_HUMAN C-X-C motif chemokine 13 OS=Homo sapiens OX=9606 GN=CXCL13 PE=1 SV=1
OG0001505	sp|Q9TU73.1|IL18_BOVIN RecName_ Full=Interleukin-18; Short=IL-18; AltName_ Full=Interferon gamma-inducing factor; Short=IFN-gamma-inducing factor; AltName_ Full=Interleukin-1 gamma; Short=IL-1 gamma; Flags_ Precursor	Homo_sapiens_sp_Q14116_IL18_HUMAN sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1
OG0001507	DAA31742.1 TPA_ trichohyalin-like 1 [Bos taurus]	Homo_sapiens_sp_Q5QJ38_TCHL1_HUMAN sp|Q5QJ38|TCHL1_HUMAN Trichohyalin-like protein 1 OS=Homo sapiens OX=9606 GN=TCHHL1 PE=2 SV=1
OG0001910	sp|Q99004.1|AMELY_BOVIN RecName_ Full=Amelogenin_ Y isoform; AltName_ Full=Class II amelogenin; Flags_ Precursor	Homo_sapiens_sp_Q99217_AMELX_HUMAN sp|Q99217|AMELX_HUMAN Amelogenin_ X isoform OS=Homo sapiens OX=9606 GN=AMELX PE=1 SV=1
OG0001926	NP_001092632.1 C-C motif chemokine 22 precursor [Bos taurus]	Homo_sapiens_sp_O00626_CCL22_HUMAN sp|O00626|CCL22_HUMAN C-C motif chemokine 22 OS=Homo sapiens OX=9606 GN=CCL22 PE=1 SV=2
OG0001927	NP_001040061.1 C-C motif chemokine 24 precursor [Bos taurus]	Homo_sapiens_sp_O00175_CCL24_HUMAN sp|O00175|CCL24_HUMAN C-C motif chemokine 24 OS=Homo sapiens OX=9606 GN=CCL24 PE=1 SV=2
OG0001938	XP_024845576.1 protein S100-A3 isoform X1 [Bos taurus]	Homo_sapiens_sp_P33764_S10A3_HUMAN sp|P33764|S10A3_HUMAN Protein S100-A3 OS=Homo sapiens OX=9606 GN=S100A3 PE=1 SV=1
OG0001943	NP_001306831.1 tumor necrosis factor ligand superfamily member 9 [Bos taurus]	Homo_sapiens_sp_P41273_TNFL9_HUMAN sp|P41273|TNFL9_HUMAN Tumor necrosis factor ligand superfamily member 9 OS=Homo sapiens OX=9606 GN=TNFSF9 PE=1 SV=1
