Orthogroup	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000013	Nematostella_vectensis_NV2t011032001.1 NV2t011032001.1	Exaiptasia_diaphana_XP_020913046.1 XP_020913046.1 protein Wnt-10a [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t022999001.1 NV2t022999001.1	Exaiptasia_diaphana_XP_028519306.1 XP_028519306.1 LOW QUALITY PROTEIN_ thrombospondin type-1 domain-containing protein 4 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t024253001.1 NV2t024253001.1	Exaiptasia_diaphana_XP_020903155.1 XP_020903155.1 A disintegrin and metalloproteinase with thrombospondin motifs 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515635.1 XP_028515635.1 A disintegrin and metalloproteinase with thrombospondin motifs 12 isoform X1 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t023275001.1 NV2t023275001.1	Exaiptasia_diaphana_XP_020914481.1 XP_020914481.1 A disintegrin and metalloproteinase with thrombospondin motifs 19 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t020821001.1 NV2t020821001.1	Exaiptasia_diaphana_XP_020906187.1 XP_020906187.1 ADAMTS-like protein 2 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t000088001.1 NV2t000088001.1, Nematostella_vectensis_NV2t000087001.1 NV2t000087001.1	Exaiptasia_diaphana_XP_028517311.1 XP_028517311.1 A disintegrin and metalloproteinase with thrombospondin motifs 9 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t025184002.1 NV2t025184002.1, Nematostella_vectensis_NV2t025184001.1 NV2t025184001.1	Exaiptasia_diaphana_XP_020916248.1 XP_020916248.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t017494001.1 NV2t017494001.1	Exaiptasia_diaphana_XP_020906831.1 XP_020906831.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906830.1 XP_020906830.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t022459002.1 NV2t022459002.1, Nematostella_vectensis_NV2t022459001.1 NV2t022459001.1	Exaiptasia_diaphana_XP_028515757.1 XP_028515757.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t021229001.1 NV2t021229001.1	Exaiptasia_diaphana_XP_020908001.1 XP_020908001.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t022465001.1 NV2t022465001.1, Nematostella_vectensis_NV2t021631001.1 NV2t021631001.1, Nematostella_vectensis_NV2t021630001.1 NV2t021630001.1, Nematostella_vectensis_NV2t021635001.1 NV2t021635001.1, Nematostella_vectensis_NV2t021636001.1 NV2t021636001.1, Nematostella_vectensis_NV2t021230001.1 NV2t021230001.1	Exaiptasia_diaphana_XP_020908093.1 XP_020908093.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t021638002.1 NV2t021638002.1, Nematostella_vectensis_NV2t021638001.1 NV2t021638001.1	Exaiptasia_diaphana_XP_020903567.1 XP_020903567.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515755.1 XP_028515755.1 A disintegrin and metalloproteinase with thrombospondin motifs 18-like_ partial [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t001124001.1 NV2t001124001.1	Exaiptasia_diaphana_XP_028514068.1 XP_028514068.1 A disintegrin and metalloproteinase with thrombospondin motifs 10 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t001120001.1 NV2t001120001.1, Nematostella_vectensis_NV2t001123004.1 NV2t001123004.1, Nematostella_vectensis_NV2t001123002.1 NV2t001123002.1, Nematostella_vectensis_NV2t001123005.1 NV2t001123005.1, Nematostella_vectensis_NV2t001123003.1 NV2t001123003.1	Exaiptasia_diaphana_XP_028514067.1 XP_028514067.1 A disintegrin and metalloproteinase with thrombospondin motifs 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512951.1 XP_028512951.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t024070001.1 NV2t024070001.1	Exaiptasia_diaphana_XP_020916890.2 XP_020916890.2 mucin-2-like_ partial [Exaiptasia diaphana]
OG0000014	Nematostella_vectensis_NV2t009914001.1 NV2t009914001.1	Exaiptasia_diaphana_XP_020909865.2 XP_020909865.2 A disintegrin and metalloproteinase with thrombospondin motifs 3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909864.2 XP_020909864.2 A disintegrin and metalloproteinase with thrombospondin motifs 3 isoform X1 [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t012863002.1 NV2t012863002.1, Nematostella_vectensis_NV2t012863001.1 NV2t012863001.1	Exaiptasia_diaphana_XP_020895186.1 XP_020895186.1 oncoprotein-induced transcript 3 protein [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t012864001.1 NV2t012864001.1	Exaiptasia_diaphana_XP_020895226.1 XP_020895226.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t021903002.1 NV2t021903002.1, Nematostella_vectensis_NV2t021903003.1 NV2t021903003.1, Nematostella_vectensis_NV2t021904001.1 NV2t021904001.1, Nematostella_vectensis_NV2t021903004.1 NV2t021903004.1, Nematostella_vectensis_NV2t021903001.1 NV2t021903001.1, Nematostella_vectensis_NV2t021905001.1 NV2t021905001.1	Exaiptasia_diaphana_XP_020913480.1 XP_020913480.1 Down syndrome cell adhesion molecule homolog [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t005822001.1 NV2t005822001.1	Exaiptasia_diaphana_XP_020898829.1 XP_020898829.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t021283002.1 NV2t021283002.1, Nematostella_vectensis_NV2t021283003.1 NV2t021283003.1, Nematostella_vectensis_NV2t021283001.1 NV2t021283001.1	Exaiptasia_diaphana_XP_028517197.1 XP_028517197.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t021284001.1 NV2t021284001.1, Nematostella_vectensis_NV2t021284002.1 NV2t021284002.1	Exaiptasia_diaphana_XP_020908757.1 XP_020908757.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t005824002.1 NV2t005824002.1, Nematostella_vectensis_NV2t005824001.1 NV2t005824001.1	Exaiptasia_diaphana_XP_020898845.1 XP_020898845.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t021288001.1 NV2t021288001.1, Nematostella_vectensis_NV2t021285001.1 NV2t021285001.1	Exaiptasia_diaphana_XP_020908758.2 XP_020908758.2 uncharacterized protein LOC110246738_ partial [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t024478001.1 NV2t024478001.1, Nematostella_vectensis_NV2t024478002.1 NV2t024478002.1, Nematostella_vectensis_NV2t021585001.1 NV2t021585001.1, Nematostella_vectensis_NV2t024461001.1 NV2t024461001.1, Nematostella_vectensis_NV2t024741004.1 NV2t024741004.1, Nematostella_vectensis_NV2t024741001.1 NV2t024741001.1, Nematostella_vectensis_NV2t024741002.1 NV2t024741002.1	Exaiptasia_diaphana_XP_020915044.1 XP_020915044.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516430.1 XP_028516430.1 CUB and sushi domain-containing protein 3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516428.1 XP_028516428.1 CUB and sushi domain-containing protein 3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518783.1 XP_028518783.1 uncharacterized protein LOC110251602 [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t025392002.1 NV2t025392002.1, Nematostella_vectensis_NV2t025392001.1 NV2t025392001.1, Nematostella_vectensis_NV2t025391001.1 NV2t025391001.1, Nematostella_vectensis_NV2t025393002.1 NV2t025393002.1, Nematostella_vectensis_NV2t025395001.1 NV2t025395001.1, Nematostella_vectensis_NV2t025402001.1 NV2t025402001.1, Nematostella_vectensis_NV2t025394001.1 NV2t025394001.1, Nematostella_vectensis_NV2t025394002.1 NV2t025394002.1, Nematostella_vectensis_NV2t025462001.1 NV2t025462001.1, Nematostella_vectensis_NV2t024877001.1 NV2t024877001.1, Nematostella_vectensis_NV2t025401001.1 NV2t025401001.1	Exaiptasia_diaphana_XP_020905713.1 XP_020905713.1 LOW QUALITY PROTEIN_ ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515509.1 XP_028515509.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905699.2 XP_020905699.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516276.1 XP_028516276.1 proteoglycan 4_ partial [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t012183001.1 NV2t012183001.1	Exaiptasia_diaphana_XP_028517878.1 XP_028517878.1 fibrillin-1 [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t011069001.1 NV2t011069001.1	Exaiptasia_diaphana_XP_020908628.1 XP_020908628.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898716.1 XP_020898716.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Nematostella_vectensis_NV2t011632001.1 NV2t011632001.1, Nematostella_vectensis_NV2t011345005.1 NV2t011345005.1, Nematostella_vectensis_NV2t011345001.1 NV2t011345001.1, Nematostella_vectensis_NV2t011345002.1 NV2t011345002.1, Nematostella_vectensis_NV2t011345004.1 NV2t011345004.1, Nematostella_vectensis_NV2t011345003.1 NV2t011345003.1	Exaiptasia_diaphana_XP_020915359.2 XP_020915359.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915360.1 XP_020915360.1 uncharacterized protein LOC110252848 [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t019146002.1 NV2t019146002.1, Nematostella_vectensis_NV2t019146001.1 NV2t019146001.1	Exaiptasia_diaphana_XP_020899302.1 XP_020899302.1 matrix metalloproteinase-14 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899991.1 XP_020899991.1 matrix metalloproteinase-14 [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t020474002.1 NV2t020474002.1, Nematostella_vectensis_NV2t020474001.1 NV2t020474001.1	Exaiptasia_diaphana_XP_020891960.1 XP_020891960.1 72 kDa type IV collagenase [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t020475001.1 NV2t020475001.1	Exaiptasia_diaphana_XP_020891959.1 XP_020891959.1 LOW QUALITY PROTEIN_ matrix metalloproteinase-17-like [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t002700001.1 NV2t002700001.1	Exaiptasia_diaphana_XP_020914056.1 XP_020914056.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110251669 [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t014820001.1 NV2t014820001.1	Exaiptasia_diaphana_XP_020898085.1 XP_020898085.1 matrilysin [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t014297001.1 NV2t014297001.1	Exaiptasia_diaphana_XP_020897186.1 XP_020897186.1 collagenase 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894795.2 XP_020894795.2 collagenase 3 [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t008027001.1 NV2t008027001.1, Nematostella_vectensis_NV2t008027002.1 NV2t008027002.1, Nematostella_vectensis_NV2t003582001.1 NV2t003582001.1, Nematostella_vectensis_NV2t001647001.1 NV2t001647001.1, Nematostella_vectensis_NV2t003581001.1 NV2t003581001.1	Exaiptasia_diaphana_XP_020901217.1 XP_020901217.1 matrilysin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901216.1 XP_020901216.1 matrilysin isoform X1 [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t008375002.1 NV2t008375002.1, Nematostella_vectensis_NV2t008375001.1 NV2t008375001.1	Exaiptasia_diaphana_XP_020916687.1 XP_020916687.1 macrophage metalloelastase [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t000808002.1 NV2t000808002.1, Nematostella_vectensis_NV2t000807001.1 NV2t000807001.1	Exaiptasia_diaphana_XP_028516851.1 XP_028516851.1 matrix metalloproteinase-19 [Exaiptasia diaphana]
OG0000016	Nematostella_vectensis_NV2t006370001.1 NV2t006370001.1	Exaiptasia_diaphana_XP_020912518.1 XP_020912518.1 matrix metalloproteinase-9 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892199.1 XP_020892199.1 metalloendoproteinase 1 [Exaiptasia diaphana]
OG0000017	Nematostella_vectensis_NV2t021103001.1 NV2t021103001.1	Exaiptasia_diaphana_XP_020913182.1 XP_020913182.1 leukocyte elastase inhibitor-like [Exaiptasia diaphana]
OG0000018	Nematostella_vectensis_NV2t019165001.1 NV2t019165001.1, Nematostella_vectensis_NV2t019165003.1 NV2t019165003.1, Nematostella_vectensis_NV2t019165002.1 NV2t019165002.1, Nematostella_vectensis_NV2t019166001.1 NV2t019166001.1	Exaiptasia_diaphana_XP_020910908.1 XP_020910908.1 lysyl oxidase homolog 3A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910907.1 XP_020910907.1 lysyl oxidase homolog 2A isoform X1 [Exaiptasia diaphana]
OG0000018	Nematostella_vectensis_NV2t014958001.1 NV2t014958001.1, Nematostella_vectensis_NV2t014958003.1 NV2t014958003.1	Exaiptasia_diaphana_XP_028518136.1 XP_028518136.1 uncharacterized protein LOC110249554_ partial [Exaiptasia diaphana]
OG0000018	Nematostella_vectensis_NV2t012749001.1 NV2t012749001.1	Exaiptasia_diaphana_XP_028518884.1 XP_028518884.1 MAM and LDL-receptor class A domain-containing protein 1 [Exaiptasia diaphana]
OG0000018	Nematostella_vectensis_NV2t022574001.1 NV2t022574001.1	Exaiptasia_diaphana_XP_020911819.1 XP_020911819.1 uncharacterized protein LOC110249585 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911818.1 XP_020911818.1 uncharacterized protein LOC110249585 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911820.1 XP_020911820.1 uncharacterized protein LOC110249585 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907893.1 XP_020907893.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916250.1 XP_020916250.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]
OG0000018	Nematostella_vectensis_NV2t016213001.1 NV2t016213001.1	Exaiptasia_diaphana_XP_028515710.1 XP_028515710.1 uncharacterized protein LOC110241854 [Exaiptasia diaphana]
OG0000019	Nematostella_vectensis_NV2t000173001.1 NV2t000173001.1	Exaiptasia_diaphana_XP_020906144.1 XP_020906144.1 growth_differentiation factor 8 [Exaiptasia diaphana]
OG0000019	Nematostella_vectensis_NV2t006269003.1 NV2t006269003.1, Nematostella_vectensis_NV2t006269002.1 NV2t006269002.1, Nematostella_vectensis_NV2t006269001.1 NV2t006269001.1	Exaiptasia_diaphana_XP_020895491.1 XP_020895491.1 bone morphogenetic protein 7 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895490.1 XP_020895490.1 bone morphogenetic protein 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895489.1 XP_020895489.1 bone morphogenetic protein 7 isoform X1 [Exaiptasia diaphana]
OG0000019	Nematostella_vectensis_NV2t019847002.1 NV2t019847002.1, Nematostella_vectensis_NV2t019847001.1 NV2t019847001.1	Exaiptasia_diaphana_XP_020905685.1 XP_020905685.1 bone morphogenetic protein 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905684.1 XP_020905684.1 bone morphogenetic protein 4 [Exaiptasia diaphana]
OG0000019	Nematostella_vectensis_NV2t006489001.1 NV2t006489001.1	Exaiptasia_diaphana_XP_020895368.1 XP_020895368.1 growth_differentiation factor 5 [Exaiptasia diaphana]
OG0000019	Nematostella_vectensis_NV2t002978001.1 NV2t002978001.1	Exaiptasia_diaphana_XP_020893270.1 XP_020893270.1 protein DVR-1 homolog [Exaiptasia diaphana]
OG0000020	Nematostella_vectensis_NV2t024375002.1 NV2t024375002.1	Exaiptasia_diaphana_XP_020906601.1 XP_020906601.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000020	Nematostella_vectensis_NV2t012027001.1 NV2t012027001.1	Exaiptasia_diaphana_XP_028514447.1 XP_028514447.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000020	Nematostella_vectensis_NV2t011872001.1 NV2t011872001.1, Nematostella_vectensis_NV2t011872002.1 NV2t011872002.1	Exaiptasia_diaphana_XP_020895789.2 XP_020895789.2 collagen alpha-2_I_ chain [Exaiptasia diaphana]
OG0000020	Nematostella_vectensis_NV2t012159001.1 NV2t012159001.1	Exaiptasia_diaphana_XP_020917657.1 XP_020917657.1 collagen alpha-1_II_ chain [Exaiptasia diaphana]
OG0000020	Nematostella_vectensis_NV2t010959004.1 NV2t010959004.1, Nematostella_vectensis_NV2t010959005.1 NV2t010959005.1	Exaiptasia_diaphana_XP_020917447.2 XP_020917447.2 collagen alpha chain [Exaiptasia diaphana]
OG0000020	Nematostella_vectensis_NV2t012104001.1 NV2t012104001.1	Exaiptasia_diaphana_XP_028519665.1 XP_028519665.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000020	Nematostella_vectensis_NV2t024535002.1 NV2t024535002.1, Nematostella_vectensis_NV2t024535001.1 NV2t024535001.1	Exaiptasia_diaphana_XP_020915823.1 XP_020915823.1 collagen alpha-1_I_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519061.1 XP_028519061.1 collagen alpha-1_I_ chain isoform X2 [Exaiptasia diaphana]
OG0000021	Nematostella_vectensis_NV2t020722001.1 NV2t020722001.1, Nematostella_vectensis_NV2t020722002.1 NV2t020722002.1, Nematostella_vectensis_NV2t020722003.1 NV2t020722003.1	Exaiptasia_diaphana_XP_020901946.1 XP_020901946.1 hemicentin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901927.1 XP_020901927.1 low-density lipoprotein receptor-related protein 2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901926.1 XP_020901926.1 low-density lipoprotein receptor-related protein 2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515277.1 XP_028515277.1 low-density lipoprotein receptor-related protein 2-like isoform X1 [Exaiptasia diaphana]
OG0000021	Nematostella_vectensis_NV2t009849002.1 NV2t009849002.1, Nematostella_vectensis_NV2t009849001.1 NV2t009849001.1	Exaiptasia_diaphana_XP_020901735.1 XP_020901735.1 low-density lipoprotein receptor [Exaiptasia diaphana]
OG0000021	Nematostella_vectensis_NV2t001337001.1 NV2t001337001.1	Exaiptasia_diaphana_XP_020911424.1 XP_020911424.1 low-density lipoprotein receptor-related protein 4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911423.1 XP_020911423.1 very low-density lipoprotein receptor isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518014.1 XP_028518014.1 low-density lipoprotein receptor-related protein 4 isoform X3 [Exaiptasia diaphana]
OG0000021	Nematostella_vectensis_NV2t012147001.1 NV2t012147001.1	Exaiptasia_diaphana_XP_028516843.1 XP_028516843.1 low-density lipoprotein receptor-related protein 2 [Exaiptasia diaphana]
OG0000021	Nematostella_vectensis_NV2t018927001.1 NV2t018927001.1	Exaiptasia_diaphana_XP_028513305.1 XP_028513305.1 low-density lipoprotein receptor-related protein 8-like [Exaiptasia diaphana]
OG0000021	Nematostella_vectensis_NV2t000788001.1 NV2t000788001.1	Exaiptasia_diaphana_XP_020901685.1 XP_020901685.1 low-density lipoprotein receptor-related protein 4 [Exaiptasia diaphana]
OG0000022	Nematostella_vectensis_NV2t019403001.1 NV2t019403001.1, Nematostella_vectensis_NV2t019404001.1 NV2t019404001.1, Nematostella_vectensis_NV2t019402004.1 NV2t019402004.1, Nematostella_vectensis_NV2t019402002.1 NV2t019402002.1	Exaiptasia_diaphana_XP_028516856.1 XP_028516856.1 uncharacterized protein LOC110245728 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894269.1 XP_020894269.1 annexin A3 [Exaiptasia diaphana]
OG0000022	Nematostella_vectensis_NV2t009562002.1 NV2t009562002.1, Nematostella_vectensis_NV2t009562001.1 NV2t009562001.1	Exaiptasia_diaphana_XP_020904987.1 XP_020904987.1 annexin A5 [Exaiptasia diaphana]
OG0000022	Nematostella_vectensis_NV2t010289001.1 NV2t010289001.1	Exaiptasia_diaphana_XP_020902679.1 XP_020902679.1 annexin A5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902678.1 XP_020902678.1 annexin A5 [Exaiptasia diaphana]
OG0000023	Nematostella_vectensis_NV2t018385002.1 NV2t018385002.1, Nematostella_vectensis_NV2t018385001.1 NV2t018385001.1	Exaiptasia_diaphana_XP_028514247.1 XP_028514247.1 zinc metalloproteinase-disintegrin-like BjussuMP-1 [Exaiptasia diaphana]
OG0000024	Nematostella_vectensis_NV2t000107001.1 NV2t000107001.1, Nematostella_vectensis_NV2t000107002.1 NV2t000107002.1	Exaiptasia_diaphana_XP_020903926.1 XP_020903926.1 equistatin [Exaiptasia diaphana]
OG0000024	Nematostella_vectensis_NV2t019319001.1 NV2t019319001.1, Nematostella_vectensis_NV2t019319003.1 NV2t019319003.1, Nematostella_vectensis_NV2t019319004.1 NV2t019319004.1, Nematostella_vectensis_NV2t019319002.1 NV2t019319002.1, Nematostella_vectensis_NV2t019319005.1 NV2t019319005.1	Exaiptasia_diaphana_XP_028512983.1 XP_028512983.1 uncharacterized protein LOC110232652 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512982.1 XP_028512982.1 cell death abnormality protein 1 isoform X1 [Exaiptasia diaphana]
OG0000024	Nematostella_vectensis_NV2t014046002.1 NV2t014046002.1, Nematostella_vectensis_NV2t014046001.1 NV2t014046001.1	Exaiptasia_diaphana_XP_028515408.1 XP_028515408.1 uncharacterized protein LOC110240827 [Exaiptasia diaphana]
