Orthogroup	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio
OG0000261	Coturnix_japonica_XP_015723096.1 serine protease HTRA1 [Coturnix japonica]	Danio_rerio_sp_Q6GMI0_HTR1A_DANRE sp|Q6GMI0|HTR1A_DANRE Serine protease HTRA1A OS=Danio rerio OX=7955 GN=htra1a PE=2 SV=1, Danio_rerio_tr_B2GT42_B2GT42_DANRE tr|B2GT42|B2GT42_DANRE Htra1 protein OS=Danio rerio OX=7955 GN=htra1 PE=2 SV=1, Danio_rerio_sp_A9JRB3_HTR1B_DANRE sp|A9JRB3|HTR1B_DANRE Serine protease HTRA1B OS=Danio rerio OX=7955 GN=htra1b PE=2 SV=1
OG0000261	Coturnix_japonica_XP_015718386.1 serine protease HTRA3 [Coturnix japonica]	Danio_rerio_tr_Q6DBR1_Q6DBR1_DANRE tr|Q6DBR1|Q6DBR1_DANRE HtrA serine peptidase 3a OS=Danio rerio OX=7955 GN=zgc_91963 PE=2 SV=1
OG0000268	Coturnix_japonica_XP_015735107.1 cytokine receptor-like factor 3 [Coturnix japonica]	Danio_rerio_sp_Q568M3_CRLF3_DANRE sp|Q568M3|CRLF3_DANRE Cytokine receptor-like factor 3 OS=Danio rerio OX=7955 GN=crlf3 PE=2 SV=1, Danio_rerio_tr_F1QNI2_F1QNI2_DANRE tr|F1QNI2|F1QNI2_DANRE Cytokine receptor-like factor 3 OS=Danio rerio OX=7955 GN=fd20c08 PE=1 SV=1
OG0000269	Coturnix_japonica_XP_015728372.1 gliomedin isoform X2 [Coturnix japonica]	Danio_rerio_tr_F2Z4S9_F2Z4S9_DANRE tr|F2Z4S9|F2Z4S9_DANRE Gliomedin OS=Danio rerio OX=7955 GN=colm PE=4 SV=1
OG0000271	Coturnix_japonica_XP_015731755.1 pro-neuregulin-2_ membrane-bound isoform isoform X3 [Coturnix japonica]	Danio_rerio_tr_E7FGA4_E7FGA4_DANRE tr|E7FGA4|E7FGA4_DANRE Neuregulin 2 OS=Danio rerio OX=7955 GN=NRG2b PE=2 SV=2, Danio_rerio_tr_B9VQL5_B9VQL5_DANRE tr|B9VQL5|B9VQL5_DANRE Neuregulin 2b OS=Danio rerio OX=7955 GN=nrg2b PE=2 SV=1, Danio_rerio_tr_A5D6U9_A5D6U9_DANRE tr|A5D6U9|A5D6U9_DANRE Neuregulin 2a OS=Danio rerio OX=7955 GN=nrg2a PE=2 SV=1
OG0000271	Coturnix_japonica_XP_015705112.1 pro-neuregulin-1_ membrane-bound isoform isoform X10 [Coturnix japonica]	Danio_rerio_tr_A0A0R4IFE6_A0A0R4IFE6_DANRE tr|A0A0R4IFE6|A0A0R4IFE6_DANRE Neuregulin 1 OS=Danio rerio OX=7955 GN=wu_fm70e01 PE=3 SV=1, Danio_rerio_tr_A0A0R4IBM0_A0A0R4IBM0_DANRE tr|A0A0R4IBM0|A0A0R4IBM0_DANRE Neuregulin 1 OS=Danio rerio OX=7955 GN=wu_fm70e01 PE=3 SV=1, Danio_rerio_tr_A0A0R4IPH3_A0A0R4IPH3_DANRE tr|A0A0R4IPH3|A0A0R4IPH3_DANRE Neuregulin 1 OS=Danio rerio OX=7955 GN=wu_fm70e01 PE=3 SV=1, Danio_rerio_tr_A0A0R4IDP7_A0A0R4IDP7_DANRE tr|A0A0R4IDP7|A0A0R4IDP7_DANRE Neuregulin 1 OS=Danio rerio OX=7955 GN=wu_fm70e01 PE=3 SV=1, Danio_rerio_tr_B3DK99_B3DK99_DANRE tr|B3DK99|B3DK99_DANRE Neuregulin 1 OS=Danio rerio OX=7955 GN=wu_fm70e01 PE=2 SV=1
OG0000281	Coturnix_japonica_XP_015714621.1 collagen alpha-1_XIX_ chain isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015714610.1 collagen alpha-1_IX_ chain isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q08BP6_Q08BP6_DANRE tr|Q08BP6|Q08BP6_DANRE Uncharacterized protein LOC768174 precursor OS=Danio rerio OX=7955 GN=zgc_153049 PE=2 SV=1
OG0000283	Coturnix_japonica_XP_015726875.1 C-C motif chemokine 20 [Coturnix japonica], Coturnix_japonica_XP_015729270.1 C-C motif chemokine 17-like [Coturnix japonica], Coturnix_japonica_XP_015729225.1 fractalkine isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015736322.1 C-C motif chemokine 5-like [Coturnix japonica], Coturnix_japonica_XP_015736323.1 C-C motif chemokine 4-like [Coturnix japonica]	Danio_rerio_tr_B3DGM0_B3DGM0_DANRE tr|B3DGM0|B3DGM0_DANRE C-C motif chemokine OS=Danio rerio OX=7955 GN=LOC100004509 PE=2 SV=1
OG0000298	Coturnix_japonica_XP_015732676.1 PREDICTED_ insulin-like growth factor-binding protein complex acid labile subunit [Coturnix japonica]	Danio_rerio_tr_E9QJJ1_E9QJJ1_DANRE tr|E9QJJ1|E9QJJ1_DANRE Insulin-like growth factor-binding protein complex acid labile subunit OS=Danio rerio OX=7955 GN=igfals PE=4 SV=1
OG0000313	Coturnix_japonica_XP_015740870.1 beta-nerve growth factor isoform X1 [Coturnix japonica]	Danio_rerio_sp_Q6YBR5_NGF_DANRE sp|Q6YBR5|NGF_DANRE Nerve growth factor OS=Danio rerio OX=7955 GN=ngf PE=2 SV=1, Danio_rerio_tr_B2GR51_B2GR51_DANRE tr|B2GR51|B2GR51_DANRE Ngf protein OS=Danio rerio OX=7955 GN=ngf PE=2 SV=1, Danio_rerio_sp_O73797_NTF7_DANRE sp|O73797|NTF7_DANRE Neurotrophin-7 OS=Danio rerio OX=7955 GN=ntf7 PE=2 SV=1, Danio_rerio_tr_B3DG61_B3DG61_DANRE tr|B3DG61|B3DG61_DANRE Ntf7 protein OS=Danio rerio OX=7955 GN=ntf7 PE=2 SV=1
OG0000313	Coturnix_japonica_XP_015718942.1 brain-derived neurotrophic factor isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q6NZ01_Q6NZ01_DANRE tr|Q6NZ01|Q6NZ01_DANRE Brain-derived neurotrophic factor OS=Danio rerio OX=7955 GN=bdnf PE=2 SV=1
OG0000316	Coturnix_japonica_XP_015742443.1 complement C1q-like protein 4 [Coturnix japonica], Coturnix_japonica_XP_015740937.1 C1q-related factor [Coturnix japonica], Coturnix_japonica_XP_015708982.1 complement C1q-like protein 3 [Coturnix japonica]	Danio_rerio_tr_Q6NZU2_Q6NZU2_DANRE tr|Q6NZU2|Q6NZU2_DANRE Complement C1q-like protein 3 precursor OS=Danio rerio OX=7955 GN=zgc_77412 PE=2 SV=1
OG0000339	Coturnix_japonica_XP_015719311.1 PREDICTED_ insulin [Coturnix japonica]	Danio_rerio_tr_B2GSI0_B2GSI0_DANRE tr|B2GSI0|B2GSI0_DANRE Insulin OS=Danio rerio OX=7955 GN=ins PE=2 SV=1, Danio_rerio_sp_O73727_INS_DANRE sp|O73727|INS_DANRE Insulin OS=Danio rerio OX=7955 GN=ins PE=3 SV=1
OG0000343	Coturnix_japonica_XP_015742192.1 cytokine receptor-like factor 1 isoform X2 [Coturnix japonica]	Danio_rerio_tr_A8WG66_A8WG66_DANRE tr|A8WG66|A8WG66_DANRE Crlf1b protein OS=Danio rerio OX=7955 GN=zgc_172222 PE=2 SV=1, Danio_rerio_tr_B8JL58_B8JL58_DANRE tr|B8JL58|B8JL58_DANRE Cytokine receptor-like factor 1b OS=Danio rerio OX=7955 GN=clf-1.b PE=4 SV=1, Danio_rerio_tr_Q6DG28_Q6DG28_DANRE tr|Q6DG28|Q6DG28_DANRE Crlf1a protein OS=Danio rerio OX=7955 GN=clf-1.a PE=2 SV=1
OG0000344	Coturnix_japonica_XP_015730282.1 follistatin-related protein 1 [Coturnix japonica]	Danio_rerio_tr_Q567W5_Q567W5_DANRE tr|Q567W5|Q567W5_DANRE Follistatin-like 1a OS=Danio rerio OX=7955 GN=fstl1 PE=2 SV=1, Danio_rerio_tr_Q2PMI2_Q2PMI2_DANRE tr|Q2PMI2|Q2PMI2_DANRE Follistatin-like 1b OS=Danio rerio OX=7955 GN=fa95c03 PE=1 SV=1
OG0000348	Coturnix_japonica_XP_015740364.1 nyctalopin [Coturnix japonica]	Danio_rerio_tr_Q00P20_Q00P20_DANRE tr|Q00P20|Q00P20_DANRE Nyctalopin OS=Danio rerio OX=7955 GN=nyx PE=2 SV=1
OG0000351	Coturnix_japonica_XP_015727176.1 kininogen-1 [Coturnix japonica]	Danio_rerio_tr_Q5XJ76_Q5XJ76_DANRE tr|Q5XJ76|Q5XJ76_DANRE Kininogen 1 OS=Danio rerio OX=7955 GN=fb64g01 PE=1 SV=1
OG0000370	Coturnix_japonica_XP_015717996.1 complement C1q tumor necrosis factor-related protein 6 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015732510.1 complement C1q tumor necrosis factor-related protein 8 [Coturnix japonica], Coturnix_japonica_XP_015735466.1 complement C1q tumor necrosis factor-related protein 1 [Coturnix japonica]	Danio_rerio_tr_Q566P1_Q566P1_DANRE tr|Q566P1|Q566P1_DANRE C1q and TNF-related 1 OS=Danio rerio OX=7955 GN=zgc_113062 PE=2 SV=1
OG0000392	Coturnix_japonica_XP_015716328.1 PREDICTED_ chondroadherin-like protein [Coturnix japonica]	Danio_rerio_tr_E7EXH9_E7EXH9_DANRE tr|E7EXH9|E7EXH9_DANRE Chondroadherin-like a OS=Danio rerio OX=7955 GN=chadla PE=3 SV=1, Danio_rerio_tr_F1Q881_F1Q881_DANRE tr|F1Q881|F1Q881_DANRE Chondroadherin-like b OS=Danio rerio OX=7955 GN=chadlb PE=4 SV=1
OG0000394	Coturnix_japonica_XP_015731286.1 SPARC [Coturnix japonica]	Danio_rerio_tr_Q6IQH0_Q6IQH0_DANRE tr|Q6IQH0|Q6IQH0_DANRE SPARC OS=Danio rerio OX=7955 GN=hm_zeh0062 PE=1 SV=1
OG0000394	Coturnix_japonica_XP_015717021.1 SPARC-like protein 1 isoform X1 [Coturnix japonica]	Danio_rerio_tr_B3DJ32_B3DJ32_DANRE tr|B3DJ32|B3DJ32_DANRE SPARC-like 1 OS=Danio rerio OX=7955 GN=sparcl PE=2 SV=1
OG0000395	Coturnix_japonica_XP_015742232.1 neurturin isoform X1 [Coturnix japonica]	Danio_rerio_tr_E7FAV4_E7FAV4_DANRE tr|E7FAV4|E7FAV4_DANRE Neurturin OS=Danio rerio OX=7955 GN=nrtn PE=3 SV=1
OG0000395	Coturnix_japonica_XP_015704003.1 PREDICTED_ glial cell line-derived neurotrophic factor isoform X2 [Coturnix japonica]	Danio_rerio_tr_A7E220_A7E220_DANRE tr|A7E220|A7E220_DANRE Glial cell line-derived neurotrophic factor OS=Danio rerio OX=7955 GN=gdnf PE=2 SV=1, Danio_rerio_sp_Q98TU0_GDNF_DANRE sp|Q98TU0|GDNF_DANRE Glial cell line-derived neurotrophic factor OS=Danio rerio OX=7955 GN=gdnf PE=1 SV=1
OG0000413	Coturnix_japonica_XP_015728198.1 chondroitin sulfate proteoglycan 4 [Coturnix japonica], Coturnix_japonica_XP_015704219.1 PREDICTED_ LOW QUALITY PROTEIN_ chondroitin sulfate proteoglycan 4-like [Coturnix japonica]	Danio_rerio_tr_E7FCN9_E7FCN9_DANRE tr|E7FCN9|E7FCN9_DANRE Chondroitin sulfate proteoglycan 4 OS=Danio rerio OX=7955 GN=cspg4 PE=4 SV=1
OG0000422	Coturnix_japonica_XP_015713556.1 LOW QUALITY PROTEIN_ fibronectin type III domain-containing protein 1 [Coturnix japonica]	Danio_rerio_tr_F1R5Z2_F1R5Z2_DANRE tr|F1R5Z2|F1R5Z2_DANRE Fibronectin type III domain-containing 1 OS=Danio rerio OX=7955 GN=fndc1 PE=4 SV=1
OG0000422	Coturnix_japonica_XP_015732501.1 PREDICTED_ target of Nesh-SH3 isoform X4 [Coturnix japonica]	Danio_rerio_tr_F1Q9H3_F1Q9H3_DANRE tr|F1Q9H3|F1Q9H3_DANRE ABI family_ member 3 _NESH_-binding protein a OS=Danio rerio OX=7955 GN=abi3bp PE=4 SV=3, Danio_rerio_tr_Q7ZW12_Q7ZW12_DANRE tr|Q7ZW12|Q7ZW12_DANRE ABI family_ member 3 _NESH_-binding protein b OS=Danio rerio OX=7955 GN=zgc_55418 PE=2 SV=1
OG0000425	Coturnix_japonica_XP_015719908.1 midkine [Coturnix japonica]	Danio_rerio_tr_Q9DDG2_Q9DDG2_DANRE tr|Q9DDG2|Q9DDG2_DANRE Midkine b OS=Danio rerio OX=7955 GN=mdk2 PE=1 SV=1, Danio_rerio_tr_Q9W767_Q9W767_DANRE tr|Q9W767|Q9W767_DANRE Midkine a OS=Danio rerio OX=7955 GN=fb05b02 PE=1 SV=1
OG0000425	Coturnix_japonica_XP_015722096.1 pleiotrophin [Coturnix japonica]	Danio_rerio_tr_Q502U6_Q502U6_DANRE tr|Q502U6|Q502U6_DANRE Pleiotrophin OS=Danio rerio OX=7955 GN=zHBNF PE=2 SV=1
OG0000431	Coturnix_japonica_XP_015711200.1 extracellular sulfatase Sulf-1 isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015737022.1 extracellular sulfatase Sulf-2 isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q6EF98_Q6EF98_DANRE tr|Q6EF98|Q6EF98_DANRE Extracellular sulfatase OS=Danio rerio OX=7955 GN=si_dkeyp-84g9.1 PE=2 SV=1, Danio_rerio_tr_Q7ZVU8_Q7ZVU8_DANRE tr|Q7ZVU8|Q7ZVU8_DANRE Extracellular sulfatase OS=Danio rerio OX=7955 GN=sulf2 PE=2 SV=1
OG0000433	Coturnix_japonica_XP_015716470.1 platelet-derived growth factor C [Coturnix japonica], Coturnix_japonica_XP_015707729.1 PREDICTED_ platelet-derived growth factor D_ partial [Coturnix japonica]	Danio_rerio_tr_A0A8N7TD29_A0A8N7TD29_DANRE tr|A0A8N7TD29|A0A8N7TD29_DANRE Platelet-derived growth factor C isoform X1 OS=Danio rerio OX=7955 GN=pdgfc PE=3 SV=1
OG0000450	Coturnix_japonica_XP_015739809.1 reelin isoform X3 [Coturnix japonica]	Danio_rerio_tr_G1BJ50_G1BJ50_DANRE tr|G1BJ50|G1BJ50_DANRE Reelin OS=Danio rerio OX=7955 GN=reln PE=2 SV=1
OG0000463	Coturnix_japonica_XP_015711086.1 wnt inhibitory factor 1 [Coturnix japonica]	Danio_rerio_sp_Q9W6F9_WIF1_DANRE sp|Q9W6F9|WIF1_DANRE Wnt inhibitory factor 1 OS=Danio rerio OX=7955 GN=wif1 PE=2 SV=1
OG0000471	Coturnix_japonica_XP_015707577.1 complement C1q and tumor necrosis factor-related protein 9A-like [Coturnix japonica]	Danio_rerio_tr_E7F7K2_E7F7K2_DANRE tr|E7F7K2|E7F7K2_DANRE C1q and TNF related 9 isoform X1 OS=Danio rerio OX=7955 GN=zgc_175268 PE=4 SV=1, Danio_rerio_tr_B0JZP6_B0JZP6_DANRE tr|B0JZP6|B0JZP6_DANRE C1q and TNF related 9 isoform X2 OS=Danio rerio OX=7955 GN=c1qtnf9 PE=2 SV=1
OG0000471	Coturnix_japonica_XP_015726798.1 adiponectin [Coturnix japonica]	Danio_rerio_tr_Q0P415_Q0P415_DANRE tr|Q0P415|Q0P415_DANRE Adiponectin precursor OS=Danio rerio OX=7955 GN=adipoql PE=2 SV=1
OG0000473	Coturnix_japonica_XP_015718041.1 protein phosphatase 1 regulatory subunit 29 [Coturnix japonica], Coturnix_japonica_XP_015732452.1 protein ELFN1 [Coturnix japonica]	Danio_rerio_tr_F1Q7Y5_F1Q7Y5_DANRE tr|F1Q7Y5|F1Q7Y5_DANRE Extracellular leucine-rich repeat and fibronectin type III domain-containing 1b OS=Danio rerio OX=7955 GN=elfn1b PE=4 SV=2
OG0000516	Coturnix_japonica_XP_015703819.1 collagen and calcium-binding EGF domain-containing protein 1 [Coturnix japonica]	Danio_rerio_sp_A8WGB1_CCBE1_DANRE sp|A8WGB1|CCBE1_DANRE Collagen and calcium-binding EGF domain-containing protein 1 OS=Danio rerio OX=7955 GN=ccbe1 PE=1 SV=2
OG0000522	Coturnix_japonica_XP_015712732.1 left-right determination factor 1 [Coturnix japonica]	Danio_rerio_tr_Q9W6I7_Q9W6I7_DANRE tr|Q9W6I7|Q9W6I7_DANRE Left-right determination factor OS=Danio rerio OX=7955 GN=cb720 PE=2 SV=1, Danio_rerio_tr_Q9PW55_Q9PW55_DANRE tr|Q9PW55|Q9PW55_DANRE Left-right determination factor OS=Danio rerio OX=7955 GN=xx_tdsubc_2b12 PE=2 SV=1
OG0000526	Coturnix_japonica_XP_015723458.1 von Willebrand factor C domain-containing protein 2-like isoform X1 [Coturnix japonica]	Danio_rerio_sp_B0UZC8_VWC2L_DANRE sp|B0UZC8|VWC2L_DANRE von Willebrand factor C domain-containing protein 2-like OS=Danio rerio OX=7955 GN=vwc2l PE=2 SV=1
OG0000526	Coturnix_japonica_XP_015709844.1 brorin [Coturnix japonica]	Danio_rerio_tr_B0I1T8_B0I1T8_DANRE tr|B0I1T8|B0I1T8_DANRE Brorin OS=Danio rerio OX=7955 GN=brorin PE=2 SV=1
OG0000529	Coturnix_japonica_XP_015739970.1 protein MRP-126 [Coturnix japonica]	Danio_rerio_tr_Q7ZVA4_Q7ZVA4_DANRE tr|Q7ZVA4|Q7ZVA4_DANRE Protein S100 OS=Danio rerio OX=7955 GN=hm_zehn1116 PE=1 SV=1
OG0000562	Coturnix_japonica_XP_015707974.1 tsukushin isoform X1 [Coturnix japonica]	Danio_rerio_sp_Q58A48_TSK_DANRE sp|Q58A48|TSK_DANRE Tsukushi OS=Danio rerio OX=7955 GN=tsku PE=2 SV=2, Danio_rerio_tr_F1QUL3_F1QUL3_DANRE tr|F1QUL3|F1QUL3_DANRE Tsukushi OS=Danio rerio OX=7955 GN=Z-TSK PE=4 SV=1, Danio_rerio_tr_A8BB59_A8BB59_DANRE tr|A8BB59|A8BB59_DANRE Tsukushin isoform 1 precursor _Fragment_ OS=Danio rerio OX=7955 GN=tsk PE=2 SV=1
OG0000590	Coturnix_japonica_XP_015715109.1 EMILIN-1 [Coturnix japonica]	Danio_rerio_sp_F1QC17_EMI1A_DANRE sp|F1QC17|EMI1A_DANRE EMILIN-1-A OS=Danio rerio OX=7955 GN=emilin1a PE=3 SV=1, Danio_rerio_tr_Q5TZ63_Q5TZ63_DANRE tr|Q5TZ63|Q5TZ63_DANRE EMILIN-1 precursor OS=Danio rerio OX=7955 GN=im_7159005 PE=1 SV=1, Danio_rerio_tr_Q0VA81_Q0VA81_DANRE tr|Q0VA81|Q0VA81_DANRE EMILIN-1 precursor OS=Danio rerio OX=7955 GN=fc16f07 PE=2 SV=1
OG0000591	Coturnix_japonica_XP_015703917.1 C-C motif chemokine 19 [Coturnix japonica]	Danio_rerio_tr_F6P784_F6P784_DANRE tr|F6P784|F6P784_DANRE C-C motif chemokine 19-like precursor OS=Danio rerio OX=7955 GN=zgc_194112 PE=4 SV=1, Danio_rerio_tr_A0A2R8QTH6_A0A2R8QTH6_DANRE tr|A0A2R8QTH6|A0A2R8QTH6_DANRE Chemokine _C-C motif_ ligand 19a_ tandem duplicate 2 OS=Danio rerio OX=7955 GN=LOC794521 PE=2 SV=1
OG0000592	Coturnix_japonica_XP_015725351.1 proteoglycan 4 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015736025.1 vitronectin [Coturnix japonica]	Danio_rerio_tr_Q502F1_Q502F1_DANRE tr|Q502F1|Q502F1_DANRE Vitronectin a OS=Danio rerio OX=7955 GN=zgc_112277 PE=2 SV=1, Danio_rerio_tr_F1Q5D8_F1Q5D8_DANRE tr|F1Q5D8|F1Q5D8_DANRE Vitronectin b OS=Danio rerio OX=7955 GN=vtn PE=1 SV=1, Danio_rerio_tr_A7E2Q3_A7E2Q3_DANRE tr|A7E2Q3|A7E2Q3_DANRE Vtnb protein _Fragment_ OS=Danio rerio OX=7955 GN=vtnb PE=2 SV=1
OG0000593	Coturnix_japonica_XP_015727359.1 thrombopoietin isoform X1 [Coturnix japonica]	Danio_rerio_tr_B1N8Y2_B1N8Y2_DANRE tr|B1N8Y2|B1N8Y2_DANRE Erythropoietin OS=Danio rerio OX=7955 GN=epo PE=2 SV=1, Danio_rerio_tr_B1N8Y1_B1N8Y1_DANRE tr|B1N8Y1|B1N8Y1_DANRE Erythropoietin OS=Danio rerio OX=7955 GN=epo PE=2 SV=1, Danio_rerio_sp_Q2XNF5_EPO_DANRE sp|Q2XNF5|EPO_DANRE Erythropoietin OS=Danio rerio OX=7955 GN=epo PE=1 SV=1, Danio_rerio_tr_B3DI26_B3DI26_DANRE tr|B3DI26|B3DI26_DANRE Erythropoietin OS=Danio rerio OX=7955 GN=epo PE=2 SV=1
OG0000623	Coturnix_japonica_XP_015723180.1 collagen alpha-1_VI_ chain [Coturnix japonica]	Danio_rerio_tr_F1Q6P3_F1Q6P3_DANRE tr|F1Q6P3|F1Q6P3_DANRE Collagen alpha-1_VI_ chain OS=Danio rerio OX=7955 GN=col6a1 PE=1 SV=2
OG0000672	Coturnix_japonica_XP_015709193.1 PREDICTED_ acetylcholinesterase collagenic tail peptide [Coturnix japonica]	Danio_rerio_tr_F1Q7Y1_F1Q7Y1_DANRE tr|F1Q7Y1|F1Q7Y1_DANRE Acetylcholinesterase collagenic tail peptide isoform X2 OS=Danio rerio OX=7955 GN=colq PE=4 SV=2
OG0000683	Coturnix_japonica_XP_015710738.2 LOW QUALITY PROTEIN_ EMILIN-2 [Coturnix japonica]	Danio_rerio_tr_A0A8M1Q7M7_A0A8M1Q7M7_DANRE tr|A0A8M1Q7M7|A0A8M1Q7M7_DANRE EMILIN-2 OS=Danio rerio OX=7955 GN=emilin2a PE=4 SV=1, Danio_rerio_tr_A0A0R4IW71_A0A0R4IW71_DANRE tr|A0A0R4IW71|A0A0R4IW71_DANRE EMILIN-2 isoform X1 OS=Danio rerio OX=7955 GN=emilin2b PE=4 SV=1
OG0000685	Coturnix_japonica_XP_015708049.1 hemopexin [Coturnix japonica]	Danio_rerio_sp_Q6PHG2_HEMO_DANRE sp|Q6PHG2|HEMO_DANRE Hemopexin OS=Danio rerio OX=7955 GN=hpx PE=2 SV=2
OG0000687	Coturnix_japonica_XP_015736137.1 pigment epithelium-derived factor [Coturnix japonica]	Danio_rerio_tr_Q66I20_Q66I20_DANRE tr|Q66I20|Q66I20_DANRE Pigment epithelium-derived factor precursor OS=Danio rerio OX=7955 GN=serpinf1 PE=1 SV=1
OG0000688	Coturnix_japonica_XP_015708090.1 serpin H1 [Coturnix japonica]	Danio_rerio_tr_A8WFU6_A8WFU6_DANRE tr|A8WFU6|A8WFU6_DANRE Serpin H1 precursor OS=Danio rerio OX=7955 GN=wu_fa97d12 PE=1 SV=1, Danio_rerio_tr_F1QQ04_F1QQ04_DANRE tr|F1QQ04|F1QQ04_DANRE Serpin H1 precursor OS=Danio rerio OX=7955 GN=cb216 PE=1 SV=2
OG0000689	Coturnix_japonica_XP_015722302.1 stromal cell-derived factor 1 [Coturnix japonica]	Danio_rerio_tr_Q6V9B5_Q6V9B5_DANRE tr|Q6V9B5|Q6V9B5_DANRE Stromal cell-derived factor 1 _Fragment_ OS=Danio rerio OX=7955 GN=SDF1b PE=2 SV=1, Danio_rerio_tr_Q8AV10_Q8AV10_DANRE tr|Q8AV10|Q8AV10_DANRE Stromal cell-derived factor 1 OS=Danio rerio OX=7955 GN=SDF-1 PE=2 SV=1
OG0000690	Coturnix_japonica_XP_015740623.1 interleukin-20-like [Coturnix japonica]	Danio_rerio_tr_Q4LDR4_Q4LDR4_DANRE tr|Q4LDR4|Q4LDR4_DANRE Interleukin family protein OS=Danio rerio OX=7955 GN=il19l PE=2 SV=1
OG0000691	Coturnix_japonica_XP_015729381.1 interleukin-34 isoform X1 [Coturnix japonica]	Danio_rerio_tr_B3DLJ8_B3DLJ8_DANRE tr|B3DLJ8|B3DLJ8_DANRE Interleukin 34 OS=Danio rerio OX=7955 GN=si_ch211-239j19.3 PE=2 SV=1
OG0000692	Coturnix_japonica_XP_015728094.1 PREDICTED_ zona pellucida sperm-binding protein 3 [Coturnix japonica]	Danio_rerio_tr_O12989_O12989_DANRE tr|O12989|O12989_DANRE Chorion proteic component OS=Danio rerio OX=7955 GN=zfZPC PE=1 SV=3, Danio_rerio_tr_Q9PWC7_Q9PWC7_DANRE tr|Q9PWC7|Q9PWC7_DANRE Zona pellucida sperm-binding protein 3 OS=Danio rerio OX=7955 GN=zp3.2 PE=1 SV=1, Danio_rerio_tr_Q4QRF0_Q4QRF0_DANRE tr|Q4QRF0|Q4QRF0_DANRE Zona pellucida sperm-binding protein 3 OS=Danio rerio OX=7955 GN=zpc2 PE=1 SV=1
OG0000694	Coturnix_japonica_XP_015710248.1 prolactin [Coturnix japonica]	Danio_rerio_tr_Q569P7_Q569P7_DANRE tr|Q569P7|Q569P7_DANRE Prolactin OS=Danio rerio OX=7955 GN=zgc_110500 PE=2 SV=1
OG0000760	Coturnix_japonica_XP_015720534.1 C-type lectin domain family 14 member A [Coturnix japonica]	Danio_rerio_tr_Q7SXC9_Q7SXC9_DANRE tr|Q7SXC9|Q7SXC9_DANRE C-type lectin domain family 14 member A precursor OS=Danio rerio OX=7955 GN=zgc_66439 PE=2 SV=1
OG0000851	Coturnix_japonica_XP_015722519.1 collagen alpha-1_XVII_ chain [Coturnix japonica]	Danio_rerio_tr_B8A4S4_B8A4S4_DANRE tr|B8A4S4|B8A4S4_DANRE Collagen_ type XVII_ alpha 1a OS=Danio rerio OX=7955 GN=si_ch211-281g13.3 PE=4 SV=1
OG0000852	Coturnix_japonica_XP_015723178.1 collagen alpha-2_VI_ chain isoform X1 [Coturnix japonica]	Danio_rerio_tr_E7FCV8_E7FCV8_DANRE tr|E7FCV8|E7FCV8_DANRE Collagen alpha-2_VI_ chain isoform X4 OS=Danio rerio OX=7955 GN=col6a2 PE=1 SV=3
OG0000853	Coturnix_japonica_XP_015732049.1 collagen alpha-1_VIII_ chain [Coturnix japonica]	Danio_rerio_tr_B7SW26_B7SW26_DANRE tr|B7SW26|B7SW26_DANRE Collagen alpha-1_VIII_ chain precursor OS=Danio rerio OX=7955 GN=col8a1 PE=1 SV=1
OG0000854	Coturnix_japonica_XP_015738726.1 collagen alpha-2_VIII_ chain [Coturnix japonica]	Danio_rerio_tr_Q1LUA9_Q1LUA9_DANRE tr|Q1LUA9|Q1LUA9_DANRE Collagen alpha-2_VIII_ chain precursor OS=Danio rerio OX=7955 GN=si_ch211-197n10.4 PE=4 SV=1
OG0000855	Coturnix_japonica_XP_015738727.1 PREDICTED_ collagen alpha-2_IX_ chain [Coturnix japonica]	Danio_rerio_tr_Q1LXU2_Q1LXU2_DANRE tr|Q1LXU2|Q1LXU2_DANRE Collagen alpha-2_IX_ chain precursor OS=Danio rerio OX=7955 GN=cb343 PE=1 SV=1
OG0000856	Coturnix_japonica_XP_015727443.1 PREDICTED_ microfibrillar-associated protein 5 isoform X2 [Coturnix japonica]	Danio_rerio_tr_E9QCC4_E9QCC4_DANRE tr|E9QCC4|E9QCC4_DANRE Microfibril-associated protein 5 OS=Danio rerio OX=7955 GN=mfap5 PE=3 SV=1
OG0000857	Coturnix_japonica_XP_015721961.1 serglycin [Coturnix japonica]	Danio_rerio_tr_B8A5H9_B8A5H9_DANRE tr|B8A5H9|B8A5H9_DANRE Serglycin OS=Danio rerio OX=7955 GN=fk86b08 PE=4 SV=1
OG0000858	Coturnix_japonica_XP_015727175.1 histidine-rich glycoprotein [Coturnix japonica]	Danio_rerio_tr_Q1LUV0_Q1LUV0_DANRE tr|Q1LUV0|Q1LUV0_DANRE Si_ch211-262h13.5 OS=Danio rerio OX=7955 GN=zgc_152985 PE=4 SV=1
