Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000107	Branchiostoma_floridae_tr_A0A9J7MM77_A0A9J7MM77_BRAFL tr|A0A9J7MM77|A0A9J7MM77_BRAFL Protein eyes shut-like OS=Branchiostoma floridae OX=7739 GN=LOC118413167 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LWW2_A0A9J7LWW2_BRAFL tr|A0A9J7LWW2|A0A9J7LWW2_BRAFL Tenascin-like OS=Branchiostoma floridae OX=7739 GN=LOC118425347 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N8J2_A0A9J7N8J2_BRAFL tr|A0A9J7N8J2|A0A9J7N8J2_BRAFL Uncharacterized protein LOC118428496 OS=Branchiostoma floridae OX=7739 GN=LOC118428496 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8D3_A0A9J7M8D3_BRAFL tr|A0A9J7M8D3|A0A9J7M8D3_BRAFL Uncharacterized protein LOC118429111 OS=Branchiostoma floridae OX=7739 GN=LOC118429111 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M683_A0A9J7M683_BRAFL tr|A0A9J7M683|A0A9J7M683_BRAFL Uncharacterized protein LOC118429110 OS=Branchiostoma floridae OX=7739 GN=LOC118429110 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N533_A0A9J7N533_BRAFL tr|A0A9J7N533|A0A9J7N533_BRAFL Cadherin EGF LAG seven-pass G-type receptor 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118425348 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N486_A0A9J7N486_BRAFL tr|A0A9J7N486|A0A9J7N486_BRAFL Protocadherin Fat 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118426128 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3L9_A0A9J7N3L9_BRAFL tr|A0A9J7N3L9|A0A9J7N3L9_BRAFL Uncharacterized protein LOC118425665 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118425665 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N5B5_A0A9J7N5B5_BRAFL tr|A0A9J7N5B5|A0A9J7N5B5_BRAFL Uncharacterized protein LOC118425665 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118425665 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N5I2_A0A9J7N5I2_BRAFL tr|A0A9J7N5I2|A0A9J7N5I2_BRAFL Uncharacterized protein LOC118425664 OS=Branchiostoma floridae OX=7739 GN=LOC118425664 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LYF5_A0A9J7LYF5_BRAFL tr|A0A9J7LYF5|A0A9J7LYF5_BRAFL BMP-binding endothelial regulator protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118426129 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MSQ0_A0A9J7MSQ0_BRAFL tr|A0A9J7MSQ0|A0A9J7MSQ0_BRAFL Uncharacterized protein LOC118416682 OS=Branchiostoma floridae OX=7739 GN=LOC118416682 PE=4 SV=1	Nematostella_vectensis_NV2t000502001.1 NV2t000502001.1
OG0000108	Branchiostoma_floridae_tr_A0A9J7MY61_A0A9J7MY61_BRAFL tr|A0A9J7MY61|A0A9J7MY61_BRAFL Matrilin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118421278 PE=4 SV=1, Branchiostoma_floridae_tr_C3Y507_C3Y507_BRAFL tr|C3Y507|C3Y507_BRAFL Collagen alpha-1_XXII_ chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118413957 PE=4 SV=1	Nematostella_vectensis_NV2t016607001.1 NV2t016607001.1, Nematostella_vectensis_NV2t010551001.1 NV2t010551001.1, Nematostella_vectensis_NV2t010983001.1 NV2t010983001.1, Nematostella_vectensis_NV2t009553001.1 NV2t009553001.1, Nematostella_vectensis_NV2t020559001.1 NV2t020559001.1, Nematostella_vectensis_NV2t019715001.1 NV2t019715001.1, Nematostella_vectensis_NV2t010019001.1 NV2t010019001.1, Nematostella_vectensis_NV2t010018001.1 NV2t010018001.1, Nematostella_vectensis_NV2t010017001.1 NV2t010017001.1, Nematostella_vectensis_NV2t020560001.1 NV2t020560001.1
OG0000111	Branchiostoma_floridae_tr_A0A9J7M730_A0A9J7M730_BRAFL tr|A0A9J7M730|A0A9J7M730_BRAFL Activating transcription factor 7-interacting protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N9V5_A0A9J7N9V5_BRAFL tr|A0A9J7N9V5|A0A9J7N9V5_BRAFL Activating transcription factor 7-interacting protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M4Q8_A0A9J7M4Q8_BRAFL tr|A0A9J7M4Q8|A0A9J7M4Q8_BRAFL Activating transcription factor 7-interacting protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M501_A0A9J7M501_BRAFL tr|A0A9J7M501|A0A9J7M501_BRAFL Activating transcription factor 7-interacting protein 1-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M5T9_A0A9J7M5T9_BRAFL tr|A0A9J7M5T9|A0A9J7M5T9_BRAFL Activating transcription factor 7-interacting protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N643_A0A9J7N643_BRAFL tr|A0A9J7N643|A0A9J7N643_BRAFL Activating transcription factor 7-interacting protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M5H9_A0A9J7M5H9_BRAFL tr|A0A9J7M5H9|A0A9J7M5H9_BRAFL Mucin-5AC-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N8N9_A0A9J7N8N9_BRAFL tr|A0A9J7N8N9|A0A9J7N8N9_BRAFL Activating transcription factor 7-interacting protein 1-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N824_A0A9J7N824_BRAFL tr|A0A9J7N824|A0A9J7N824_BRAFL Flocculation protein FLO11-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N9G1_A0A9J7N9G1_BRAFL tr|A0A9J7N9G1|A0A9J7N9G1_BRAFL Flocculation protein FLO11-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118428681 PE=4 SV=1	Nematostella_vectensis_NV2t018220001.1 NV2t018220001.1, Nematostella_vectensis_NV2t007958001.1 NV2t007958001.1, Nematostella_vectensis_NV2t017350001.1 NV2t017350001.1
OG0000112	Branchiostoma_floridae_tr_A0A9J7L0B5_A0A9J7L0B5_BRAFL tr|A0A9J7L0B5|A0A9J7L0B5_BRAFL Heparanase-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118413989 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L175_A0A9J7L175_BRAFL tr|A0A9J7L175|A0A9J7L175_BRAFL Heparanase-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118413989 PE=3 SV=1	Nematostella_vectensis_NV2t018651001.1 NV2t018651001.1, Nematostella_vectensis_NV2t017717001.1 NV2t017717001.1
OG0000113	Branchiostoma_floridae_tr_A0A9J7N5I6_A0A9J7N5I6_BRAFL tr|A0A9J7N5I6|A0A9J7N5I6_BRAFL Fibronectin type-III domain-containing protein 3A-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118426863 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M0I1_A0A9J7M0I1_BRAFL tr|A0A9J7M0I1|A0A9J7M0I1_BRAFL Fibronectin type-III domain-containing protein 3A-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118426863 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1M0_A0A9J7M1M0_BRAFL tr|A0A9J7M1M0|A0A9J7M1M0_BRAFL Fibronectin type-III domain-containing protein 3A-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118426863 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1B4_A0A9J7M1B4_BRAFL tr|A0A9J7M1B4|A0A9J7M1B4_BRAFL Fibronectin type-III domain-containing protein 3A-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118426863 PE=4 SV=1	Nematostella_vectensis_NV2t022291001.1 NV2t022291001.1
OG0000114	Branchiostoma_floridae_tr_A0A9J7MRQ7_A0A9J7MRQ7_BRAFL tr|A0A9J7MRQ7|A0A9J7MRQ7_BRAFL Host cell factor 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118415779 PE=4 SV=1	Nematostella_vectensis_NV2t003399001.1 NV2t003399001.1
OG0000116	Branchiostoma_floridae_tr_A0A9J7LPZ5_A0A9J7LPZ5_BRAFL tr|A0A9J7LPZ5|A0A9J7LPZ5_BRAFL Neural cell adhesion molecule 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N0R1_A0A9J7N0R1_BRAFL tr|A0A9J7N0R1|A0A9J7N0R1_BRAFL Neural cell adhesion molecule 2-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N0W9_A0A9J7N0W9_BRAFL tr|A0A9J7N0W9|A0A9J7N0W9_BRAFL Neural cell adhesion molecule 2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LN30_A0A9J7LN30_BRAFL tr|A0A9J7LN30|A0A9J7LN30_BRAFL Neural cell adhesion molecule 2-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LNR1_A0A9J7LNR1_BRAFL tr|A0A9J7LNR1|A0A9J7LNR1_BRAFL Neural cell adhesion molecule 2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1	Nematostella_vectensis_NV2t021902003.1 NV2t021902003.1, Nematostella_vectensis_NV2t021902008.1 NV2t021902008.1, Nematostella_vectensis_NV2t021902002.1 NV2t021902002.1, Nematostella_vectensis_NV2t021902009.1 NV2t021902009.1, Nematostella_vectensis_NV2t021902006.1 NV2t021902006.1, Nematostella_vectensis_NV2t021902001.1 NV2t021902001.1, Nematostella_vectensis_NV2t021902010.1 NV2t021902010.1, Nematostella_vectensis_NV2t021902005.1 NV2t021902005.1, Nematostella_vectensis_NV2t021902007.1 NV2t021902007.1, Nematostella_vectensis_NV2t021902004.1 NV2t021902004.1, Nematostella_vectensis_NV2t021924001.1 NV2t021924001.1
OG0000119	Branchiostoma_floridae_tr_A0A9J7MH87_A0A9J7MH87_BRAFL tr|A0A9J7MH87|A0A9J7MH87_BRAFL Leucine-rich repeat-containing protein 40-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118431999 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MDQ2_A0A9J7MDQ2_BRAFL tr|A0A9J7MDQ2|A0A9J7MDQ2_BRAFL Leucine-rich repeat-containing protein 40-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118431999 PE=4 SV=1	Nematostella_vectensis_NV2t000890002.1 NV2t000890002.1, Nematostella_vectensis_NV2t000890001.1 NV2t000890001.1
OG0000120	Branchiostoma_floridae_tr_A0A9J7HNG3_A0A9J7HNG3_BRAFL tr|A0A9J7HNG3|A0A9J7HNG3_BRAFL Syndecan OS=Branchiostoma floridae OX=7739 GN=LOC118405168 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HJA4_A0A9J7HJA4_BRAFL tr|A0A9J7HJA4|A0A9J7HJA4_BRAFL Syndecan OS=Branchiostoma floridae OX=7739 GN=LOC118405168 PE=3 SV=1	Nematostella_vectensis_NV2t006659001.1 NV2t006659001.1
OG0000121	Branchiostoma_floridae_tr_A0A9J7M126_A0A9J7M126_BRAFL tr|A0A9J7M126|A0A9J7M126_BRAFL Macrophage mannose receptor 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118427103 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMR7_A0A9J7KMR7_BRAFL tr|A0A9J7KMR7|A0A9J7KMR7_BRAFL Uncharacterized protein LOC118409712 OS=Branchiostoma floridae OX=7739 GN=LOC118409712 PE=4 SV=1	Nematostella_vectensis_NV2t005949001.1 NV2t005949001.1
OG0000121	Branchiostoma_floridae_tr_A0A9J7M5U5_A0A9J7M5U5_BRAFL tr|A0A9J7M5U5|A0A9J7M5U5_BRAFL Uncharacterized protein LOC118429108 OS=Branchiostoma floridae OX=7739 GN=LOC118429108 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MDU9_A0A9J7MDU9_BRAFL tr|A0A9J7MDU9|A0A9J7MDU9_BRAFL Uncharacterized protein LOC118431996 OS=Branchiostoma floridae OX=7739 GN=LOC118431996 PE=4 SV=1	Nematostella_vectensis_NV2t022155001.1 NV2t022155001.1, Nematostella_vectensis_NV2t022155002.1 NV2t022155002.1
OG0000122	Branchiostoma_floridae_tr_A0A9J7KQC2_A0A9J7KQC2_BRAFL tr|A0A9J7KQC2|A0A9J7KQC2_BRAFL Uncharacterized protein LOC118410597 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118410597 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQD2_A0A9J7KQD2_BRAFL tr|A0A9J7KQD2|A0A9J7KQD2_BRAFL Uncharacterized protein LOC118410597 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118410597 PE=4 SV=1	Nematostella_vectensis_NV2t020322001.1 NV2t020322001.1
OG0000126	Branchiostoma_floridae_tr_A0A9J7L7T0_A0A9J7L7T0_BRAFL tr|A0A9J7L7T0|A0A9J7L7T0_BRAFL Vitellogenin-3-like OS=Branchiostoma floridae OX=7739 GN=LOC118416140 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HHY7_A0A9J7HHY7_BRAFL tr|A0A9J7HHY7|A0A9J7HHY7_BRAFL Vitellogenin-like OS=Branchiostoma floridae OX=7739 GN=LOC118403712 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MCV6_A0A9J7MCV6_BRAFL tr|A0A9J7MCV6|A0A9J7MCV6_BRAFL Vitellogenin-6-like OS=Branchiostoma floridae OX=7739 GN=LOC118431651 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MET5_A0A9J7MET5_BRAFL tr|A0A9J7MET5|A0A9J7MET5_BRAFL Vitellogenin-6-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118432417 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MEP1_A0A9J7MEP1_BRAFL tr|A0A9J7MEP1|A0A9J7MEP1_BRAFL Vitellogenin-6-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118432417 PE=4 SV=1	Nematostella_vectensis_NV2t000074001.1 NV2t000074001.1, Nematostella_vectensis_NV2t001922003.1 NV2t001922003.1, Nematostella_vectensis_NV2t001922004.1 NV2t001922004.1, Nematostella_vectensis_NV2t001922001.1 NV2t001922001.1, Nematostella_vectensis_NV2t001922005.1 NV2t001922005.1
OG0000129	Branchiostoma_floridae_tr_A0A9J7MBR9_A0A9J7MBR9_BRAFL tr|A0A9J7MBR9|A0A9J7MBR9_BRAFL Uncharacterized protein LOC118431312 OS=Branchiostoma floridae OX=7739 GN=LOC118431312 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MGG4_A0A9J7MGG4_BRAFL tr|A0A9J7MGG4|A0A9J7MGG4_BRAFL Uncharacterized protein LOC118431650 OS=Branchiostoma floridae OX=7739 GN=LOC118431650 PE=4 SV=1	Nematostella_vectensis_NV2t000914001.1 NV2t000914001.1, Nematostella_vectensis_NV2t000914002.1 NV2t000914002.1
OG0000130	Branchiostoma_floridae_tr_A0A9J7MZ50_A0A9J7MZ50_BRAFL tr|A0A9J7MZ50|A0A9J7MZ50_BRAFL Uncharacterized protein LOC118421132 OS=Branchiostoma floridae OX=7739 GN=LOC118421132 PE=4 SV=1	Nematostella_vectensis_NV2t003951001.1 NV2t003951001.1, Nematostella_vectensis_NV2t003946001.1 NV2t003946001.1, Nematostella_vectensis_NV2t003946002.1 NV2t003946002.1, Nematostella_vectensis_NV2t003951002.1 NV2t003951002.1, Nematostella_vectensis_NV2t003157001.1 NV2t003157001.1
OG0000133	Branchiostoma_floridae_tr_A0A9J7LIP6_A0A9J7LIP6_BRAFL tr|A0A9J7LIP6|A0A9J7LIP6_BRAFL Leucine-rich repeat-containing protein 9-like OS=Branchiostoma floridae OX=7739 GN=LOC118420193 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L2S7_A0A9J7L2S7_BRAFL tr|A0A9J7L2S7|A0A9J7L2S7_BRAFL Leucine-rich repeat-containing protein 9-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414886 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L2R6_A0A9J7L2R6_BRAFL tr|A0A9J7L2R6|A0A9J7L2R6_BRAFL Leucine-rich repeat-containing protein 9-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414886 PE=4 SV=1	Nematostella_vectensis_NV2t005944001.1 NV2t005944001.1
OG0000137	Branchiostoma_floridae_tr_A0A9J7N9F2_A0A9J7N9F2_BRAFL tr|A0A9J7N9F2|A0A9J7N9F2_BRAFL Uncharacterized protein LOC118430909 OS=Branchiostoma floridae OX=7739 GN=LOC118430909 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L5V5_A0A9J7L5V5_BRAFL tr|A0A9J7L5V5|A0A9J7L5V5_BRAFL C-type lectin domain family 4 member E-like OS=Branchiostoma floridae OX=7739 GN=LOC118415497 PE=4 SV=1	Nematostella_vectensis_NV2t023160001.1 NV2t023160001.1, Nematostella_vectensis_NV2t018957001.1 NV2t018957001.1
OG0000137	Branchiostoma_floridae_tr_A0A9J7MMT1_A0A9J7MMT1_BRAFL tr|A0A9J7MMT1|A0A9J7MMT1_BRAFL Uncharacterized protein LOC118413558 OS=Branchiostoma floridae OX=7739 GN=LOC118413558 PE=3 SV=1	Nematostella_vectensis_NV2t007774001.1 NV2t007774001.1
OG0000138	Branchiostoma_floridae_tr_A0A9J7LI00_A0A9J7LI00_BRAFL tr|A0A9J7LI00|A0A9J7LI00_BRAFL Uncharacterized protein LOC118420429 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118420429 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHN5_A0A9J7LHN5_BRAFL tr|A0A9J7LHN5|A0A9J7LHN5_BRAFL Uncharacterized protein LOC118420429 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420429 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LIJ8_A0A9J7LIJ8_BRAFL tr|A0A9J7LIJ8|A0A9J7LIJ8_BRAFL Uncharacterized protein LOC118420429 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118420429 PE=4 SV=1	Nematostella_vectensis_NV2t025698001.1 NV2t025698001.1
OG0000142	Branchiostoma_floridae_tr_A0A9J7HT56_A0A9J7HT56_BRAFL tr|A0A9J7HT56|A0A9J7HT56_BRAFL Chondroadherin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118406931 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HU43_A0A9J7HU43_BRAFL tr|A0A9J7HU43|A0A9J7HU43_BRAFL Chondroadherin-like protein OS=Branchiostoma floridae OX=7739 GN=LOC118408999 PE=4 SV=1	Nematostella_vectensis_NV2t002562001.1 NV2t002562001.1
OG0000146	Branchiostoma_floridae_tr_A0A9J7KZ41_A0A9J7KZ41_BRAFL tr|A0A9J7KZ41|A0A9J7KZ41_BRAFL Leucine-rich repeat-containing protein 27-like OS=Branchiostoma floridae OX=7739 GN=LOC118413390 PE=4 SV=1	Nematostella_vectensis_NV2t018788002.1 NV2t018788002.1
OG0000150	Branchiostoma_floridae_tr_A0A9J7HFS3_A0A9J7HFS3_BRAFL tr|A0A9J7HFS3|A0A9J7HFS3_BRAFL P-selectin-like OS=Branchiostoma floridae OX=7739 GN=LOC118403780 PE=4 SV=1	Nematostella_vectensis_NV2t025633001.1 NV2t025633001.1
OG0000150	Branchiostoma_floridae_tr_A0A9J7MZD8_A0A9J7MZD8_BRAFL tr|A0A9J7MZD8|A0A9J7MZD8_BRAFL Pappalysin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118421143 PE=3 SV=1	Nematostella_vectensis_NV2t025632001.1 NV2t025632001.1
OG0000152	Branchiostoma_floridae_tr_A0A9J7KGU3_A0A9J7KGU3_BRAFL tr|A0A9J7KGU3|A0A9J7KGU3_BRAFL Leucine-rich repeat protein SHOC-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118403634 PE=4 SV=1	Nematostella_vectensis_NV2t015243001.1 NV2t015243001.1
OG0000156	Branchiostoma_floridae_tr_A0A9J7ML96_A0A9J7ML96_BRAFL tr|A0A9J7ML96|A0A9J7ML96_BRAFL Microfibrillar-associated protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118412421 PE=3 SV=1	Nematostella_vectensis_NV2t013515001.1 NV2t013515001.1
OG0000157	Branchiostoma_floridae_tr_A0A9J7MJV9_A0A9J7MJV9_BRAFL tr|A0A9J7MJV9|A0A9J7MJV9_BRAFL Extracellular matrix protein FRAS1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411892 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MD26_A0A9J7MD26_BRAFL tr|A0A9J7MD26|A0A9J7MD26_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MCX9_A0A9J7MCX9_BRAFL tr|A0A9J7MCX9|A0A9J7MCX9_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MCA5_A0A9J7MCA5_BRAFL tr|A0A9J7MCA5|A0A9J7MCA5_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MEK1_A0A9J7MEK1_BRAFL tr|A0A9J7MEK1|A0A9J7MEK1_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7ND59_A0A9J7ND59_BRAFL tr|A0A9J7ND59|A0A9J7ND59_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7NA26_A0A9J7NA26_BRAFL tr|A0A9J7NA26|A0A9J7NA26_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1	Nematostella_vectensis_NV2t019212001.1 NV2t019212001.1
OG0000159	Branchiostoma_floridae_tr_A0A9J7KZJ0_A0A9J7KZJ0_BRAFL tr|A0A9J7KZJ0|A0A9J7KZJ0_BRAFL Fibronectin type 3 and ankyrin repeat domains protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118413884 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L1A0_A0A9J7L1A0_BRAFL tr|A0A9J7L1A0|A0A9J7L1A0_BRAFL Fibronectin type 3 and ankyrin repeat domains protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118413884 PE=4 SV=1	Nematostella_vectensis_NV2t014678001.1 NV2t014678001.1
OG0000160	Branchiostoma_floridae_tr_A0A9J7KRP9_A0A9J7KRP9_BRAFL tr|A0A9J7KRP9|A0A9J7KRP9_BRAFL Uncharacterized protein LOC118410597 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118410597 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L0V7_A0A9J7L0V7_BRAFL tr|A0A9J7L0V7|A0A9J7L0V7_BRAFL Uncharacterized protein LOC118413893 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118413893 PE=4 SV=1	Nematostella_vectensis_NV2t011287001.1 NV2t011287001.1
OG0000165	Branchiostoma_floridae_tr_A0A9J7LIU7_A0A9J7LIU7_BRAFL tr|A0A9J7LIU7|A0A9J7LIU7_BRAFL Leucine-rich repeat-containing protein 58-like OS=Branchiostoma floridae OX=7739 GN=LOC118419966 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LH92_A0A9J7LH92_BRAFL tr|A0A9J7LH92|A0A9J7LH92_BRAFL Leucine-rich repeat-containing protein 58-like OS=Branchiostoma floridae OX=7739 GN=LOC118420126 PE=4 SV=1	Nematostella_vectensis_NV2t022022001.1 NV2t022022001.1
OG0000166	Branchiostoma_floridae_tr_A0A9J7LDM2_A0A9J7LDM2_BRAFL tr|A0A9J7LDM2|A0A9J7LDM2_BRAFL Secreted frizzled-related protein 2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118418916 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LED5_A0A9J7LED5_BRAFL tr|A0A9J7LED5|A0A9J7LED5_BRAFL Secreted frizzled-related protein 2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118418916 PE=3 SV=1	Nematostella_vectensis_NV2t014654001.1 NV2t014654001.1
OG0000166	Branchiostoma_floridae_tr_A0A9J7KYR9_A0A9J7KYR9_BRAFL tr|A0A9J7KYR9|A0A9J7KYR9_BRAFL Uncharacterized protein LOC118413564 OS=Branchiostoma floridae OX=7739 GN=LOC118413564 PE=4 SV=1	Nematostella_vectensis_NV2t024249001.1 NV2t024249001.1
OG0000171	Branchiostoma_floridae_tr_A0A9J7K9A4_A0A9J7K9A4_BRAFL tr|A0A9J7K9A4|A0A9J7K9A4_BRAFL Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Branchiostoma floridae OX=7739 GN=LOC118406119 PE=3 SV=1	Nematostella_vectensis_NV2t012417001.1 NV2t012417001.1
