Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Porites_asteroides
OG0000307	Stylophora_pistillata_Spis8897 Spis8897 SpisGene8897, Stylophora_pistillata_Spis24628 Spis24628 SpisGene24628, Stylophora_pistillata_Spis22618 Spis22618 SpisGene22618, Stylophora_pistillata_Spis20901 Spis20901 SpisGene20901, Stylophora_pistillata_Spis9884 Spis9884 SpisGene9884, Stylophora_pistillata_Spis22622 Spis22622 SpisGene22622, Stylophora_pistillata_Spis22624 Spis22624 SpisGene22624, Stylophora_pistillata_Spis20484 Spis20484 SpisGene20484, Stylophora_pistillata_Spis9903 Spis9903 SpisGene9903, Stylophora_pistillata_Spis7927 Spis7927 SpisGene7927, Stylophora_pistillata_Spis24389 Spis24389 SpisGene24389	Porites_asteroides_isotig11730 isotig11730 extracted_CDS GOMatch=C3ZLW3 GOTerms=GO_0005102_GO_0007165 Gene=Collagen_EMF1-alpha__Fragment__ Match_Acc=P18856 gene=isogroup09998 length=581 numContigs=1
OG0000314	Stylophora_pistillata_Spis16091 Spis16091 SpisGene16091	Porites_asteroides_isotig23443 isotig23443 extracted_CDS GOMatch=C3Z7V4 GOTerms=GO_0005488 Gene=Rab_family_protein_ Match_Acc=Q8KC98 gene=isogroup21711 length=351 numContigs=1
OG0000318	Stylophora_pistillata_Spis1439 Spis1439 SpisGene1439, Stylophora_pistillata_Spis3563.t1 Spis3563.t1 SpisGene3563	Porites_asteroides_isotig20154 isotig20154 extracted_CDS GOMatch=C3XS83 GOTerms=GO_0005509 Gene=COCH_protein_ Match_Acc=Q08DB7 gene=isogroup18422 length=394 numContigs=1
OG0000328	Stylophora_pistillata_Spis16381 Spis16381 SpisGene16381	Porites_asteroides_isotig06586 isotig06586 extracted_CDS GOMatch=A7RGE1 GOTerms=GO_0005488_GO_0005529_GO_0007155 gene=isogroup04854 length=899 numContigs=1
OG0000349	Stylophora_pistillata_Spis4551 Spis4551 SpisGene4551	Porites_asteroides_isotig10850 isotig10850 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat_containing_protein_ Match_Acc=A1ZC90 gene=isogroup09118 length=628 numContigs=1
OG0000355	Stylophora_pistillata_Spis18718 Spis18718 SpisGene18718	Porites_asteroides_isotig10552 isotig10552 extracted_CDS GOMatch=B4PFP8 GOTerms=GO_0005509 Gene=Tolloid-like_2_ Match_Acc=A4PCE0 gene=isogroup08820 length=644 numContigs=1
OG0000382	Stylophora_pistillata_Spis7492 Spis7492 SpisGene7492	Porites_asteroides_isotig13343 isotig13343 extracted_CDS GOMatch=C3XPQ2 GOTerms=GO_0005509 Gene=EGF_repeat_molecule__putative__Fragment__ Match_Acc=Q16ZG2 gene=isogroup11611 length=527 numContigs=1, Porites_asteroides_GCKDGN103GR7MM GCKDGN103GR7MM extracted_CDS GOMatch=Q4RX38 GOTerms=GO_0005509 Gene=EGF_repeat_molecule__putative__Fragment__ Match_Acc=Q16ZG2 length=325 region=3 run=R_2010_02_19_08_49_25_ xy=2664_2316
OG0000398	Stylophora_pistillata_Spis13177.t1 Spis13177.t1 SpisGene13177	Porites_asteroides_isotig01290 isotig01290 extracted_CDS GOMatch=Q9IBG7 GOTerms=GO_0005198_GO_0005576_GO_0007155 Gene=Kielin_chordin-like_protein_ Match_Acc=Q9IBG7 gene=isogroup00478 length=2192 numContigs=2
OG0000436	Stylophora_pistillata_Spis16940 Spis16940 SpisGene16940	Porites_asteroides_isotig01262 isotig01262 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Egg_envelope_glycoprotein__Fragment__ Match_Acc=Q4VGP0 gene=isogroup00464 length=1351 numContigs=2, Porites_asteroides_isotig01263 isotig01263 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Egg_envelope_glycoprotein__Fragment__ Match_Acc=Q4VGP0 gene=isogroup00464 length=1348 numContigs=2
OG0000437	Stylophora_pistillata_Spis14420 Spis14420 SpisGene14420	Porites_asteroides_GCKDGN101B6E85 GCKDGN101B6E85 extracted_CDS GOMatch=D2A148 GOTerms=GO_0005198_GO_0005509_GO_0007155 Gene=Chordin_ Match_Acc=B0WH39 length=439 region=1 run=R_2010_02_19_08_49_25_ xy=0776_0551
OG0000439	Stylophora_pistillata_Spis15893 Spis15893 SpisGene15893	Porites_asteroides_isotig02130 isotig02130 extracted_CDS GOMatch=Q25253 GOTerms=GO_0005509_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup00898 length=689 numContigs=2, Porites_asteroides_isotig02131 isotig02131 extracted_CDS GOMatch=A7SSU4 GOTerms=GO_0005509 Gene=EGF-like_protein__Fragment__ Match_Acc=Q962W9 gene=isogroup00898 length=654 numContigs=2
OG0000478	Stylophora_pistillata_Spis25716 Spis25716 SpisGene25716, Stylophora_pistillata_Spis7332.t1 Spis7332.t1 SpisGene7332, Stylophora_pistillata_Spis20486 Spis20486 SpisGene20486, Stylophora_pistillata_Spis22851 Spis22851 SpisGene22851, Stylophora_pistillata_Spis22746 Spis22746 SpisGene22746	Porites_asteroides_isotig19201 isotig19201 extracted_CDS gene=isogroup17469 length=407 numContigs=1, Porites_asteroides_isotig17400 isotig17400 extracted_CDS gene=isogroup15668 length=433 numContigs=1, Porites_asteroides_GCKDGN101AMQAV GCKDGN101AMQAV extracted_CDS GOMatch=A7S7H1 GOTerms=GO_0005576_GO_0010466_GO_0030414 length=404 region=1 run=R_2010_02_19_08_49_25_ xy=0141_3093
OG0000480	Stylophora_pistillata_Spis1412 Spis1412 SpisGene1412, Stylophora_pistillata_Spis15669 Spis15669 SpisGene15669, Stylophora_pistillata_Spis12783 Spis12783 SpisGene12783, Stylophora_pistillata_Spis12782 Spis12782 SpisGene12782, Stylophora_pistillata_Spis12789 Spis12789 SpisGene12789, Stylophora_pistillata_Spis1410 Spis1410 SpisGene1410, Stylophora_pistillata_Spis1411 Spis1411 SpisGene1411	Porites_asteroides_GE905853 GE905853 extracted_CDS 5_200060-20400_B03.ab1_c Past_norm2007 Porites astreoides cDNA_ mRNA sequence
OG0000481	Stylophora_pistillata_Spis13406 Spis13406 SpisGene13406	Porites_asteroides_GCKDGN101CAOX1 GCKDGN101CAOX1 extracted_CDS length=376 region=1 run=R_2010_02_19_08_49_25_ xy=0824_3127, Porites_asteroides_isotig20737 isotig20737 extracted_CDS GOMatch=A7SAX6 GOTerms=GO_0000166_GO_0004672_GO_0004713_GO_0004872_GO_0005003_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Ephrin_type-B_receptor_5_ Match_Acc=Q07497 gene=isogroup19005 length=387 numContigs=1
OG0000486	Stylophora_pistillata_Spis5846 Spis5846 SpisGene5846	Porites_asteroides_isotig14300 isotig14300 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_2__Fragment__ Match_Acc=A4PCE4 gene=isogroup12568 length=498 numContigs=1
OG0000523	Stylophora_pistillata_Spis10658.t1 Spis10658.t1 SpisGene10658	Porites_asteroides_isotig14613 isotig14613 extracted_CDS GOMatch=A7STA9 GOTerms=GO_0005509 Gene=TFP250_ Match_Acc=Q7YZP0 gene=isogroup12881 length=489 numContigs=1
OG0000534	Stylophora_pistillata_Spis6194 Spis6194 SpisGene6194	Porites_asteroides_GCKDGN103FO6VJ GCKDGN103FO6VJ extracted_CDS GOMatch=A7T6Y9 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=BACR44L22.3-like_protein__Fragment__ Match_Acc=Q9GTN4 length=349 region=3 run=R_2010_02_19_08_49_25_ xy=2220_0381
OG0000601	Stylophora_pistillata_Spis14829 Spis14829 SpisGene14829	Porites_asteroides_GCKDGN102DK31D GCKDGN102DK31D extracted_CDS length=331 run=R_2010_02_19_08_49_25_ region=2 xy=1353_2079
OG0000602	Stylophora_pistillata_Spis18797 Spis18797 SpisGene18797	Porites_asteroides_isotig14583 isotig14583 extracted_CDS GOMatch=A7S4I5 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Zinc_metalloproteinase_nas-14_ Match_Acc=Q19269 gene=isogroup12851 length=493 numContigs=1
OG0000695	Stylophora_pistillata_Spis14413 Spis14413 SpisGene14413	Porites_asteroides_isotig21150 isotig21150 extracted_CDS GOMatch=Q4H2P2 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid_ Match_Acc=Q4H2P2 gene=isogroup19418 length=381 numContigs=1
OG0000877	Stylophora_pistillata_Spis8011 Spis8011 SpisGene8011	Porites_asteroides_isotig20293 isotig20293 extracted_CDS GOMatch=A7T7D5 GOTerms=GO_0004672_GO_0005524_GO_0006468 Gene=Titin__Fragment__ Match_Acc=Q5G5Y1 gene=isogroup18561 length=392 numContigs=1, Porites_asteroides_GCKDGN103HDVWQ GCKDGN103HDVWQ extracted_CDS GOMatch=A7T7D5 GOTerms=GO_0004672_GO_0005524_GO_0006468 length=510 region=3 run=R_2010_02_19_08_49_25_ xy=2911_1848
OG0001520	Stylophora_pistillata_Spis5278 Spis5278 SpisGene5278	Porites_asteroides_isotig12424 isotig12424 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup10692 length=562 numContigs=1
OG0001524	Stylophora_pistillata_Spis477 Spis477 SpisGene477	Porites_asteroides_isotig12320 isotig12320 extracted_CDS gene=isogroup10588 length=564 numContigs=1
OG0001529	Stylophora_pistillata_Spis8995 Spis8995 SpisGene8995	Porites_asteroides_isotig17042 isotig17042 extracted_CDS GOMatch=P98069 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0007275_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Bone_morphogenetic_protein_1_homolog_ Match_Acc=P98069 gene=isogroup15310 length=436 numContigs=1
OG0001536	Stylophora_pistillata_Spis6690 Spis6690 SpisGene6690	Porites_asteroides_isotig04763 isotig04763 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Bone_morphogenetic_protein_1a_ Match_Acc=Q2ABP1 gene=isogroup03031 length=1199 numContigs=1
OG0001582	Stylophora_pistillata_Spis19537 Spis19537 SpisGene19537, Stylophora_pistillata_Spis19538 Spis19538 SpisGene19538	Porites_asteroides_isotig14250 isotig14250 extracted_CDS GOMatch=C3ZZV2 GOTerms=GO_0016491_GO_0046914_GO_0055114 Gene=Matn3b_protein_ Match_Acc=Q3B7P3 gene=isogroup12518 length=501 numContigs=1
OG0002036	Stylophora_pistillata_Spis24991 Spis24991 SpisGene24991	Porites_asteroides_GCKDGN102EWK8W GCKDGN102EWK8W extracted_CDS xy=1894_1278 Match_Acc=B2RWW7 run=R_2010_02_19_08_49_25_ region=2 Gene=A_disintegrin-like_and_metallopeptidase__Reprolysin_type__with_thrombospondin_type _1_motif__19_ length=457
OG0002037	Stylophora_pistillata_Spis2744 Spis2744 SpisGene2744	Porites_asteroides_isotig03512 isotig03512 extracted_CDS GOMatch=A7RHR4 GOTerms=GO_0005576_GO_0010466_GO_0030414 gene=isogroup01780 length=1774 numContigs=1
