Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000015	Stylophora_pistillata_Spis12671 Spis12671 SpisGene12671	Exaiptasia_diaphana_XP_020895226.1 XP_020895226.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Stylophora_pistillata_Spis11353 Spis11353 SpisGene11353	Exaiptasia_diaphana_XP_020913480.1 XP_020913480.1 Down syndrome cell adhesion molecule homolog [Exaiptasia diaphana]
OG0000015	Stylophora_pistillata_Spis20235.t1 Spis20235.t1 SpisGene20235	Exaiptasia_diaphana_XP_020898829.1 XP_020898829.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Stylophora_pistillata_Spis6262 Spis6262 SpisGene6262	Exaiptasia_diaphana_XP_028517197.1 XP_028517197.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Stylophora_pistillata_Spis6260 Spis6260 SpisGene6260, Stylophora_pistillata_Spis6259 Spis6259 SpisGene6259	Exaiptasia_diaphana_XP_020908757.1 XP_020908757.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Stylophora_pistillata_Spis6258 Spis6258 SpisGene6258	Exaiptasia_diaphana_XP_020898845.1 XP_020898845.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908758.2 XP_020908758.2 uncharacterized protein LOC110246738_ partial [Exaiptasia diaphana]
OG0000015	Stylophora_pistillata_Spis12021 Spis12021 SpisGene12021, Stylophora_pistillata_Spis7563 Spis7563 SpisGene7563, Stylophora_pistillata_Spis7569 Spis7569 SpisGene7569, Stylophora_pistillata_Spis7566 Spis7566 SpisGene7566, Stylophora_pistillata_Spis12022 Spis12022 SpisGene12022, Stylophora_pistillata_Spis7567 Spis7567 SpisGene7567, Stylophora_pistillata_Spis7572 Spis7572 SpisGene7572, Stylophora_pistillata_Spis7575 Spis7575 SpisGene7575, Stylophora_pistillata_Spis7573 Spis7573 SpisGene7573, Stylophora_pistillata_Spis8023 Spis8023 SpisGene8023, Stylophora_pistillata_Spis8022 Spis8022 SpisGene8022	Exaiptasia_diaphana_XP_020915044.1 XP_020915044.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516430.1 XP_028516430.1 CUB and sushi domain-containing protein 3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516428.1 XP_028516428.1 CUB and sushi domain-containing protein 3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518783.1 XP_028518783.1 uncharacterized protein LOC110251602 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905713.1 XP_020905713.1 LOW QUALITY PROTEIN_ ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515509.1 XP_028515509.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905699.2 XP_020905699.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516276.1 XP_028516276.1 proteoglycan 4_ partial [Exaiptasia diaphana]
OG0000015	Stylophora_pistillata_Spis12645 Spis12645 SpisGene12645, Stylophora_pistillata_Spis12644 Spis12644 SpisGene12644, Stylophora_pistillata_Spis12648 Spis12648 SpisGene12648, Stylophora_pistillata_Spis13905 Spis13905 SpisGene13905, Stylophora_pistillata_Spis12653 Spis12653 SpisGene12653, Stylophora_pistillata_Spis13901 Spis13901 SpisGene13901	Exaiptasia_diaphana_XP_020904998.1 XP_020904998.1 zona pellucida sperm-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904996.2 XP_020904996.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907577.1 XP_020907577.1 oncoprotein-induced transcript 3 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514521.1 XP_028514521.1 ZP domain-containing protein-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901504.2 XP_020901504.2 ZP domain-containing protein [Exaiptasia diaphana]
OG0000015	Stylophora_pistillata_Spis7814 Spis7814 SpisGene7814	Exaiptasia_diaphana_XP_020908628.1 XP_020908628.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898716.1 XP_020898716.1 ZP domain-containing protein [Exaiptasia diaphana]
OG0000016	Stylophora_pistillata_Spis5432 Spis5432 SpisGene5432	Exaiptasia_diaphana_XP_020899302.1 XP_020899302.1 matrix metalloproteinase-14 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899991.1 XP_020899991.1 matrix metalloproteinase-14 [Exaiptasia diaphana]
OG0000016	Stylophora_pistillata_Spis5859 Spis5859 SpisGene5859, Stylophora_pistillata_Spis5860 Spis5860 SpisGene5860, Stylophora_pistillata_Spis5852 Spis5852 SpisGene5852	Exaiptasia_diaphana_XP_020891960.1 XP_020891960.1 72 kDa type IV collagenase [Exaiptasia diaphana]
OG0000016	Stylophora_pistillata_Spis5856 Spis5856 SpisGene5856, Stylophora_pistillata_Spis5855 Spis5855 SpisGene5855, Stylophora_pistillata_Spis5853.t1 Spis5853.t1 SpisGene5853, Stylophora_pistillata_Spis5854 Spis5854 SpisGene5854, Stylophora_pistillata_Spis5827 Spis5827 SpisGene5827, Stylophora_pistillata_Spis5858 Spis5858 SpisGene5858, Stylophora_pistillata_Spis5857 Spis5857 SpisGene5857, Stylophora_pistillata_Spis5851 Spis5851 SpisGene5851	Exaiptasia_diaphana_XP_020891959.1 XP_020891959.1 LOW QUALITY PROTEIN_ matrix metalloproteinase-17-like [Exaiptasia diaphana]
OG0000016	Stylophora_pistillata_Spis19202 Spis19202 SpisGene19202	Exaiptasia_diaphana_XP_020914056.1 XP_020914056.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110251669 [Exaiptasia diaphana]
OG0000016	Stylophora_pistillata_Spis18465 Spis18465 SpisGene18465	Exaiptasia_diaphana_XP_020898085.1 XP_020898085.1 matrilysin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897186.1 XP_020897186.1 collagenase 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894795.2 XP_020894795.2 collagenase 3 [Exaiptasia diaphana]
OG0000016	Stylophora_pistillata_Spis5570 Spis5570 SpisGene5570	Exaiptasia_diaphana_XP_020901217.1 XP_020901217.1 matrilysin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901216.1 XP_020901216.1 matrilysin isoform X1 [Exaiptasia diaphana]
OG0000016	Stylophora_pistillata_Spis5569 Spis5569 SpisGene5569	Exaiptasia_diaphana_XP_020916687.1 XP_020916687.1 macrophage metalloelastase [Exaiptasia diaphana]
OG0000016	Stylophora_pistillata_Spis5572 Spis5572 SpisGene5572	Exaiptasia_diaphana_XP_028516851.1 XP_028516851.1 matrix metalloproteinase-19 [Exaiptasia diaphana]
OG0000017	Stylophora_pistillata_Spis1531 Spis1531 SpisGene1531	Exaiptasia_diaphana_XP_020902588.1 XP_020902588.1 serpin B6 [Exaiptasia diaphana]
OG0000017	Stylophora_pistillata_Spis5283 Spis5283 SpisGene5283	Exaiptasia_diaphana_XP_020913182.1 XP_020913182.1 leukocyte elastase inhibitor-like [Exaiptasia diaphana]
OG0000017	Stylophora_pistillata_Spis1532 Spis1532 SpisGene1532	Exaiptasia_diaphana_XP_020902591.1 XP_020902591.1 leukocyte elastase inhibitor A-like [Exaiptasia diaphana]
OG0000018	Stylophora_pistillata_Spis5446 Spis5446 SpisGene5446, Stylophora_pistillata_Spis5444 Spis5444 SpisGene5444, Stylophora_pistillata_Spis5445 Spis5445 SpisGene5445	Exaiptasia_diaphana_XP_020910908.1 XP_020910908.1 lysyl oxidase homolog 3A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910907.1 XP_020910907.1 lysyl oxidase homolog 2A isoform X1 [Exaiptasia diaphana]
OG0000018	Stylophora_pistillata_Spis23534 Spis23534 SpisGene23534, Stylophora_pistillata_Spis15395 Spis15395 SpisGene15395	Exaiptasia_diaphana_XP_020907184.1 XP_020907184.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]
OG0000018	Stylophora_pistillata_Spis2803 Spis2803 SpisGene2803, Stylophora_pistillata_Spis18446 Spis18446 SpisGene18446, Stylophora_pistillata_Spis18450 Spis18450 SpisGene18450	Exaiptasia_diaphana_XP_020907893.1 XP_020907893.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]
OG0000018	Stylophora_pistillata_Spis6249 Spis6249 SpisGene6249, Stylophora_pistillata_Spis6248 Spis6248 SpisGene6248, Stylophora_pistillata_Spis24408 Spis24408 SpisGene24408	Exaiptasia_diaphana_XP_020916250.1 XP_020916250.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]
OG0000018	Stylophora_pistillata_Spis8996 Spis8996 SpisGene8996	Exaiptasia_diaphana_XP_028513911.1 XP_028513911.1 uncharacterized protein LOC110235804_ partial [Exaiptasia diaphana]
OG0000018	Stylophora_pistillata_Spis17286.t1 Spis17286.t1 SpisGene17286	Exaiptasia_diaphana_XP_028515710.1 XP_028515710.1 uncharacterized protein LOC110241854 [Exaiptasia diaphana]
OG0000018	Stylophora_pistillata_Spis11637 Spis11637 SpisGene11637	Exaiptasia_diaphana_XP_020895213.1 XP_020895213.1 sortilin-related receptor [Exaiptasia diaphana]
OG0000019	Stylophora_pistillata_Spis6384 Spis6384 SpisGene6384	Exaiptasia_diaphana_XP_020906144.1 XP_020906144.1 growth_differentiation factor 8 [Exaiptasia diaphana]
OG0000019	Stylophora_pistillata_Spis20402 Spis20402 SpisGene20402	Exaiptasia_diaphana_XP_020895491.1 XP_020895491.1 bone morphogenetic protein 7 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895490.1 XP_020895490.1 bone morphogenetic protein 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895489.1 XP_020895489.1 bone morphogenetic protein 7 isoform X1 [Exaiptasia diaphana]
OG0000019	Stylophora_pistillata_Spis4504 Spis4504 SpisGene4504	Exaiptasia_diaphana_XP_020905685.1 XP_020905685.1 bone morphogenetic protein 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905684.1 XP_020905684.1 bone morphogenetic protein 4 [Exaiptasia diaphana]
OG0000019	Stylophora_pistillata_Spis8182.t1 Spis8182.t1 SpisGene8182	Exaiptasia_diaphana_XP_020895368.1 XP_020895368.1 growth_differentiation factor 5 [Exaiptasia diaphana]
OG0000019	Stylophora_pistillata_Spis1246 Spis1246 SpisGene1246, Stylophora_pistillata_Spis5212 Spis5212 SpisGene5212	Exaiptasia_diaphana_XP_020893270.1 XP_020893270.1 protein DVR-1 homolog [Exaiptasia diaphana]
OG0000019	Stylophora_pistillata_Spis1236 Spis1236 SpisGene1236	Exaiptasia_diaphana_XP_020892723.2 XP_020892723.2 protein decapentaplegic-like [Exaiptasia diaphana]
OG0000020	Stylophora_pistillata_Spis11483 Spis11483 SpisGene11483	Exaiptasia_diaphana_XP_020906601.1 XP_020906601.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000020	Stylophora_pistillata_Spis1905 Spis1905 SpisGene1905	Exaiptasia_diaphana_XP_028514447.1 XP_028514447.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000020	Stylophora_pistillata_Spis2741 Spis2741 SpisGene2741, Stylophora_pistillata_Spis2737 Spis2737 SpisGene2737	Exaiptasia_diaphana_XP_020895789.2 XP_020895789.2 collagen alpha-2_I_ chain [Exaiptasia diaphana]
OG0000020	Stylophora_pistillata_Spis14939 Spis14939 SpisGene14939	Exaiptasia_diaphana_XP_020917657.1 XP_020917657.1 collagen alpha-1_II_ chain [Exaiptasia diaphana]
OG0000020	Stylophora_pistillata_Spis2751 Spis2751 SpisGene2751	Exaiptasia_diaphana_XP_020917447.2 XP_020917447.2 collagen alpha chain [Exaiptasia diaphana]
OG0000020	Stylophora_pistillata_Spis14195 Spis14195 SpisGene14195, Stylophora_pistillata_Spis3249 Spis3249 SpisGene3249	Exaiptasia_diaphana_XP_020915823.1 XP_020915823.1 collagen alpha-1_I_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519061.1 XP_028519061.1 collagen alpha-1_I_ chain isoform X2 [Exaiptasia diaphana]
OG0000021	Stylophora_pistillata_Spis9526 Spis9526 SpisGene9526	Exaiptasia_diaphana_XP_020901946.1 XP_020901946.1 hemicentin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901927.1 XP_020901927.1 low-density lipoprotein receptor-related protein 2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901926.1 XP_020901926.1 low-density lipoprotein receptor-related protein 2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515277.1 XP_028515277.1 low-density lipoprotein receptor-related protein 2-like isoform X1 [Exaiptasia diaphana]
OG0000021	Stylophora_pistillata_Spis15200 Spis15200 SpisGene15200	Exaiptasia_diaphana_XP_020901735.1 XP_020901735.1 low-density lipoprotein receptor [Exaiptasia diaphana]
OG0000021	Stylophora_pistillata_Spis17567 Spis17567 SpisGene17567	Exaiptasia_diaphana_XP_020911424.1 XP_020911424.1 low-density lipoprotein receptor-related protein 4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911423.1 XP_020911423.1 very low-density lipoprotein receptor isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518014.1 XP_028518014.1 low-density lipoprotein receptor-related protein 4 isoform X3 [Exaiptasia diaphana]
OG0000021	Stylophora_pistillata_Spis7866 Spis7866 SpisGene7866	Exaiptasia_diaphana_XP_028516843.1 XP_028516843.1 low-density lipoprotein receptor-related protein 2 [Exaiptasia diaphana]
OG0000021	Stylophora_pistillata_Spis8049 Spis8049 SpisGene8049, Stylophora_pistillata_Spis22825 Spis22825 SpisGene22825, Stylophora_pistillata_Spis12373 Spis12373 SpisGene12373, Stylophora_pistillata_Spis12354 Spis12354 SpisGene12354, Stylophora_pistillata_Spis18331 Spis18331 SpisGene18331	Exaiptasia_diaphana_XP_020901685.1 XP_020901685.1 low-density lipoprotein receptor-related protein 4 [Exaiptasia diaphana]
OG0000022	Stylophora_pistillata_Spis2403 Spis2403 SpisGene2403	Exaiptasia_diaphana_XP_028516856.1 XP_028516856.1 uncharacterized protein LOC110245728 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894269.1 XP_020894269.1 annexin A3 [Exaiptasia diaphana]
OG0000022	Stylophora_pistillata_Spis3665 Spis3665 SpisGene3665	Exaiptasia_diaphana_XP_020904987.1 XP_020904987.1 annexin A5 [Exaiptasia diaphana]
OG0000022	Stylophora_pistillata_Spis14896 Spis14896 SpisGene14896	Exaiptasia_diaphana_XP_020902679.1 XP_020902679.1 annexin A5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902678.1 XP_020902678.1 annexin A5 [Exaiptasia diaphana]
OG0000023	Stylophora_pistillata_Spis8398 Spis8398 SpisGene8398	Exaiptasia_diaphana_XP_028514247.1 XP_028514247.1 zinc metalloproteinase-disintegrin-like BjussuMP-1 [Exaiptasia diaphana]
OG0000024	Stylophora_pistillata_Spis21695 Spis21695 SpisGene21695	Exaiptasia_diaphana_XP_028519592.1 XP_028519592.1 zonadhesin-like_ partial [Exaiptasia diaphana]
OG0000024	Stylophora_pistillata_Spis1604 Spis1604 SpisGene1604	Exaiptasia_diaphana_XP_020903926.1 XP_020903926.1 equistatin [Exaiptasia diaphana]
OG0000024	Stylophora_pistillata_Spis20024 Spis20024 SpisGene20024	Exaiptasia_diaphana_XP_028515408.1 XP_028515408.1 uncharacterized protein LOC110240827 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896594.1 XP_020896594.1 equistatin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515409.1 XP_028515409.1 thyroglobulin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515410.1 XP_028515410.1 thyroglobulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902304.1 XP_020902304.1 thyroglobulin [Exaiptasia diaphana]
OG0000024	Stylophora_pistillata_Spis20026 Spis20026 SpisGene20026	Exaiptasia_diaphana_XP_020908611.1 XP_020908611.1 WAP_ Kazal_ immunoglobulin_ Kunitz and NTR domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517142.1 XP_028517142.1 uncharacterized protein LOC110246567 [Exaiptasia diaphana]
OG0000024	Stylophora_pistillata_Spis13991 Spis13991 SpisGene13991	Exaiptasia_diaphana_XP_020905521.1 XP_020905521.1 testican-2 [Exaiptasia diaphana]
OG0000027	Stylophora_pistillata_Spis15917 Spis15917 SpisGene15917	Exaiptasia_diaphana_XP_020899179.1 XP_020899179.1 uncharacterized protein LOC110237898 [Exaiptasia diaphana]
OG0000027	Stylophora_pistillata_Spis2891 Spis2891 SpisGene2891	Exaiptasia_diaphana_XP_020907988.2 XP_020907988.2 uncharacterized protein LOC110246032 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514129.1 XP_028514129.1 uncharacterized protein LOC110236600 [Exaiptasia diaphana]
OG0000027	Stylophora_pistillata_Spis6884 Spis6884 SpisGene6884	Exaiptasia_diaphana_XP_020912536.2 XP_020912536.2 uncharacterized protein LOC110250238 [Exaiptasia diaphana]
OG0000027	Stylophora_pistillata_Spis22410 Spis22410 SpisGene22410, Stylophora_pistillata_Spis15080 Spis15080 SpisGene15080, Stylophora_pistillata_Spis18131 Spis18131 SpisGene18131, Stylophora_pistillata_Spis13753 Spis13753 SpisGene13753, Stylophora_pistillata_Spis21884 Spis21884 SpisGene21884, Stylophora_pistillata_Spis23526 Spis23526 SpisGene23526, Stylophora_pistillata_Spis9521 Spis9521 SpisGene9521, Stylophora_pistillata_Spis17504 Spis17504 SpisGene17504, Stylophora_pistillata_Spis15083 Spis15083 SpisGene15083, Stylophora_pistillata_Spis15082 Spis15082 SpisGene15082, Stylophora_pistillata_Spis15081 Spis15081 SpisGene15081, Stylophora_pistillata_Spis22409 Spis22409 SpisGene22409	Exaiptasia_diaphana_XP_020892620.1 XP_020892620.1 uncharacterized protein LOC110231893 [Exaiptasia diaphana]
OG0000027	Stylophora_pistillata_Spis266 Spis266 SpisGene266, Stylophora_pistillata_Spis248 Spis248 SpisGene248, Stylophora_pistillata_Spis16334 Spis16334 SpisGene16334, Stylophora_pistillata_Spis16337 Spis16337 SpisGene16337, Stylophora_pistillata_Spis249 Spis249 SpisGene249, Stylophora_pistillata_Spis247 Spis247 SpisGene247, Stylophora_pistillata_Spis20993 Spis20993 SpisGene20993	Exaiptasia_diaphana_XP_020912155.2 XP_020912155.2 polycystic kidney disease protein 1-like 2_ partial [Exaiptasia diaphana]
OG0000027	Stylophora_pistillata_Spis7647 Spis7647 SpisGene7647, Stylophora_pistillata_Spis17030 Spis17030 SpisGene17030	Exaiptasia_diaphana_XP_020891913.1 XP_020891913.1 polycystic kidney disease protein 1-like 2 [Exaiptasia diaphana]
OG0000028	Stylophora_pistillata_Spis2632 Spis2632 SpisGene2632	Exaiptasia_diaphana_XP_028518629.1 XP_028518629.1 collagen alpha-5_IV_ chain [Exaiptasia diaphana]
OG0000028	Stylophora_pistillata_Spis2634 Spis2634 SpisGene2634	Exaiptasia_diaphana_XP_020913453.1 XP_020913453.1 collagen alpha-2_IV_ chain [Exaiptasia diaphana]
OG0000029	Stylophora_pistillata_Spis14460 Spis14460 SpisGene14460, Stylophora_pistillata_Spis14294 Spis14294 SpisGene14294	Exaiptasia_diaphana_XP_020911021.1 XP_020911021.1 contactin-associated protein-like 5 [Exaiptasia diaphana]
OG0000029	Stylophora_pistillata_Spis14293 Spis14293 SpisGene14293	Exaiptasia_diaphana_XP_020911022.1 XP_020911022.1 contactin-associated protein-like 5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519738.1 XP_028519738.1 contactin-associated protein-like 5 [Exaiptasia diaphana]
OG0000029	Stylophora_pistillata_Spis11924 Spis11924 SpisGene11924	Exaiptasia_diaphana_XP_028513207.1 XP_028513207.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894377.1 XP_020894377.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894378.1 XP_020894378.1 contactin-associated protein-like 4 [Exaiptasia diaphana]
OG0000029	Stylophora_pistillata_Spis1889 Spis1889 SpisGene1889	Exaiptasia_diaphana_XP_020893090.1 XP_020893090.1 EGF and laminin G domain-containing protein [Exaiptasia diaphana]
OG0000029	Stylophora_pistillata_Spis24484 Spis24484 SpisGene24484	Exaiptasia_diaphana_XP_020908663.1 XP_020908663.1 neuronal cell adhesion molecule_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901326.2 XP_020901326.2 uncharacterized protein LOC110239917 [Exaiptasia diaphana]
OG0000029	Stylophora_pistillata_Spis244 Spis244 SpisGene244, Stylophora_pistillata_Spis15298 Spis15298 SpisGene15298, Stylophora_pistillata_Spis24019 Spis24019 SpisGene24019, Stylophora_pistillata_Spis19778 Spis19778 SpisGene19778, Stylophora_pistillata_Spis15297 Spis15297 SpisGene15297, Stylophora_pistillata_Spis15300 Spis15300 SpisGene15300, Stylophora_pistillata_Spis24485 Spis24485 SpisGene24485, Stylophora_pistillata_Spis24018 Spis24018 SpisGene24018, Stylophora_pistillata_Spis246 Spis246 SpisGene246, Stylophora_pistillata_Spis245 Spis245 SpisGene245, Stylophora_pistillata_Spis15299 Spis15299 SpisGene15299, Stylophora_pistillata_Spis21846 Spis21846 SpisGene21846	Exaiptasia_diaphana_XP_020898281.2 XP_020898281.2 contactin-associated protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904668.2 XP_020904668.2 contactin-associated protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901514.1 XP_020901514.1 contactin-associated protein-like 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892120.1 XP_020892120.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512646.1 XP_028512646.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904109.2 XP_020904109.2 contactin-associated protein-like 2 [Exaiptasia diaphana]
OG0000030	Stylophora_pistillata_Spis8205 Spis8205 SpisGene8205	Exaiptasia_diaphana_XP_028518433.1 XP_028518433.1 disintegrin and metalloproteinase domain-containing protein 17 [Exaiptasia diaphana]
OG0000030	Stylophora_pistillata_Spis14458 Spis14458 SpisGene14458	Exaiptasia_diaphana_XP_020898884.1 XP_020898884.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]
OG0000030	Stylophora_pistillata_Spis18004 Spis18004 SpisGene18004	Exaiptasia_diaphana_XP_028517814.1 XP_028517814.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910720.1 XP_020910720.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]
