Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000036	Stylophora_pistillata_Spis8101 Spis8101 SpisGene8101, Stylophora_pistillata_Spis734 Spis734 SpisGene734, Stylophora_pistillata_Spis19371 Spis19371 SpisGene19371, Stylophora_pistillata_Spis6169 Spis6169 SpisGene6169, Stylophora_pistillata_Spis6170 Spis6170 SpisGene6170	Branchiostoma_belcheri_tr_A0A6P5AH82_A0A6P5AH82_BRABE tr|A0A6P5AH82|A0A6P5AH82_BRABE Uncharacterized protein LOC109483909 OS=Branchiostoma belcheri OX=7741 GN=LOC109483909 PE=4 SV=1
OG0000037	Stylophora_pistillata_Spis13601 Spis13601 SpisGene13601	Branchiostoma_belcheri_tr_A0A6P4XR51_A0A6P4XR51_BRABE tr|A0A6P4XR51|A0A6P4XR51_BRABE Uncharacterized protein LOC109465977 OS=Branchiostoma belcheri OX=7741 GN=LOC109465977 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKU9_A0A6P4YKU9_BRABE tr|A0A6P4YKU9|A0A6P4YKU9_BRABE Transforming growth factor-beta-induced protein ig-h3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470526 PE=4 SV=1
OG0000038	Stylophora_pistillata_Spis1158 Spis1158 SpisGene1158, Stylophora_pistillata_Spis1157 Spis1157 SpisGene1157, Stylophora_pistillata_Spis1160 Spis1160 SpisGene1160, Stylophora_pistillata_Spis1159 Spis1159 SpisGene1159, Stylophora_pistillata_Spis1161 Spis1161 SpisGene1161, Stylophora_pistillata_Spis1162 Spis1162 SpisGene1162	Branchiostoma_belcheri_tr_A0A6P5ASF7_A0A6P5ASF7_BRABE tr|A0A6P5ASF7|A0A6P5ASF7_BRABE Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485726 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5A1T2_A0A6P5A1T2_BRABE tr|A0A6P5A1T2|A0A6P5A1T2_BRABE Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484452 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5AAP8_A0A6P5AAP8_BRABE tr|A0A6P5AAP8|A0A6P5AAP8_BRABE Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484460 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5AFB1_A0A6P5AFB1_BRABE tr|A0A6P5AFB1|A0A6P5AFB1_BRABE Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485775 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5APH3_A0A6P5APH3_BRABE tr|A0A6P5APH3|A0A6P5APH3_BRABE Uncharacterized protein LOC109485757 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109485757 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5ASJ3_A0A6P5ASJ3_BRABE tr|A0A6P5ASJ3|A0A6P5ASJ3_BRABE Tumor necrosis factor ligand superfamily member 10-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109485757 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YLG4_A0A6P4YLG4_BRABE tr|A0A6P4YLG4|A0A6P4YLG4_BRABE Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470672 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5AFD0_A0A6P5AFD0_BRABE tr|A0A6P5AFD0|A0A6P5AFD0_BRABE Tumor necrosis factor ligand superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485806 PE=3 SV=1
OG0000039	Stylophora_pistillata_Spis15611 Spis15611 SpisGene15611, Stylophora_pistillata_Spis15606 Spis15606 SpisGene15606, Stylophora_pistillata_Spis15608 Spis15608 SpisGene15608, Stylophora_pistillata_Spis15609 Spis15609 SpisGene15609, Stylophora_pistillata_Spis15605 Spis15605 SpisGene15605, Stylophora_pistillata_Spis15613 Spis15613 SpisGene15613	Branchiostoma_belcheri_tr_A0A6P4YLZ8_A0A6P4YLZ8_BRABE tr|A0A6P4YLZ8|A0A6P4YLZ8_BRABE Uncharacterized protein LOC109465392 OS=Branchiostoma belcheri OX=7741 GN=LOC109465392 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XWB9_A0A6P4XWB9_BRABE tr|A0A6P4XWB9|A0A6P4XWB9_BRABE Uncharacterized protein LOC109462711 OS=Branchiostoma belcheri OX=7741 GN=LOC109462711 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z8W7_A0A6P4Z8W7_BRABE tr|A0A6P4Z8W7|A0A6P4Z8W7_BRABE Uncharacterized protein LOC109476570 OS=Branchiostoma belcheri OX=7741 GN=LOC109476570 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZQ76_A0A6P4ZQ76_BRABE tr|A0A6P4ZQ76|A0A6P4ZQ76_BRABE Uncharacterized protein LOC109476568 OS=Branchiostoma belcheri OX=7741 GN=LOC109476568 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YIH1_A0A6P4YIH1_BRABE tr|A0A6P4YIH1|A0A6P4YIH1_BRABE Uncharacterized protein LOC109464304 OS=Branchiostoma belcheri OX=7741 GN=LOC109464304 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKW6_A0A6P4YKW6_BRABE tr|A0A6P4YKW6|A0A6P4YKW6_BRABE Uncharacterized protein LOC109465072 OS=Branchiostoma belcheri OX=7741 GN=LOC109465072 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YG64_A0A6P4YG64_BRABE tr|A0A6P4YG64|A0A6P4YG64_BRABE Uncharacterized protein LOC109469374 OS=Branchiostoma belcheri OX=7741 GN=LOC109469374 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AI76_A0A6P5AI76_BRABE tr|A0A6P5AI76|A0A6P5AI76_BRABE Uncharacterized protein LOC109484117 OS=Branchiostoma belcheri OX=7741 GN=LOC109484117 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AFZ5_A0A6P5AFZ5_BRABE tr|A0A6P5AFZ5|A0A6P5AFZ5_BRABE Uncharacterized protein LOC109483572 OS=Branchiostoma belcheri OX=7741 GN=LOC109483572 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZLW1_A0A6P4ZLW1_BRABE tr|A0A6P4ZLW1|A0A6P4ZLW1_BRABE Uncharacterized protein LOC109483586 OS=Branchiostoma belcheri OX=7741 GN=LOC109483586 PE=4 SV=1
OG0000039	Stylophora_pistillata_Spis6627 Spis6627 SpisGene6627, Stylophora_pistillata_Spis25772.Novel Spis25772.Novel SpisGene25772.Novel	Branchiostoma_belcheri_tr_A0A6P5AIP3_A0A6P5AIP3_BRABE tr|A0A6P5AIP3|A0A6P5AIP3_BRABE Uncharacterized protein LOC109486690 OS=Branchiostoma belcheri OX=7741 GN=LOC109486690 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YAA1_A0A6P4YAA1_BRABE tr|A0A6P4YAA1|A0A6P4YAA1_BRABE Uncharacterized protein LOC109463383 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109463383 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XUJ6_A0A6P4XUJ6_BRABE tr|A0A6P4XUJ6|A0A6P4XUJ6_BRABE Uncharacterized protein LOC109463383 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109463383 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XZ81_A0A6P4XZ81_BRABE tr|A0A6P4XZ81|A0A6P4XZ81_BRABE Fibrillin-1-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109463353 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XUE7_A0A6P4XUE7_BRABE tr|A0A6P4XUE7|A0A6P4XUE7_BRABE Fibrillin-3-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109463353 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YFF4_A0A6P4YFF4_BRABE tr|A0A6P4YFF4|A0A6P4YFF4_BRABE Fibrillin-3-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109463353 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XGP3_A0A6P4XGP3_BRABE tr|A0A6P4XGP3|A0A6P4XGP3_BRABE Fibrillin-2-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109463353 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZKV1_A0A6P4ZKV1_BRABE tr|A0A6P4ZKV1|A0A6P4ZKV1_BRABE Latent-transforming growth factor beta-binding protein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109477709 PE=4 SV=1
OG0000040	Stylophora_pistillata_Spis21214 Spis21214 SpisGene21214	Branchiostoma_belcheri_tr_A0A6P5AWE2_A0A6P5AWE2_BRABE tr|A0A6P5AWE2|A0A6P5AWE2_BRABE Kazal-type serine protease inhibitor domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486825 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XY87_A0A6P4XY87_BRABE tr|A0A6P4XY87|A0A6P4XY87_BRABE Uncharacterized protein LOC109463154 OS=Branchiostoma belcheri OX=7741 GN=LOC109463154 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AWF2_A0A6P5AWF2_BRABE tr|A0A6P5AWF2|A0A6P5AWF2_BRABE Insulin-like growth factor-binding protein 7 OS=Branchiostoma belcheri OX=7741 GN=LOC109486832 PE=4 SV=1
OG0000041	Stylophora_pistillata_Spis2408 Spis2408 SpisGene2408	Branchiostoma_belcheri_tr_A0A6P4ZKT8_A0A6P4ZKT8_BRABE tr|A0A6P4ZKT8|A0A6P4ZKT8_BRABE von Willebrand factor A domain-containing protein 5A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474402 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z940_A0A6P4Z940_BRABE tr|A0A6P4Z940|A0A6P4Z940_BRABE von Willebrand factor A domain-containing protein 5A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474530 PE=4 SV=1
OG0000041	Stylophora_pistillata_Spis15631 Spis15631 SpisGene15631	Branchiostoma_belcheri_tr_A0A6P4Z2H8_A0A6P4Z2H8_BRABE tr|A0A6P4Z2H8|A0A6P4Z2H8_BRABE von Willebrand factor A domain-containing protein 5B1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472723 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z1T4_A0A6P4Z1T4_BRABE tr|A0A6P4Z1T4|A0A6P4Z1T4_BRABE von Willebrand factor A domain-containing protein 5B1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472557 PE=4 SV=1
OG0000041	Stylophora_pistillata_Spis1360 Spis1360 SpisGene1360	Branchiostoma_belcheri_tr_A0A6P5A170_A0A6P5A170_BRABE tr|A0A6P5A170|A0A6P5A170_BRABE Poly [ADP-ribose] polymerase OS=Branchiostoma belcheri OX=7741 GN=LOC109479438 PE=3 SV=1
OG0000044	Stylophora_pistillata_Spis4982 Spis4982 SpisGene4982, Stylophora_pistillata_Spis20352 Spis20352 SpisGene20352, Stylophora_pistillata_Spis4987 Spis4987 SpisGene4987	Branchiostoma_belcheri_tr_A0A6P4ZCM9_A0A6P4ZCM9_BRABE tr|A0A6P4ZCM9|A0A6P4ZCM9_BRABE Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma belcheri OX=7741 GN=LOC109473438 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZGV0_A0A6P4ZGV0_BRABE tr|A0A6P4ZGV0|A0A6P4ZGV0_BRABE Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma belcheri OX=7741 GN=LOC109473437 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YY06_A0A6P4YY06_BRABE tr|A0A6P4YY06|A0A6P4YY06_BRABE Coagulation factor XIII A chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109473654 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z5G1_A0A6P4Z5G1_BRABE tr|A0A6P4Z5G1|A0A6P4Z5G1_BRABE Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma belcheri OX=7741 GN=LOC109473655 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XY89_A0A6P4XY89_BRABE tr|A0A6P4XY89|A0A6P4XY89_BRABE Protein-glutamine gamma-glutamyltransferase K-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464530 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5AE64_A0A6P5AE64_BRABE tr|A0A6P5AE64|A0A6P5AE64_BRABE Coagulation factor XIII A chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481877 PE=3 SV=1
OG0000047	Stylophora_pistillata_Spis8993 Spis8993 SpisGene8993	Branchiostoma_belcheri_tr_A0A6P4Y7I0_A0A6P4Y7I0_BRABE tr|A0A6P4Y7I0|A0A6P4Y7I0_BRABE Ferric-chelate reductase 1 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109465461 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XNQ5_A0A6P4XNQ5_BRABE tr|A0A6P4XNQ5|A0A6P4XNQ5_BRABE Ferric-chelate reductase 1 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109465461 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YPI6_A0A6P4YPI6_BRABE tr|A0A6P4YPI6|A0A6P4YPI6_BRABE Ferric-chelate reductase 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109475245 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z3T1_A0A6P4Z3T1_BRABE tr|A0A6P4Z3T1|A0A6P4Z3T1_BRABE Ferric-chelate reductase 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109475132 PE=3 SV=1
OG0000049	Stylophora_pistillata_Spis6729 Spis6729 SpisGene6729	Branchiostoma_belcheri_tr_A0A6P4ZHF9_A0A6P4ZHF9_BRABE tr|A0A6P4ZHF9|A0A6P4ZHF9_BRABE Plexin-A4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476886 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZWV4_A0A6P4ZWV4_BRABE tr|A0A6P4ZWV4|A0A6P4ZWV4_BRABE Plexin-A1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477341 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXM3_A0A6P4YXM3_BRABE tr|A0A6P4YXM3|A0A6P4YXM3_BRABE Plexin-A1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477341 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZT25_A0A6P4ZT25_BRABE tr|A0A6P4ZT25|A0A6P4ZT25_BRABE Plexin-A1-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109477341 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZBS9_A0A6P4ZBS9_BRABE tr|A0A6P4ZBS9|A0A6P4ZBS9_BRABE Plexin-A1-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109477341 PE=3 SV=1
OG0000051	Stylophora_pistillata_Spis5233 Spis5233 SpisGene5233	Branchiostoma_belcheri_tr_A0A6P5AV53_A0A6P5AV53_BRABE tr|A0A6P5AV53|A0A6P5AV53_BRABE VWFA and cache domain-containing protein CG16868-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486447 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZXK3_A0A6P4ZXK3_BRABE tr|A0A6P4ZXK3|A0A6P4ZXK3_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109486509 OS=Branchiostoma belcheri OX=7741 GN=LOC109486509 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A8G9_A0A6P5A8G9_BRABE tr|A0A6P5A8G9|A0A6P5A8G9_BRABE VWFA and cache domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486507 PE=4 SV=1
OG0000051	Stylophora_pistillata_Spis18649 Spis18649 SpisGene18649, Stylophora_pistillata_Spis9873 Spis9873 SpisGene9873, Stylophora_pistillata_Spis17370 Spis17370 SpisGene17370, Stylophora_pistillata_Spis17369 Spis17369 SpisGene17369, Stylophora_pistillata_Spis18643 Spis18643 SpisGene18643	Branchiostoma_belcheri_tr_A0A6P5A744_A0A6P5A744_BRABE tr|A0A6P5A744|A0A6P5A744_BRABE VWFA and cache domain-containing protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109486105 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5AG98_A0A6P5AG98_BRABE tr|A0A6P5AG98|A0A6P5AG98_BRABE VWFA and cache domain-containing protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109486105 PE=3 SV=1
OG0000051	Stylophora_pistillata_Spis14642 Spis14642 SpisGene14642	Branchiostoma_belcheri_tr_A0A6P4Y686_A0A6P4Y686_BRABE tr|A0A6P4Y686|A0A6P4Y686_BRABE Uncharacterized protein LOC109465163 OS=Branchiostoma belcheri OX=7741 GN=LOC109465163 PE=3 SV=1
OG0000052	Stylophora_pistillata_Spis25640 Spis25640 SpisGene25640, Stylophora_pistillata_Spis23416 Spis23416 SpisGene23416, Stylophora_pistillata_Spis24353 Spis24353 SpisGene24353, Stylophora_pistillata_Spis21448 Spis21448 SpisGene21448, Stylophora_pistillata_Spis21450 Spis21450 SpisGene21450, Stylophora_pistillata_Spis21447 Spis21447 SpisGene21447, Stylophora_pistillata_Spis24364 Spis24364 SpisGene24364, Stylophora_pistillata_Spis24770 Spis24770 SpisGene24770	Branchiostoma_belcheri_tr_A0A6P4YDB9_A0A6P4YDB9_BRABE tr|A0A6P4YDB9|A0A6P4YDB9_BRABE Fibronectin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472031 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YU93_A0A6P4YU93_BRABE tr|A0A6P4YU93|A0A6P4YU93_BRABE Hepatocyte growth factor activator-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468393 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YP02_A0A6P4YP02_BRABE tr|A0A6P4YP02|A0A6P4YP02_BRABE Uncharacterized protein LOC109471275 OS=Branchiostoma belcheri OX=7741 GN=LOC109471275 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YID2_A0A6P4YID2_BRABE tr|A0A6P4YID2|A0A6P4YID2_BRABE Uncharacterized protein LOC109465602 OS=Branchiostoma belcheri OX=7741 GN=LOC109465602 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YA54_A0A6P4YA54_BRABE tr|A0A6P4YA54|A0A6P4YA54_BRABE Uncharacterized protein LOC109467748 OS=Branchiostoma belcheri OX=7741 GN=LOC109467748 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZY32_A0A6P4ZY32_BRABE tr|A0A6P4ZY32|A0A6P4ZY32_BRABE Uncharacterized protein LOC109478668 OS=Branchiostoma belcheri OX=7741 GN=LOC109478668 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZM85_A0A6P4ZM85_BRABE tr|A0A6P4ZM85|A0A6P4ZM85_BRABE MAM and LDL-receptor class A domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474803 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y2R1_A0A6P4Y2R1_BRABE tr|A0A6P4Y2R1|A0A6P4Y2R1_BRABE Uncharacterized protein LOC109464206 OS=Branchiostoma belcheri OX=7741 GN=LOC109464206 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XUN6_A0A6P4XUN6_BRABE tr|A0A6P4XUN6|A0A6P4XUN6_BRABE Uncharacterized protein LOC109466910 OS=Branchiostoma belcheri OX=7741 GN=LOC109466910 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y604_A0A6P4Y604_BRABE tr|A0A6P4Y604|A0A6P4Y604_BRABE Uncharacterized protein LOC109470100 OS=Branchiostoma belcheri OX=7741 GN=LOC109470100 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKT9_A0A6P4YKT9_BRABE tr|A0A6P4YKT9|A0A6P4YKT9_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109468522 OS=Branchiostoma belcheri OX=7741 GN=LOC109468522 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A0F1_A0A6P5A0F1_BRABE tr|A0A6P5A0F1|A0A6P5A0F1_BRABE Uncharacterized transmembrane protein DDB_G0289901-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481656 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AVW8_A0A6P5AVW8_BRABE tr|A0A6P5AVW8|A0A6P5AVW8_BRABE Uncharacterized protein LOC109486663 OS=Branchiostoma belcheri OX=7741 GN=LOC109486663 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XD98_A0A6P4XD98_BRABE tr|A0A6P4XD98|A0A6P4XD98_BRABE Uncharacterized protein LOC109462428 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109462428 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YCC2_A0A6P4YCC2_BRABE tr|A0A6P4YCC2|A0A6P4YCC2_BRABE Uncharacterized protein LOC109462428 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109462428 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YV35_A0A6P4YV35_BRABE tr|A0A6P4YV35|A0A6P4YV35_BRABE Fucolectin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472774 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y0F1_A0A6P4Y0F1_BRABE tr|A0A6P4Y0F1|A0A6P4Y0F1_BRABE Leucine-rich repeat-containing protein 15-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465193 PE=4 SV=1
