Orthogroup	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000138	Calvadosia_cruxmelitensis_Ccrux.Trinity.24844 Ccrux.Trinity.24844, Calvadosia_cruxmelitensis_Ccrux.Trinity.24845 Ccrux.Trinity.24845	Aurelia_aurita_Seg378.26 Seg378.26 transcript_id=Seg378.26_GoldUCD_mRNA.D3Y31 product=Usherin protein_id=Seg378.26_GoldUCD_D3Y31
OG0000146	Calvadosia_cruxmelitensis_Ccrux.Trinity.5273 Ccrux.Trinity.5273	Aurelia_aurita_Seg2266.3 Seg2266.3 transcript_id=Seg2266.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg2266.3_GoldUCD_D3Y31
OG0000155	Calvadosia_cruxmelitensis_Ccrux.Trinity.56056 Ccrux.Trinity.56056	Aurelia_aurita_Seg3419.1 Seg3419.1 transcript_id=Seg3419.1_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg3419.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1728.8 Seg1728.8 transcript_id=Seg1728.8_GoldUCD_mRNA.D3Y31 product=Ectin protein_id=Seg1728.8_GoldUCD_D3Y31
OG0000157	Calvadosia_cruxmelitensis_Ccrux.Trinity.52207 Ccrux.Trinity.52207	Aurelia_aurita_Seg1660.6 Seg1660.6 transcript_id=Seg1660.6_GoldUCD_mRNA.D3Y31 product="FRAS1-related extracellular matrix protein 1" protein_id=Seg1660.6_GoldUCD_D3Y31 partial=true
OG0000165	Calvadosia_cruxmelitensis_Ccrux.Trinity.5581 Ccrux.Trinity.5581, Calvadosia_cruxmelitensis_Ccrux.Trinity.5580 Ccrux.Trinity.5580	Aurelia_aurita_Seg1081.15 Seg1081.15 transcript_id=Seg1081.15_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 58" protein_id=Seg1081.15_GoldUCD_D3Y31
OG0000166	Calvadosia_cruxmelitensis_Ccrux.Trinity.1466 Ccrux.Trinity.1466	Aurelia_aurita_Seg1841.2 Seg1841.2 transcript_id=Seg1841.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg1841.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4426.2 Seg4426.2 transcript_id=Seg4426.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg4426.2_GoldUCD_D3Y31
OG0000173	Calvadosia_cruxmelitensis_Ccrux.Trinity.45539 Ccrux.Trinity.45539	Aurelia_aurita_Seg4331.1 Seg4331.1 transcript_id=Seg4331.1_GoldUCD_mRNA.D3Y31 product="Down syndrome cell adhesion molecule-like protein 1-like" protein_id=Seg4331.1_GoldUCD_D3Y31 partial=true
OG0000176	Calvadosia_cruxmelitensis_Ccrux.Trinity.37744 Ccrux.Trinity.37744, Calvadosia_cruxmelitensis_Ccrux.Trinity.37742 Ccrux.Trinity.37742, Calvadosia_cruxmelitensis_Ccrux.Trinity.37741 Ccrux.Trinity.37741	Aurelia_aurita_Seg1613.8 Seg1613.8 transcript_id=Seg1613.8_GoldUCD_mRNA.D3Y31 product="Ankyrin repeat and fibronectin type-III domain-containing protein 1" protein_id=Seg1613.8_GoldUCD_D3Y31 partial=true
OG0000177	Calvadosia_cruxmelitensis_Ccrux.Trinity.18042 Ccrux.Trinity.18042, Calvadosia_cruxmelitensis_Ccrux.Trinity.18051 Ccrux.Trinity.18051	Aurelia_aurita_Seg2025.6 Seg2025.6 transcript_id=Seg2025.6_GoldUCD_mRNA.D3Y31 product="Acidic mammalian chitinase" protein_id=Seg2025.6_GoldUCD_D3Y31
OG0000182	Calvadosia_cruxmelitensis_Ccrux.Trinity.25498 Ccrux.Trinity.25498	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31
OG0000183	Calvadosia_cruxmelitensis_Ccrux.Trinity.71975 Ccrux.Trinity.71975	Aurelia_aurita_Seg1773.5 Seg1773.5 transcript_id=Seg1773.5_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-7" protein_id=Seg1773.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1427.1 Seg1427.1 transcript_id=Seg1427.1_GoldUCD_mRNA.D3Y31 product="Mucin-like protein" protein_id=Seg1427.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1910.6 Seg1910.6 transcript_id=Seg1910.6_GoldUCD_mRNA.D3Y31 product=SE-cephalotoxin protein_id=Seg1910.6_GoldUCD_D3Y31, Aurelia_aurita_Seg4309.2 Seg4309.2 transcript_id=Seg4309.2_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg4309.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1708.7 Seg1708.7 transcript_id=Seg1708.7_GoldUCD_mRNA.D3Y31 product="Low-density lipoprotein receptor-related protein 2" protein_id=Seg1708.7_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1116.5 Seg1116.5 transcript_id=Seg1116.5_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg1116.5_GoldUCD_D3Y31, Aurelia_aurita_Seg4309.1 Seg4309.1 transcript_id=Seg4309.1_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg4309.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1916.8 Seg1916.8 transcript_id=Seg1916.8_GoldUCD_mRNA.D3Y31 product=SE-cephalotoxin protein_id=Seg1916.8_GoldUCD_D3Y31 partial=true
OG0000191	Calvadosia_cruxmelitensis_Ccrux.Trinity.7540 Ccrux.Trinity.7540	Aurelia_aurita_Seg4048.2 Seg4048.2 transcript_id=Seg4048.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4048.2_GoldUCD_D3Y31 partial=true
OG0000192	Calvadosia_cruxmelitensis_Ccrux.Trinity.56051 Ccrux.Trinity.56051	Aurelia_aurita_Seg1524.6 Seg1524.6 transcript_id=Seg1524.6_GoldUCD_mRNA.D3Y31 product="Protein flightless-1-like" protein_id=Seg1524.6_GoldUCD_D3Y31 partial=true
OG0000194	Calvadosia_cruxmelitensis_Ccrux.Trinity.4794 Ccrux.Trinity.4794, Calvadosia_cruxmelitensis_Ccrux.Trinity.4793 Ccrux.Trinity.4793	Aurelia_aurita_Seg152.4 Seg152.4 transcript_id=Seg152.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg152.4_GoldUCD_D3Y31
OG0000197	Calvadosia_cruxmelitensis_Ccrux.Trinity.32048 Ccrux.Trinity.32048, Calvadosia_cruxmelitensis_Ccrux.Trinity.32050 Ccrux.Trinity.32050, Calvadosia_cruxmelitensis_Ccrux.Trinity.32047 Ccrux.Trinity.32047, Calvadosia_cruxmelitensis_Ccrux.Trinity.32046 Ccrux.Trinity.32046, Calvadosia_cruxmelitensis_Ccrux.Trinity.32049 Ccrux.Trinity.32049, Calvadosia_cruxmelitensis_Ccrux.Trinity.32051 Ccrux.Trinity.32051	Aurelia_aurita_Seg768.11 Seg768.11 transcript_id=Seg768.11_GoldUCD_mRNA.D3Y31 product="Kremen protein 1" protein_id=Seg768.11_GoldUCD_D3Y31
OG0000199	Calvadosia_cruxmelitensis_Ccrux.Trinity.25100 Ccrux.Trinity.25100	Aurelia_aurita_Seg1662.4 Seg1662.4 transcript_id=Seg1662.4_GoldUCD_mRNA.D3Y31 product="26S proteasome non-ATPase regulatory subunit 4" protein_id=Seg1662.4_GoldUCD_D3Y31
OG0000201	Calvadosia_cruxmelitensis_Ccrux.Trinity.26513 Ccrux.Trinity.26513, Calvadosia_cruxmelitensis_Ccrux.Trinity.26511 Ccrux.Trinity.26511	Aurelia_aurita_Seg1701.4 Seg1701.4 transcript_id=Seg1701.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg1701.4_GoldUCD_D3Y31
OG0000203	Calvadosia_cruxmelitensis_Ccrux.Trinity.69582 Ccrux.Trinity.69582	Aurelia_aurita_Seg3014.4 Seg3014.4 transcript_id=Seg3014.4_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg3014.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2049.5 Seg2049.5 transcript_id=Seg2049.5_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg2049.5_GoldUCD_D3Y31
OG0000210	Calvadosia_cruxmelitensis_Ccrux.Trinity.21750 Ccrux.Trinity.21750	Aurelia_aurita_Seg1703.3 Seg1703.3 transcript_id=Seg1703.3_GoldUCD_mRNA.D3Y31 product="X-ray radiation resistance-associated protein 1" protein_id=Seg1703.3_GoldUCD_D3Y31
OG0000211	Calvadosia_cruxmelitensis_Ccrux.Trinity.22700 Ccrux.Trinity.22700, Calvadosia_cruxmelitensis_Ccrux.Trinity.22695 Ccrux.Trinity.22695, Calvadosia_cruxmelitensis_Ccrux.Trinity.22699 Ccrux.Trinity.22699, Calvadosia_cruxmelitensis_Ccrux.Trinity.22697 Ccrux.Trinity.22697	Aurelia_aurita_Seg2763.1 Seg2763.1 transcript_id=Seg2763.1_GoldUCD_mRNA.D3Y31 product=Centriolin protein_id=Seg2763.1_GoldUCD_D3Y31 partial=true
OG0000213	Calvadosia_cruxmelitensis_Ccrux.Trinity.38933 Ccrux.Trinity.38933	Aurelia_aurita_Seg819.1_Seg819.2 Seg819.1_Seg819.2 transcript_id=Seg819.1_Seg819.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg819.1_Seg819.2_GoldUCD_D3Y31
OG0000214	Calvadosia_cruxmelitensis_Ccrux.Trinity.627 Ccrux.Trinity.627, Calvadosia_cruxmelitensis_Ccrux.Trinity.628 Ccrux.Trinity.628	Aurelia_aurita_Seg298.30 Seg298.30 transcript_id=Seg298.30_GoldUCD_mRNA.D3Y31 product="Integrator complex subunit 14" protein_id=Seg298.30_GoldUCD_D3Y31
OG0000229	Calvadosia_cruxmelitensis_Ccrux.Trinity.74101 Ccrux.Trinity.74101	Aurelia_aurita_Seg1551.1 Seg1551.1 transcript_id=Seg1551.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1551.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1436.5 Seg1436.5 transcript_id=Seg1436.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1436.5_GoldUCD_D3Y31 partial=true
OG0000230	Calvadosia_cruxmelitensis_Ccrux.Trinity.62505 Ccrux.Trinity.62505	Aurelia_aurita_Seg6222.2 Seg6222.2 transcript_id=Seg6222.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg6222.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1817.14 Seg1817.14 transcript_id=Seg1817.14_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg1817.14_GoldUCD_D3Y31
OG0000231	Calvadosia_cruxmelitensis_Ccrux.Trinity.52579 Ccrux.Trinity.52579	Aurelia_aurita_Seg3047.4 Seg3047.4 transcript_id=Seg3047.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3047.4_GoldUCD_D3Y31 partial=true
OG0000235	Calvadosia_cruxmelitensis_Ccrux.Trinity.13884 Ccrux.Trinity.13884	Aurelia_aurita_Seg684.8 Seg684.8 transcript_id=Seg684.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg684.8_GoldUCD_D3Y31
OG0000236	Calvadosia_cruxmelitensis_Ccrux.Trinity.2453 Ccrux.Trinity.2453	Aurelia_aurita_Seg895.8 Seg895.8 transcript_id=Seg895.8_GoldUCD_mRNA.D3Y31 product="Vascular endothelial growth factor A-A" protein_id=Seg895.8_GoldUCD_D3Y31
OG0000237	Calvadosia_cruxmelitensis_Ccrux.Trinity.17741 Ccrux.Trinity.17741, Calvadosia_cruxmelitensis_Ccrux.Trinity.17745 Ccrux.Trinity.17745	Aurelia_aurita_Seg1932.2 Seg1932.2 transcript_id=Seg1932.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 63" protein_id=Seg1932.2_GoldUCD_D3Y31
OG0000239	Calvadosia_cruxmelitensis_Ccrux.Trinity.27203 Ccrux.Trinity.27203	Aurelia_aurita_Seg5727.1 Seg5727.1 transcript_id=Seg5727.1_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg5727.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1727.5 Seg1727.5 transcript_id=Seg1727.5_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg1727.5_GoldUCD_D3Y31
OG0000253	Calvadosia_cruxmelitensis_Ccrux.Trinity.7701 Ccrux.Trinity.7701, Calvadosia_cruxmelitensis_Ccrux.Trinity.7700 Ccrux.Trinity.7700	Aurelia_aurita_Seg1823.9 Seg1823.9 transcript_id=Seg1823.9_GoldUCD_mRNA.D3Y31 product="General transcription factor IIH subunit 2" protein_id=Seg1823.9_GoldUCD_D3Y31
OG0000262	Calvadosia_cruxmelitensis_Ccrux.Trinity.21639 Ccrux.Trinity.21639, Calvadosia_cruxmelitensis_Ccrux.Trinity.21638 Ccrux.Trinity.21638, Calvadosia_cruxmelitensis_Ccrux.Trinity.21636 Ccrux.Trinity.21636	Aurelia_aurita_Seg1164.4 Seg1164.4 transcript_id=Seg1164.4_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1164.4_GoldUCD_D3Y31
OG0000265	Calvadosia_cruxmelitensis_Ccrux.Trinity.72800 Ccrux.Trinity.72800, Calvadosia_cruxmelitensis_Ccrux.Trinity.72796 Ccrux.Trinity.72796	Aurelia_aurita_Seg2819.1 Seg2819.1 transcript_id=Seg2819.1_GoldUCD_mRNA.D3Y31 product="Protein turtle A" protein_id=Seg2819.1_GoldUCD_D3Y31
OG0000267	Calvadosia_cruxmelitensis_Ccrux.Trinity.26944 Ccrux.Trinity.26944, Calvadosia_cruxmelitensis_Ccrux.Trinity.26946 Ccrux.Trinity.26946, Calvadosia_cruxmelitensis_Ccrux.Trinity.26947 Ccrux.Trinity.26947	Aurelia_aurita_Seg3915.2 Seg3915.2 transcript_id=Seg3915.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg3915.2_GoldUCD_D3Y31
OG0000272	Calvadosia_cruxmelitensis_Ccrux.Trinity.2582 Ccrux.Trinity.2582, Calvadosia_cruxmelitensis_Ccrux.Trinity.2580 Ccrux.Trinity.2580	Aurelia_aurita_Seg2513.2 Seg2513.2 transcript_id=Seg2513.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg2513.2_GoldUCD_D3Y31
OG0000272	Calvadosia_cruxmelitensis_Ccrux.Trinity.16987 Ccrux.Trinity.16987	Aurelia_aurita_Seg636.5 Seg636.5 transcript_id=Seg636.5_GoldUCD_mRNA.D3Y31 product="Myb-related protein A" protein_id=Seg636.5_GoldUCD_D3Y31
OG0000275	Calvadosia_cruxmelitensis_Ccrux.Trinity.41096 Ccrux.Trinity.41096, Calvadosia_cruxmelitensis_Ccrux.Trinity.41095 Ccrux.Trinity.41095, Calvadosia_cruxmelitensis_Ccrux.Trinity.58674 Ccrux.Trinity.58674	Aurelia_aurita_Seg4097.2 Seg4097.2 transcript_id=Seg4097.2_GoldUCD_mRNA.D3Y31 product="Thrombospondin type-1 domain-containing protein 7B" protein_id=Seg4097.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1000.6_Seg1000.7 Seg1000.6_Seg1000.7 transcript_id=Seg1000.6_Seg1000.7_GoldUCD_mRNA.D3Y31 product="Thrombospondin type-1 domain-containing protein 7A" protein_id=Seg1000.6_Seg1000.7_GoldUCD_D3Y31
OG0000278	Calvadosia_cruxmelitensis_Ccrux.Trinity.42450 Ccrux.Trinity.42450	Aurelia_aurita_Seg213.2 Seg213.2 transcript_id=Seg213.2_GoldUCD_mRNA.D3Y31 product="Anthrax toxin receptor 1" protein_id=Seg213.2_GoldUCD_D3Y31
OG0000282	Calvadosia_cruxmelitensis_Ccrux.Trinity.62444 Ccrux.Trinity.62444	Aurelia_aurita_Seg557.11 Seg557.11 transcript_id=Seg557.11_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 7" protein_id=Seg557.11_GoldUCD_D3Y31 partial=true
OG0000285	Calvadosia_cruxmelitensis_Ccrux.Trinity.63015 Ccrux.Trinity.63015	Aurelia_aurita_Seg1284.13 Seg1284.13 transcript_id=Seg1284.13_GoldUCD_mRNA.D3Y31 product="Coagulation factor V" protein_id=Seg1284.13_GoldUCD_D3Y31
OG0000286	Calvadosia_cruxmelitensis_Ccrux.Trinity.21233 Ccrux.Trinity.21233	Aurelia_aurita_Seg887.5 Seg887.5 transcript_id=Seg887.5_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg887.5_GoldUCD_D3Y31
OG0000288	Calvadosia_cruxmelitensis_Ccrux.Trinity.65307 Ccrux.Trinity.65307	Aurelia_aurita_Seg4799.3 Seg4799.3 transcript_id=Seg4799.3_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg4799.3_GoldUCD_D3Y31
OG0000288	Calvadosia_cruxmelitensis_Ccrux.Trinity.57615 Ccrux.Trinity.57615, Calvadosia_cruxmelitensis_Ccrux.Trinity.57614 Ccrux.Trinity.57614	Aurelia_aurita_Seg8305.2 Seg8305.2 transcript_id=Seg8305.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg8305.2_GoldUCD_D3Y31 partial=true
OG0000299	Calvadosia_cruxmelitensis_Ccrux.Trinity.22686 Ccrux.Trinity.22686, Calvadosia_cruxmelitensis_Ccrux.Trinity.22683 Ccrux.Trinity.22683, Calvadosia_cruxmelitensis_Ccrux.Trinity.22681 Ccrux.Trinity.22681	Aurelia_aurita_Seg1800.6 Seg1800.6 transcript_id=Seg1800.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1800.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2876.2 Seg2876.2 transcript_id=Seg2876.2_GoldUCD_mRNA.D3Y31 product="Integral membrane protein DGCR2_IDD" protein_id=Seg2876.2_GoldUCD_D3Y31
OG0000305	Calvadosia_cruxmelitensis_Ccrux.Trinity.56663 Ccrux.Trinity.56663, Calvadosia_cruxmelitensis_Ccrux.Trinity.1233 Ccrux.Trinity.1233	Aurelia_aurita_Seg2700.5 Seg2700.5 transcript_id=Seg2700.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2700.5_GoldUCD_D3Y31 partial=true
OG0000309	Calvadosia_cruxmelitensis_Ccrux.Trinity.64061 Ccrux.Trinity.64061	Aurelia_aurita_Seg1547.12 Seg1547.12 transcript_id=Seg1547.12_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 3" protein_id=Seg1547.12_GoldUCD_D3Y31
OG0000330	Calvadosia_cruxmelitensis_Ccrux.Trinity.6820 Ccrux.Trinity.6820, Calvadosia_cruxmelitensis_Ccrux.Trinity.6824 Ccrux.Trinity.6824	Aurelia_aurita_Seg287.9 Seg287.9 transcript_id=Seg287.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg287.9_GoldUCD_D3Y31
OG0000331	Calvadosia_cruxmelitensis_Ccrux.Trinity.35604 Ccrux.Trinity.35604, Calvadosia_cruxmelitensis_Ccrux.Trinity.49894 Ccrux.Trinity.49894, Calvadosia_cruxmelitensis_Ccrux.Trinity.49893 Ccrux.Trinity.49893	Aurelia_aurita_Seg1764.4 Seg1764.4 transcript_id=Seg1764.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1764.4_GoldUCD_D3Y31
OG0000340	Calvadosia_cruxmelitensis_Ccrux.Trinity.25073 Ccrux.Trinity.25073	Aurelia_aurita_Seg1844.4 Seg1844.4 transcript_id=Seg1844.4_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 8" protein_id=Seg1844.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1844.3 Seg1844.3 transcript_id=Seg1844.3_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 9" protein_id=Seg1844.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1254.11 Seg1254.11 transcript_id=Seg1254.11_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 9" protein_id=Seg1254.11_GoldUCD_D3Y31, Aurelia_aurita_Seg6534.1 Seg6534.1 transcript_id=Seg6534.1_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 9" protein_id=Seg6534.1_GoldUCD_D3Y31 partial=true
OG0000344	Calvadosia_cruxmelitensis_Ccrux.Trinity.28926 Ccrux.Trinity.28926	Aurelia_aurita_Seg3106.3 Seg3106.3 transcript_id=Seg3106.3_GoldUCD_mRNA.D3Y31 product="Follistatin-related protein 1" protein_id=Seg3106.3_GoldUCD_D3Y31
OG0000349	Calvadosia_cruxmelitensis_Ccrux.Trinity.33745 Ccrux.Trinity.33745, Calvadosia_cruxmelitensis_Ccrux.Trinity.70687 Ccrux.Trinity.70687	Aurelia_aurita_Seg1666.14 Seg1666.14 transcript_id=Seg1666.14_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg1666.14_GoldUCD_D3Y31
OG0000364	Calvadosia_cruxmelitensis_Ccrux.Trinity.31832 Ccrux.Trinity.31832, Calvadosia_cruxmelitensis_Ccrux.Trinity.31841 Ccrux.Trinity.31841, Calvadosia_cruxmelitensis_Ccrux.Trinity.31821 Ccrux.Trinity.31821, Calvadosia_cruxmelitensis_Ccrux.Trinity.31829 Ccrux.Trinity.31829, Calvadosia_cruxmelitensis_Ccrux.Trinity.31827 Ccrux.Trinity.31827	Aurelia_aurita_Seg271.9 Seg271.9 transcript_id=Seg271.9_GoldUCD_mRNA.D3Y31 product="X-ray repair cross-complementing protein 5" protein_id=Seg271.9_GoldUCD_D3Y31 partial=true
OG0000375	Calvadosia_cruxmelitensis_Ccrux.Trinity.5962 Ccrux.Trinity.5962	Aurelia_aurita_Seg2350.4 Seg2350.4 transcript_id=Seg2350.4_GoldUCD_mRNA.D3Y31 product="Neurogenic locus notch protein 2" protein_id=Seg2350.4_GoldUCD_D3Y31, Aurelia_aurita_Seg2275.11 Seg2275.11 transcript_id=Seg2275.11_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2275.11_GoldUCD_D3Y31 partial=true
OG0000390	Calvadosia_cruxmelitensis_Ccrux.Trinity.49378 Ccrux.Trinity.49378, Calvadosia_cruxmelitensis_Ccrux.Trinity.49372 Ccrux.Trinity.49372, Calvadosia_cruxmelitensis_Ccrux.Trinity.49362 Ccrux.Trinity.49362, Calvadosia_cruxmelitensis_Ccrux.Trinity.49364 Ccrux.Trinity.49364, Calvadosia_cruxmelitensis_Ccrux.Trinity.49356 Ccrux.Trinity.49356, Calvadosia_cruxmelitensis_Ccrux.Trinity.49357 Ccrux.Trinity.49357	Aurelia_aurita_Seg1907.6 Seg1907.6 transcript_id=Seg1907.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1907.6_GoldUCD_D3Y31
OG0000398	Calvadosia_cruxmelitensis_Ccrux.Trinity.16174 Ccrux.Trinity.16174, Calvadosia_cruxmelitensis_Ccrux.Trinity.16173 Ccrux.Trinity.16173	Aurelia_aurita_Seg1685.7 Seg1685.7 transcript_id=Seg1685.7_GoldUCD_mRNA.D3Y31 product="Kielin_chordin-like protein" protein_id=Seg1685.7_GoldUCD_D3Y31
OG0000399	Calvadosia_cruxmelitensis_Ccrux.Trinity.22814 Ccrux.Trinity.22814, Calvadosia_cruxmelitensis_Ccrux.Trinity.22808 Ccrux.Trinity.22808, Calvadosia_cruxmelitensis_Ccrux.Trinity.22816 Ccrux.Trinity.22816	Aurelia_aurita_Seg5643.1 Seg5643.1 transcript_id=Seg5643.1_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg5643.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1159.5 Seg1159.5 transcript_id=Seg1159.5_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg1159.5_GoldUCD_D3Y31
OG0000418	Calvadosia_cruxmelitensis_Ccrux.Trinity.68019 Ccrux.Trinity.68019	Aurelia_aurita_Seg4272.3 Seg4272.3 transcript_id=Seg4272.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4272.3_GoldUCD_D3Y31 partial=true
OG0000488	Calvadosia_cruxmelitensis_Ccrux.Trinity.43304 Ccrux.Trinity.43304	Aurelia_aurita_Seg101.3 Seg101.3 transcript_id=Seg101.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg101.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4819.1 Seg4819.1 transcript_id=Seg4819.1_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg4819.1_GoldUCD_D3Y31 partial=true
OG0000488	Calvadosia_cruxmelitensis_Ccrux.Trinity.73313 Ccrux.Trinity.73313	Aurelia_aurita_Seg101.4 Seg101.4 transcript_id=Seg101.4_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg101.4_GoldUCD_D3Y31, Aurelia_aurita_Seg101.5 Seg101.5 transcript_id=Seg101.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg101.5_GoldUCD_D3Y31
OG0000490	Calvadosia_cruxmelitensis_Ccrux.Trinity.45770 Ccrux.Trinity.45770, Calvadosia_cruxmelitensis_Ccrux.Trinity.45771 Ccrux.Trinity.45771, Calvadosia_cruxmelitensis_Ccrux.Trinity.45774 Ccrux.Trinity.45774	Aurelia_aurita_Seg1121.4 Seg1121.4 transcript_id=Seg1121.4_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg1121.4_GoldUCD_D3Y31 partial=true
OG0000533	Calvadosia_cruxmelitensis_Ccrux.Trinity.6989 Ccrux.Trinity.6989, Calvadosia_cruxmelitensis_Ccrux.Trinity.11499 Ccrux.Trinity.11499	Aurelia_aurita_Seg1603.10 Seg1603.10 transcript_id=Seg1603.10_GoldUCD_mRNA.D3Y31 product="Cysteine-rich with EGF-like domain protein 2-A" protein_id=Seg1603.10_GoldUCD_D3Y31
OG0000534	Calvadosia_cruxmelitensis_Ccrux.Trinity.54624 Ccrux.Trinity.54624, Calvadosia_cruxmelitensis_Ccrux.Trinity.64258 Ccrux.Trinity.64258	Aurelia_aurita_Seg1402.10 Seg1402.10 transcript_id=Seg1402.10_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1402.10_GoldUCD_D3Y31
