Orthogroup	Chordata_Vertebrata_Mus_musculus	Chordata_Vertebrata_Coturnix_japonica
OG0000856	Mus_musculus_sp_Q9QZJ6_MFAP5_MOUSE sp_Q9QZJ6_MFAP5_MOUSE Microfibrillar-associated protein 5 OS=Mus musculus OX=10090 GN=Mfap5 PE=1 SV=1	Coturnix_japonica_XP_015727443.1 PREDICTED_ microfibrillar-associated protein 5 isoform X2 [Coturnix japonica]
OG0000857	Mus_musculus_sp_P13609_SRGN_MOUSE sp_P13609_SRGN_MOUSE Serglycin OS=Mus musculus OX=10090 GN=Srgn PE=1 SV=1	Coturnix_japonica_XP_015721961.1 serglycin [Coturnix japonica]
OG0000858	Mus_musculus_sp_Q9ESB3_HRG_MOUSE sp_Q9ESB3_HRG_MOUSE Histidine-rich glycoprotein OS=Mus musculus OX=10090 GN=Hrg PE=1 SV=2	Coturnix_japonica_XP_015727175.1 histidine-rich glycoprotein [Coturnix japonica]
OG0000861	Mus_musculus_sp_Q02105_C1QC_MOUSE sp_Q02105_C1QC_MOUSE Complement C1q subcomponent subunit C OS=Mus musculus OX=10090 GN=C1qc PE=1 SV=2	Coturnix_japonica_XP_015738320.1 complement C1q subcomponent subunit C [Coturnix japonica]
OG0000862	Mus_musculus_sp_Q8BVD7_C1QT7_MOUSE sp_Q8BVD7_C1QT7_MOUSE Complement C1q tumor necrosis factor-related protein 7 OS=Mus musculus OX=10090 GN=C1qtnf7 PE=2 SV=2	Coturnix_japonica_XP_015718105.1 complement C1q tumor necrosis factor-related protein 7 [Coturnix japonica]
OG0000866	Mus_musculus_sp_Q9WUQ5_CXL14_MOUSE sp_Q9WUQ5_CXL14_MOUSE C-X-C motif chemokine 14 OS=Mus musculus OX=10090 GN=Cxcl14 PE=2 SV=2	Coturnix_japonica_XP_015731303.1 C-X-C motif chemokine 14 [Coturnix japonica]
OG0000869	Mus_musculus_sp_P50543_S10AB_MOUSE sp_P50543_S10AB_MOUSE Protein S100-A11 OS=Mus musculus OX=10090 GN=S100a11 PE=1 SV=1	Coturnix_japonica_XP_015739876.1 protein S100-A11 [Coturnix japonica]
OG0000870	Mus_musculus_sp_Q9D2Q8_S10AE_MOUSE sp_Q9D2Q8_S10AE_MOUSE Protein S100-A14 OS=Mus musculus OX=10090 GN=S100a14 PE=1 SV=1	Coturnix_japonica_XP_015739976.1 protein S100-A14-like [Coturnix japonica]
OG0001102	Mus_musculus_sp_Q05306_COAA1_MOUSE sp_Q05306_COAA1_MOUSE Collagen alpha-1_X_ chain OS=Mus musculus OX=10090 GN=Col10a1 PE=2 SV=1	Coturnix_japonica_XP_015714119.1 collagen alpha-1_X_ chain isoform X1 [Coturnix japonica]
OG0001103	Mus_musculus_sp_Q8BLX7_COGA1_MOUSE sp_Q8BLX7_COGA1_MOUSE Collagen alpha-1_XVI_ chain OS=Mus musculus OX=10090 GN=Col16a1 PE=1 SV=2	Coturnix_japonica_XP_015738699.1 collagen alpha-1_XVI_ chain isoform X1 [Coturnix japonica]
OG0001105	Mus_musculus_sp_P59900_EMIL3_MOUSE sp_P59900_EMIL3_MOUSE EMILIN-3 OS=Mus musculus OX=10090 GN=Emilin3 PE=2 SV=1	Coturnix_japonica_XP_015736937.1 EMILIN-3 [Coturnix japonica]
OG0001106	Mus_musculus_sp_A6H6E2_MMRN2_MOUSE sp_A6H6E2_MMRN2_MOUSE Multimerin-2 OS=Mus musculus OX=10090 GN=Mmrn2 PE=1 SV=1	Coturnix_japonica_XP_015721502.1 multimerin-2 [Coturnix japonica]
OG0001110	Mus_musculus_sp_P98086_C1QA_MOUSE sp_P98086_C1QA_MOUSE Complement C1q subcomponent subunit A OS=Mus musculus OX=10090 GN=C1qa PE=1 SV=2	Coturnix_japonica_XP_015738313.1 complement C1q subcomponent subunit A isoform X2 [Coturnix japonica]
OG0001111	Mus_musculus_sp_P14106_C1QB_MOUSE sp_P14106_C1QB_MOUSE Complement C1q subcomponent subunit B OS=Mus musculus OX=10090 GN=C1qb PE=1 SV=2	Coturnix_japonica_XP_015738317.1 PREDICTED_ complement C1q subcomponent subunit B isoform X1 [Coturnix japonica]
OG0001112	Mus_musculus_sp_Q9D8U4_C1QT2_MOUSE sp_Q9D8U4_C1QT2_MOUSE Complement C1q tumor necrosis factor-related protein 2 OS=Mus musculus OX=10090 GN=C1qtnf2 PE=1 SV=1	Coturnix_japonica_XP_015731560.1 complement C1q tumor necrosis factor-related protein 2 [Coturnix japonica]
OG0001116	Mus_musculus_sp_P19467_MUC13_MOUSE sp_P19467_MUC13_MOUSE Mucin-13 OS=Mus musculus OX=10090 GN=Muc13 PE=2 SV=1	Coturnix_japonica_XP_015724104.1 PREDICTED_ mucin-13 [Coturnix japonica]
OG0001119	Mus_musculus_sp_Q9QZM3_CLCF1_MOUSE sp_Q9QZM3_CLCF1_MOUSE Cardiotrophin-like cytokine factor 1 OS=Mus musculus OX=10090 GN=Clcf1 PE=1 SV=1	Coturnix_japonica_XP_015718809.1 cardiotrophin-like cytokine factor 1 isoform X1 [Coturnix japonica]
OG0001124	Mus_musculus_sp_Q1HCM0_FGFP3_MOUSE sp_Q1HCM0_FGFP3_MOUSE Fibroblast growth factor-binding protein 3 OS=Mus musculus OX=10090 GN=Fgfbp3 PE=1 SV=2	Coturnix_japonica_XP_015722380.1 PREDICTED_ fibroblast growth factor-binding protein 3 [Coturnix japonica]
OG0001127	Mus_musculus_sp_Q9D708_S10AG_MOUSE sp_Q9D708_S10AG_MOUSE Protein S100-A16 OS=Mus musculus OX=10090 GN=S100a16 PE=1 SV=1	Coturnix_japonica_XP_015739982.1 protein S100-A16 [Coturnix japonica]
OG0001128	Mus_musculus_sp_P07091_S10A4_MOUSE sp_P07091_S10A4_MOUSE Protein S100-A4 OS=Mus musculus OX=10090 GN=S100a4 PE=1 SV=1	Coturnix_japonica_XP_015739836.1 uncharacterized protein LOC107324373 [Coturnix japonica]
OG0001130	Mus_musculus_sp_P51642_CNTF_MOUSE sp_P51642_CNTF_MOUSE Ciliary neurotrophic factor OS=Mus musculus OX=10090 GN=Cntf PE=2 SV=1	Coturnix_japonica_XP_015719119.1 PREDICTED_ ciliary neurotrophic factor [Coturnix japonica]
OG0001131	Mus_musculus_sp_P55002_MFAP2_MOUSE sp_P55002_MFAP2_MOUSE Microfibrillar-associated protein 2 OS=Mus musculus OX=10090 GN=Mfap2 PE=2 SV=1	Coturnix_japonica_XP_015737774.1 microfibrillar-associated protein 2 isoform X2 [Coturnix japonica]
OG0001132	Mus_musculus_sp_P19788_MGP_MOUSE sp_P19788_MGP_MOUSE Matrix Gla protein OS=Mus musculus OX=10090 GN=Mgp PE=3 SV=1	Coturnix_japonica_XP_015715091.1 matrix Gla protein [Coturnix japonica]
OG0001134	Mus_musculus_sp_P27106_MIS_MOUSE sp_P27106_MIS_MOUSE Muellerian-inhibiting factor OS=Mus musculus OX=10090 GN=Amh PE=2 SV=2	Coturnix_japonica_XP_015741686.1 muellerian-inhibiting factor isoform X2 [Coturnix japonica]
OG0001136	Mus_musculus_sp_Q04997_INHA_MOUSE sp_Q04997_INHA_MOUSE Inhibin alpha chain OS=Mus musculus OX=10090 GN=Inha PE=1 SV=2	Coturnix_japonica_XP_015724419.1 inhibin alpha chain [Coturnix japonica]
OG0001499	Mus_musculus_sp_P07141_CSF1_MOUSE sp_P07141_CSF1_MOUSE Macrophage colony-stimulating factor 1 OS=Mus musculus OX=10090 GN=Csf1 PE=1 SV=2	Coturnix_japonica_XP_015740365.1 macrophage colony-stimulating factor 1 [Coturnix japonica]
OG0001503	Mus_musculus_sp_P47873_IL11_MOUSE sp_P47873_IL11_MOUSE Interleukin-11 OS=Mus musculus OX=10090 GN=Il11 PE=1 SV=1	Coturnix_japonica_XP_015706049.1 interleukin-11 [Coturnix japonica]
OG0001506	Mus_musculus_sp_Q8BH27_MEGF9_MOUSE sp_Q8BH27_MEGF9_MOUSE Multiple epidermal growth factor-like domains protein 9 OS=Mus musculus OX=10090 GN=Megf9 PE=2 SV=1	Coturnix_japonica_XP_015734331.1 multiple epidermal growth factor-like domains protein 9 [Coturnix japonica]
OG0001508	Mus_musculus_sp_B2RPV6_MMRN1_MOUSE sp_B2RPV6_MMRN1_MOUSE Multimerin-1 OS=Mus musculus OX=10090 GN=Mmrn1 PE=1 SV=2	Coturnix_japonica_XP_015716818.1 multimerin-1 [Coturnix japonica]
OG0001510	Mus_musculus_sp_P09056_LIF_MOUSE sp_P09056_LIF_MOUSE Leukemia inhibitory factor OS=Mus musculus OX=10090 GN=Lif PE=1 SV=1	Coturnix_japonica_XP_015734002.1 PREDICTED_ leukemia inhibitory factor isoform X1 [Coturnix japonica]
OG0001511	Mus_musculus_sp_P08207_S10AA_MOUSE sp_P08207_S10AA_MOUSE Protein S100-A10 OS=Mus musculus OX=10090 GN=S100a10 PE=1 SV=2	Coturnix_japonica_XP_015740189.1 protein S100-A10 [Coturnix japonica]
OG0001946	Mus_musculus_sp_P01580_IFNG_MOUSE sp_P01580_IFNG_MOUSE Interferon gamma OS=Mus musculus OX=10090 GN=Ifng PE=1 SV=1	Coturnix_japonica_XP_015711239.1 interferon gamma [Coturnix japonica]
